condition,sample_id,fold,repeat,k,valid_pixels,used_clusters,max_occupancy,single_cluster,cluster_counts
B0,KYOw16737,4,1,2,65693,2,0.9157596699800588,False,"[60159, 5534]"
B0,KYOw16737,4,1,4,65693,4,0.6448327827926872,False,"[5030, 1722, 16580, 42361]"
B0,KYOw16737,4,1,6,65693,6,0.5496628255674121,False,"[20894, 6870, 667, 36109, 916, 237]"
B0,KYOw16737,4,1,8,65693,7,0.449195500281613,False,"[21535, 647, 4847, 7436, 1647, 29509, 0, 72]"
B0,KYOw16737,4,1,10,65693,9,0.3083737993393512,False,"[12988, 0, 345, 4347, 20258, 18049, 6832, 767, 2088, 19]"
B0,KYOw16737,4,1,12,65693,11,0.2975507283881083,False,"[0, 19547, 650, 1689, 1563, 24, 14389, 312, 10157, 5336, 1278, 10748]"
B0,KYOw16737,4,1,14,65693,13,0.2766961472302985,False,"[7779, 229, 15365, 1334, 48, 516, 5322, 2500, 10, 18177, 3667, 10695, 51, 0]"
B0,KYOw16744,4,1,2,108863,2,0.9447195098426463,False,"[102845, 6018]"
B0,KYOw16744,4,1,4,108863,4,0.8006852649660583,False,"[9319, 2081, 10298, 87165]"
B0,KYOw16744,4,1,6,108863,6,0.46827664128308055,False,"[47831, 5874, 503, 50978, 1372, 2305]"
B0,KYOw16744,4,1,8,108863,8,0.5461084114896705,False,"[59451, 454, 4427, 12515, 2406, 29418, 145, 47]"
B0,KYOw16744,4,1,10,108863,10,0.5086576706502669,False,"[30317, 5, 113, 8098, 55374, 5493, 5696, 933, 2792, 42]"
B0,KYOw16744,4,1,12,108863,12,0.5504808796377098,False,"[3, 59927, 743, 2322, 4673, 32, 3499, 92, 10946, 7134, 2361, 17131]"
B0,KYOw16744,4,1,14,108863,14,0.5588124523483644,False,"[12900, 41, 4700, 1913, 20, 556, 11038, 3046, 57, 60834, 5741, 6857, 1159, 1]"
B0,KYOw02702,4,2,2,62814,2,0.9734294902410291,False,"[61145, 1669]"
B0,KYOw02702,4,2,4,62814,4,0.6266596618588213,False,"[19813, 188, 3450, 39363]"
B0,KYOw02702,4,2,6,62814,6,0.7741745470754927,False,"[902, 2094, 18, 48629, 105, 11066]"
B0,KYOw02702,4,2,8,62814,7,0.46042283567357595,False,"[28921, 0, 24982, 1, 1427, 10, 604, 6869]"
B0,KYOw02702,4,2,10,62814,8,0.6095456426911198,False,"[38288, 69, 3379, 907, 0, 2, 0, 3660, 1219, 15290]"
B0,KYOw02702,4,2,12,62814,9,0.5901232209380074,False,"[37068, 11883, 5, 0, 0, 7583, 0, 1073, 2945, 181, 1170, 906]"
B0,KYOw02702,4,2,14,62814,10,0.387907154456013,False,"[418, 9079, 0, 24366, 1110, 0, 2640, 0, 0, 502, 20773, 184, 3719, 23]"
B0,KYOw02708,4,2,2,104647,2,0.9779926801532772,False,"[102344, 2303]"
B0,KYOw02708,4,2,4,104647,4,0.5273156421110973,False,"[55182, 247, 4834, 44384]"
B0,KYOw02708,4,2,6,104647,6,0.8246294685944174,False,"[7089, 3199, 18, 86295, 187, 7859]"
B0,KYOw02708,4,2,8,104647,8,0.6075090542490468,False,"[32052, 7, 63574, 541, 2894, 13, 443, 5123]"
B0,KYOw02708,4,2,10,104647,9,0.6921555324089558,False,"[72432, 112, 1363, 3890, 110, 0, 9, 15366, 1118, 10247]"
B0,KYOw02708,4,2,12,104647,12,0.7049031505919903,False,"[73766, 12061, 4, 2, 69, 5285, 15, 7609, 1430, 179, 1008, 3219]"
B0,KYOw02708,4,2,14,104647,13,0.5296664022857798,False,"[331, 5402, 34, 55428, 1544, 0, 925, 9, 7, 3117, 31220, 3439, 3164, 27]"
B0,KYOw02768,4,2,2,65892,2,0.6374370181509136,False,"[23890, 42002]"
B0,KYOw02768,4,2,4,65892,4,0.4866296363746737,False,"[3979, 19815, 32065, 10033]"
B0,KYOw02768,4,2,6,65892,6,0.42102227888059246,False,"[1275, 27742, 4960, 7393, 14519, 10003]"
B0,KYOw02768,4,2,8,65892,8,0.3779973289625448,False,"[4495, 7479, 5469, 32, 24907, 4946, 10932, 7632]"
B0,KYOw02768,4,2,10,65892,10,0.3375220057063073,False,"[3611, 7564, 95, 22240, 9, 1721, 7308, 2925, 17137, 3282]"
B0,KYOw02768,4,2,12,65892,12,0.289291568020397,False,"[3256, 40, 2789, 3388, 8, 8159, 9082, 1891, 90, 5779, 12348, 19062]"
B0,KYOw02768,4,2,14,65892,14,0.26947125599465793,False,"[6937, 5591, 6, 3980, 13037, 583, 90, 8091, 3535, 17756, 64, 849, 35, 5338]"
B0,KYOw02772,4,2,2,73211,2,0.8367595033533213,False,"[61260, 11951]"
B0,KYOw02772,4,2,4,73211,4,0.5105107156028466,False,"[18530, 6336, 10970, 37375]"
B0,KYOw02772,4,2,6,73211,6,0.34522134651896574,False,"[13002, 7410, 1009, 21481, 5035, 25274]"
B0,KYOw02772,4,2,8,73211,8,0.32058024067421564,False,"[23470, 569, 16646, 3065, 5923, 976, 6004, 16558]"
B0,KYOw02772,4,2,10,73211,10,0.35568425509827756,False,"[10274, 2830, 4022, 7355, 1176, 340, 805, 14271, 6098, 26040]"
B0,KYOw02772,4,2,12,73211,12,0.22116895002117168,False,"[8807, 16192, 483, 177, 1047, 15177, 1141, 12647, 3614, 3960, 4189, 5777]"
B0,KYOw02772,4,2,14,73211,14,0.17310240264441135,False,"[4729, 12673, 905, 8410, 3607, 203, 2323, 966, 224, 7091, 10335, 10289, 10249, 1207]"
B0,KYOw02787,4,2,2,106684,2,0.9774005474110457,False,"[104273, 2411]"
B0,KYOw02787,4,2,4,106684,4,0.6472854411158186,False,"[32333, 500, 4796, 69055]"
B0,KYOw02787,4,2,6,106684,6,0.7133590791496381,False,"[5386, 2708, 141, 76104, 285, 22060]"
B0,KYOw02787,4,2,8,106684,8,0.5156349593191106,False,"[55010, 1, 38005, 20, 1852, 115, 961, 10720]"
B0,KYOw02787,4,2,10,106684,10,0.5099921262794795,False,"[54408, 270, 4832, 1316, 5, 44, 2, 11004, 1620, 33183]"
B0,KYOw02787,4,2,12,106684,11,0.442868658842938,False,"[47247, 37561, 57, 0, 5, 7618, 1, 6009, 5007, 433, 1525, 1221]"
B0,KYOw02787,4,2,14,106684,12,0.3891773836751528,False,"[738, 7388, 5, 31254, 1351, 13, 3815, 0, 0, 920, 41519, 1781, 17754, 146]"
B0,KYOw16662,4,2,2,48925,2,0.9583035258048033,False,"[46885, 2040]"
B0,KYOw16662,4,2,4,48925,4,0.6560858456821665,False,"[12962, 877, 2987, 32099]"
B0,KYOw16662,4,2,6,48925,6,0.5202657128257537,False,"[6156, 1778, 336, 25454, 490, 14711]"
B0,KYOw16662,4,2,8,48925,8,0.5007460398569239,False,"[24499, 206, 13212, 941, 1350, 328, 613, 7776]"
B0,KYOw16662,4,2,10,48925,10,0.3582217680122637,False,"[17526, 387, 5233, 875, 117, 191, 121, 7541, 960, 15974]"
B0,KYOw16662,4,2,12,48925,12,0.4119366377107818,False,"[12759, 20154, 239, 180, 61, 1166, 119, 6139, 6067, 295, 846, 900]"
B0,KYOw16662,4,2,14,48925,14,0.31155850792028617,False,"[424, 934, 29, 8182, 848, 140, 3335, 99, 148, 620, 15243, 4239, 14452, 232]"
B0,KYOw16666,4,2,2,58338,2,0.9690939010593438,False,"[56535, 1803]"
B0,KYOw16666,4,2,4,58338,4,0.7643731358634166,False,"[10166, 326, 3254, 44592]"
B0,KYOw16666,4,2,6,58338,6,0.7982104288799753,False,"[914, 2044, 84, 46566, 205, 8525]"
B0,KYOw16666,4,2,8,58338,7,0.6185505159587233,False,"[36085, 0, 14846, 7, 1546, 78, 640, 5136]"
B0,KYOw16666,4,2,10,58338,9,0.6268127121258871,False,"[36567, 203, 1135, 1825, 0, 10, 1, 2349, 1169, 15079]"
B0,KYOw16666,4,2,12,58338,10,0.5473619253316877,False,"[31932, 12365, 19, 0, 0, 9500, 2, 1082, 609, 278, 1100, 1451]"
B0,KYOw16666,4,2,14,58338,11,0.486338235798279,False,"[453, 11797, 0, 13912, 1121, 1, 798, 0, 0, 1365, 28372, 268, 140, 111]"
B0,KYOw16700,4,2,2,55038,2,0.9853919110432792,False,"[54234, 804]"
B0,KYOw16700,4,2,4,55038,4,0.5444601911406665,False,"[23243, 147, 1682, 29966]"
B0,KYOw16700,4,2,6,55038,6,0.6551473527381082,False,"[11759, 965, 27, 36058, 96, 6133]"
B0,KYOw16700,4,2,8,55038,7,0.44015044151313637,False,"[24225, 0, 24107, 2385, 690, 19, 315, 3297]"
B0,KYOw16700,4,2,10,55038,8,0.4573385660816163,False,"[25171, 82, 984, 917, 0, 3, 0, 15454, 508, 11919]"
B0,KYOw16700,4,2,12,55038,9,0.41938297176496236,False,"[23082, 12641, 7, 0, 0, 4731, 0, 12483, 815, 127, 475, 677]"
B0,KYOw16700,4,2,14,55038,10,0.35353755587048946,False,"[238, 5634, 0, 16500, 462, 0, 782, 0, 0, 680, 19458, 8968, 2280, 36]"
B0,KYOw16737,4,2,2,65693,2,0.9158510039121368,False,"[60165, 5528]"
B0,KYOw16737,4,2,4,65693,4,0.6440412220480112,False,"[4996, 1725, 16663, 42309]"
B0,KYOw16737,4,2,6,65693,6,0.548779930890658,False,"[244, 6808, 667, 21008, 915, 36051]"
B0,KYOw16737,4,2,8,65693,7,0.45076339944895194,False,"[21411, 76, 7340, 0, 4932, 649, 1673, 29612]"
B0,KYOw16737,4,2,10,65693,9,0.3757477965688886,False,"[12196, 849, 20016, 3100, 0, 374, 26, 1555, 2893, 24684]"
B0,KYOw16737,4,2,12,65693,11,0.29164446744706435,False,"[11715, 8072, 446, 73, 0, 18879, 13, 499, 19159, 1057, 2831, 2949]"
B0,KYOw16737,4,2,14,65693,13,0.2760415873837395,False,"[1296, 18134, 0, 7703, 2702, 255, 17230, 9, 39, 2262, 7185, 53, 8298, 527]"
B0,KYOw16744,4,2,2,108863,2,0.944737881557554,False,"[102847, 6016]"
B0,KYOw16744,4,2,4,108863,4,0.8006485215362428,False,"[9269, 2090, 10343, 87161]"
B0,KYOw16744,4,2,6,108863,6,0.46530042346802863,False,"[2342, 5851, 503, 48144, 1369, 50654]"
B0,KYOw16744,4,2,8,108863,8,0.5430495209575338,False,"[59118, 51, 12359, 142, 4488, 457, 2424, 29824]"
B0,KYOw16744,4,2,10,108863,10,0.5810146698143538,False,"[22729, 1117, 8433, 5046, 3, 132, 59, 4670, 3423, 63251]"
B0,KYOw16744,4,2,12,108863,12,0.4682031544234497,False,"[21249, 19111, 208, 10, 2, 50970, 78, 2839, 5818, 1555, 2943, 4080]"
B0,KYOw16744,4,2,14,108863,14,0.5373083600488687,False,"[1865, 58493, 1, 12642, 2996, 55, 5981, 53, 16, 3778, 17141, 1174, 4079, 589]"
B0,KYOw02702,4,3,2,62814,2,0.9734931703123507,False,"[61149, 1665]"
B0,KYOw02702,4,3,4,62814,4,0.6308466265482218,False,"[39626, 3461, 19538, 189]"
B0,KYOw02702,4,3,6,62814,6,0.7419683510045532,False,"[46606, 21, 2431, 363, 156, 13237]"
B0,KYOw02702,4,3,8,62814,7,0.4559652306810584,False,"[25311, 1, 10, 1413, 28641, 6834, 604, 0]"
B0,KYOw02702,4,3,10,62814,8,0.6006145126882542,False,"[37727, 10, 2825, 1080, 3528, 0, 1679, 0, 600, 15365]"
B0,KYOw02702,4,3,12,62814,10,0.46142579679689244,False,"[4893, 1946, 0, 175, 6, 482, 0, 2197, 28984, 4783, 18435, 913]"
B0,KYOw02702,4,3,14,62814,10,0.45857611360524725,False,"[28805, 0, 2067, 442, 4508, 11, 18406, 0, 2010, 0, 1118, 5204, 0, 243]"
B0,KYOw02708,4,3,2,104647,2,0.9780404598316245,False,"[102349, 2298]"
B0,KYOw02708,4,3,4,104647,4,0.5223178877559796,False,"[44896, 4844, 54659, 248]"
B0,KYOw02708,4,3,6,104647,6,0.8320830984165815,False,"[87075, 18, 3670, 4556, 241, 9087]"
B0,KYOw02708,4,3,8,104647,8,0.6132712834577198,False,"[64177, 553, 13, 2884, 31468, 5102, 443, 7]"
B0,KYOw02708,4,3,10,104647,10,0.7117165327243017,False,"[74479, 13, 1470, 2623, 4460, 7, 9642, 83, 429, 11441]"
B0,KYOw02708,4,3,12,104647,12,0.6685810391124447,False,"[6327, 950, 2, 175, 5, 2723, 91, 10526, 69965, 3434, 9652, 797]"
B0,KYOw02708,4,3,14,104647,13,0.6686001509837836,False,"[69967, 0, 10121, 2603, 3415, 14, 9557, 3, 1016, 13, 937, 6684, 89, 228]"
B0,KYOw02768,4,3,2,65892,2,0.6370879621198324,False,"[23913, 41979]"
B0,KYOw02768,4,3,4,65892,4,0.48659928367631883,False,"[10035, 32063, 3952, 19842]"
B0,KYOw02768,4,3,6,65892,6,0.4177290111090876,False,"[7301, 5347, 27525, 894, 16262, 8563]"
B0,KYOw02768,4,3,8,65892,8,0.3777696837248831,False,"[5513, 35, 4945, 24892, 4470, 7639, 10918, 7480]"
B0,KYOw02768,4,3,10,65892,10,0.35536939233897896,False,"[3531, 4928, 204, 23416, 13953, 7400, 2165, 9, 10202, 84]"
B0,KYOw02768,4,3,12,65892,12,0.30460450434043584,False,"[39, 161, 5338, 6816, 3311, 20071, 9, 2277, 67, 4061, 7711, 16031]"
B0,KYOw02768,4,3,14,65892,14,0.28945850786134886,False,"[67, 307, 2241, 19073, 4191, 4908, 7494, 3055, 116, 8435, 10213, 36, 9, 5747]"
B0,KYOw02772,4,3,2,73211,2,0.836868776549972,False,"[61268, 11943]"
B0,KYOw02772,4,3,4,73211,4,0.5105107156028466,False,"[37375, 11002, 18491, 6343]"
B0,KYOw02772,4,3,6,73211,6,0.38710029913537586,False,"[18725, 1112, 7669, 11776, 5589, 28340]"
B0,KYOw02772,4,3,8,73211,8,0.320949037712912,False,"[16562, 3216, 976, 5907, 23497, 16481, 6003, 569]"
B0,KYOw02772,4,3,10,73211,10,0.2703692068131838,False,"[9202, 975, 2853, 5358, 14352, 561, 13181, 1085, 5850, 19794]"
B0,KYOw02772,4,3,12,73211,12,0.19005340727486306,False,"[13746, 1642, 363, 3815, 555, 4635, 1121, 13666, 6273, 13914, 8716, 4765]"
B0,KYOw02772,4,3,14,73211,14,0.19428774364508067,False,"[6228, 154, 13569, 4620, 13782, 897, 8195, 168, 1721, 1056, 3256, 14224, 1113, 4228]"
B0,KYOw02787,4,3,2,106684,2,0.9774380413182858,False,"[104277, 2407]"
B0,KYOw02787,4,3,4,106684,4,0.6504161823703648,False,"[69389, 4807, 31988, 500]"
B0,KYOw02787,4,3,6,106684,6,0.6738498743954108,False,"[71889, 152, 3192, 2970, 338, 28143]"
B0,KYOw02787,4,3,8,106684,8,0.5127010610775748,False,"[38418, 20, 115, 1852, 54697, 10620, 961, 1]"
B0,KYOw02787,4,3,10,106684,9,0.46956432079787036,False,"[50095, 115, 4375, 1335, 4770, 0, 7483, 5, 955, 37551]"
B0,KYOw02787,4,3,12,106684,12,0.4516234861834952,False,"[28203, 3055, 1, 425, 59, 556, 5, 8115, 48181, 6406, 10490, 1188]"
B0,KYOw02787,4,3,14,106684,12,0.4472929398972667,False,"[47719, 5, 7837, 536, 6054, 115, 9836, 0, 3207, 0, 1446, 29458, 5, 466]"
B0,KYOw16662,4,3,2,48925,2,0.9583852835973429,False,"[46889, 2036]"
B0,KYOw16662,4,3,4,48925,4,0.6579867143587124,False,"[32192, 2994, 12862, 877]"
B0,KYOw16662,4,3,6,48925,6,0.47881451200817576,False,"[23426, 356, 1999, 5109, 537, 17498]"
B0,KYOw16662,4,3,8,48925,8,0.4994583546244251,False,"[13329, 967, 328, 1346, 24436, 7700, 613, 206]"
B0,KYOw16662,4,3,10,48925,10,0.4062749105774144,False,"[14348, 325, 4938, 1070, 870, 209, 6623, 76, 589, 19877]"
B0,KYOw16662,4,3,12,48925,12,0.39119059785385796,False,"[19139, 3256, 168, 331, 264, 711, 90, 6658, 15155, 1483, 931, 739]"
B0,KYOw16662,4,3,14,48925,14,0.3905774144098109,False,"[14853, 113, 6587, 692, 1268, 226, 890, 136, 3775, 105, 762, 19109, 84, 325]"
B0,KYOw16666,4,3,2,58338,2,0.9691624670026397,False,"[56539, 1799]"
B0,KYOw16666,4,3,4,58338,4,0.7672186225101992,False,"[44758, 3264, 9990, 326]"
B0,KYOw16666,4,3,6,58338,6,0.7655044739278001,False,"[44658, 92, 2379, 460, 239, 10510]"
B0,KYOw16666,4,3,8,58338,7,0.6135623435839419,False,"[15181, 7, 78, 1540, 35794, 5098, 640, 0]"
B0,KYOw16666,4,3,10,58338,8,0.5776852137543282,False,"[33701, 78, 743, 1310, 5412, 0, 1439, 0, 623, 15032]"
B0,KYOw16666,4,3,12,58338,10,0.4331310638006102,False,"[629, 645, 0, 263, 22, 953, 0, 1770, 22945, 4934, 25268, 909]"
B0,KYOw16666,4,3,14,58338,10,0.43465665603894543,False,"[22685, 0, 1678, 874, 4954, 78, 25357, 0, 533, 0, 1058, 833, 0, 288]"
B0,KYOw16700,4,3,2,55038,2,0.9853919110432792,False,"[54234, 804]"
B0,KYOw16700,4,3,4,55038,4,0.5471129038119118,False,"[30112, 1689, 23090, 147]"
B0,KYOw16700,4,3,6,55038,6,0.6452269341182456,False,"[35512, 32, 1144, 10048, 115, 8187]"
B0,KYOw16700,4,3,8,55038,7,0.43980522548057704,False,"[24206, 2490, 19, 689, 24047, 3272, 315, 0]"
B0,KYOw16700,4,3,10,55038,8,0.4397507176859624,False,"[24203, 18, 817, 537, 2891, 0, 13444, 0, 313, 12815]"
B0,KYOw16700,4,3,12,55038,10,0.3436534757803699,False,"[5589, 610, 0, 119, 8, 419, 0, 14232, 18914, 2772, 11977, 398]"
B0,KYOw16700,4,3,14,55038,10,0.34189105708783024,False,"[18817, 0, 14064, 397, 2757, 20, 11551, 0, 610, 0, 446, 6225, 0, 151]"
B0,KYOw16737,4,3,2,65693,2,0.9161250057083707,False,"[60183, 5510]"
B0,KYOw16737,4,3,4,65693,4,0.6440259997259982,False,"[42308, 16733, 4925, 1727]"
B0,KYOw16737,4,3,6,65693,6,0.5513525033108551,False,"[18404, 699, 9245, 92, 1033, 36220]"
B0,KYOw16737,4,3,8,65693,7,0.44916505563758696,False,"[7437, 0, 649, 4901, 21450, 29507, 1673, 76]"
B0,KYOw16737,4,3,10,65693,9,0.27951227680270346,False,"[12517, 647, 18362, 2958, 12885, 76, 759, 0, 1634, 15855]"
B0,KYOw16737,4,3,12,65693,11,0.2888283378746594,False,"[6433, 14685, 15, 1037, 490, 1452, 0, 1170, 3445, 16034, 18974, 1958]"
B0,KYOw16737,4,3,14,65693,13,0.28369841535627843,False,"[3411, 214, 1106, 1395, 14833, 453, 18637, 32, 15475, 13, 2558, 6510, 0, 1056]"
B0,KYOw16744,4,3,2,108863,2,0.9448113684171849,False,"[102855, 6008]"
B0,KYOw16744,4,3,4,108863,4,0.8012180446983824,False,"[87223, 10384, 9166, 2090]"
B0,KYOw16744,4,3,6,108863,6,0.5378043963513774,False,"[39861, 552, 6764, 1566, 1573, 58547]"
B0,KYOw16744,4,3,8,108863,8,0.5443263551436209,False,"[12518, 147, 457, 4471, 59257, 29538, 2424, 51]"
B0,KYOw16744,4,3,10,108863,10,0.40611594389278266,False,"[22493, 455, 5018, 3654, 27183, 50, 3419, 3, 2377, 44211]"
B0,KYOw16744,4,3,12,108863,12,0.49346426242157576,False,"[8136, 3293, 25, 1491, 230, 2677, 3, 4110, 3998, 28613, 53720, 2567]"
B0,KYOw16744,4,3,14,108863,14,0.48365376666084897,False,"[3929, 33, 4022, 2523, 28763, 452, 52652, 11, 3369, 65, 2690, 8803, 3, 1548]"
B0,KYOw02709,5,1,2,40105,2,0.9127290861488593,False,"[36605, 3500]"
B0,KYOw02709,5,1,4,40105,4,0.7422017204837302,False,"[29766, 6115, 1331, 2893]"
B0,KYOw02709,5,1,6,40105,6,0.5883056975439471,False,"[1006, 217, 23594, 4927, 506, 9855]"
B0,KYOw02709,5,1,8,40105,8,0.4075052985911981,False,"[3819, 15224, 158, 514, 1460, 16343, 24, 2563]"
B0,KYOw02709,5,1,10,40105,10,0.41745418277022817,False,"[827, 8235, 88, 2, 432, 3415, 16742, 75, 9155, 1134]"
B0,KYOw02709,5,1,12,40105,11,0.4166812118189752,False,"[37, 5960, 406, 16711, 957, 4438, 289, 3913, 0, 18, 4938, 2438]"
B0,KYOw02709,5,1,14,40105,13,0.477621244233886,False,"[2092, 271, 597, 1, 3116, 2105, 1422, 3115, 0, 34, 222, 7953, 22, 19155]"
B0,KYOw02719,5,1,2,76827,2,0.9795644760305622,False,"[75257, 1570]"
B0,KYOw02719,5,1,4,76827,4,0.6839392401108985,False,"[52545, 2899, 477, 20906]"
B0,KYOw02719,5,1,6,76827,6,0.7869889491975477,False,"[507, 28, 13467, 2301, 62, 60462]"
B0,KYOw02719,5,1,8,76827,7,0.7429289182188553,False,"[1690, 57077, 7, 60, 898, 5947, 0, 11148]"
B0,KYOw02719,5,1,10,76827,8,0.6813880536790451,False,"[776, 52349, 0, 0, 35, 1713, 18274, 105, 2901, 674]"
B0,KYOw02719,5,1,12,76827,10,0.6331628203626329,False,"[0, 2111, 23, 1436, 541, 6633, 64, 16003, 0, 20, 48644, 1352]"
B0,KYOw02719,5,1,14,76827,11,0.6910200840850222,False,"[53089, 2, 266, 2, 8109, 9017, 836, 1516, 0, 0, 29, 2433, 0, 1528]"
B0,KYOw02759,5,1,2,74466,2,0.9647758708672415,False,"[71843, 2623]"
B0,KYOw02759,5,1,4,74466,4,0.5367281712459377,False,"[39968, 3973, 978, 29547]"
B0,KYOw02759,5,1,6,74466,6,0.5465447318239196,False,"[748, 11292, 18139, 3236, 352, 40699]"
B0,KYOw02759,5,1,8,74466,8,0.4902908710015309,False,"[2514, 36510, 6, 349, 1221, 8318, 5474, 20074]"
B0,KYOw02759,5,1,10,74466,9,0.4046276152875138,False,"[13176, 30131, 0, 3227, 279, 2259, 20174, 156, 4132, 932]"
B0,KYOw02759,5,1,12,74466,11,0.3821609862218999,False,"[0, 3079, 254, 2341, 778, 8571, 9662, 17044, 2394, 112, 28458, 1773]"
B0,KYOw02759,5,1,14,74466,13,0.37583595197808395,False,"[27987, 140, 484, 78, 14231, 11059, 1126, 2003, 2197, 0, 8943, 3403, 12, 2803]"
B0,KYOw02767,5,1,2,152143,2,0.9276207252387556,False,"[141131, 11012]"
B0,KYOw02767,5,1,4,152143,4,0.45940332450392063,False,"[69895, 58308, 1899, 22041]"
B0,KYOw02767,5,1,6,152143,6,0.5283976259177221,False,"[1525, 2081, 80392, 36652, 629, 30864]"
B0,KYOw02767,5,1,8,152143,7,0.5516849279953727,False,"[23398, 19745, 16, 599, 3763, 83935, 0, 20687]"
B0,KYOw02767,5,1,10,152143,9,0.40620994722070686,False,"[10753, 20493, 13, 0, 416, 30294, 25573, 463, 61802, 2336]"
B0,KYOw02767,5,1,12,152143,11,0.32675180586684893,False,"[7, 47000, 371, 4252, 1780, 49713, 3969, 19429, 0, 316, 11654, 13652]"
B0,KYOw02767,5,1,14,152143,13,0.3136917242331228,False,"[11211, 212, 1036, 318, 18550, 31679, 4176, 30036, 0, 3, 2610, 47726, 24, 4562]"
B0,KYOw02773,5,1,2,52618,2,0.9824584742863659,False,"[51695, 923]"
B0,KYOw02773,5,1,4,52618,4,0.7978828537762743,False,"[8467, 1973, 195, 41983]"
B0,KYOw02773,5,1,6,52618,6,0.6693146831882626,False,"[190, 11751, 3781, 1640, 38, 35218]"
B0,KYOw02773,5,1,8,52618,7,0.7123987988901137,False,"[1336, 7667, 0, 31, 426, 2688, 2985, 37485]"
B0,KYOw02773,5,1,10,52618,9,0.46702649283515146,False,"[24574, 22188, 0, 144, 13, 1169, 1839, 6, 2397, 288]"
B0,KYOw02773,5,1,12,52618,11,0.5606446463187502,False,"[0, 1581, 9, 3582, 219, 375, 13863, 29500, 9, 1, 2623, 856]"
B0,KYOw02773,5,1,14,52618,11,0.5562165038579954,False,"[3850, 0, 119, 2, 29267, 362, 427, 1011, 4, 0, 12078, 1582, 0, 3916]"
B0,KYOw02777,5,1,2,121687,2,0.9364845875072934,False,"[113958, 7729]"
B0,KYOw02777,5,1,4,121687,4,0.701981312712122,False,"[85422, 24568, 2982, 8715]"
B0,KYOw02777,5,1,6,121687,6,0.5744245482261868,False,"[2707, 1626, 69900, 17629, 711, 29114]"
B0,KYOw02777,5,1,8,121687,8,0.4289611873084224,False,"[12315, 45678, 410, 709, 3611, 52199, 326, 6439]"
B0,KYOw02777,5,1,10,121687,10,0.4439340274639033,False,"[2867, 21120, 219, 75, 538, 15407, 54021, 737, 23936, 2767]"
B0,KYOw02777,5,1,12,121687,12,0.4077263799748535,False,"[166, 17454, 487, 2846, 2352, 49615, 1824, 7176, 32, 595, 31207, 7933]"
B0,KYOw02777,5,1,14,121687,14,0.39098671180980715,False,"[26065, 298, 1337, 146, 5113, 47578, 3025, 15007, 23, 81, 1620, 17697, 462, 3235]"
B0,KYOw02783,5,1,2,84218,2,0.9819872236339025,False,"[82701, 1517]"
B0,KYOw02783,5,1,4,84218,4,0.5341138473960436,False,"[44982, 6837, 281, 32118]"
B0,KYOw02783,5,1,6,84218,6,0.4295518772708922,False,"[293, 11602, 31325, 4784, 38, 36176]"
B0,KYOw02783,5,1,8,84218,8,0.35267994965446814,False,"[3268, 27496, 1, 25, 792, 22793, 141, 29702]"
B0,KYOw02783,5,1,10,84218,9,0.28176874302405663,False,"[20705, 23730, 0, 4, 13, 3267, 23569, 40, 12370, 520]"
B0,KYOw02783,5,1,12,84218,10,0.22121161746894963,False,"[0, 8337, 10, 5133, 374, 17490, 14062, 18630, 0, 28, 18462, 1692]"
B0,KYOw02783,5,1,14,84218,12,0.21200930917381083,False,"[17393, 3, 151, 45, 17855, 16250, 765, 3254, 0, 0, 12155, 10648, 1, 5698]"
B0,KYOw02788,5,1,2,112294,2,0.6882825440361907,False,"[35004, 77290]"
B0,KYOw02788,5,1,4,112294,4,0.8446310577590966,False,"[2329, 94847, 15066, 52]"
B0,KYOw02788,5,1,6,112294,6,0.7682333873581848,False,"[18894, 9, 4553, 86268, 2479, 91]"
B0,KYOw02788,5,1,8,112294,8,0.6957540028852833,False,"[78129, 59, 5242, 2464, 21865, 4474, 2, 59]"
B0,KYOw02788,5,1,10,112294,9,0.43526813543021,False,"[32, 67, 3401, 0, 2056, 48878, 1, 29075, 19529, 9255]"
B0,KYOw02788,5,1,12,112294,11,0.3514168165707874,False,"[3113, 34783, 1953, 1647, 7262, 2, 17, 23, 0, 24031, 1, 39462]"
B0,KYOw02788,5,1,14,112294,12,0.46950861132384636,False,"[1, 1467, 2900, 6922, 30, 0, 23479, 52723, 0, 1343, 11, 11880, 10717, 821]"
B0,KYOw16711,5,1,2,82012,2,0.9190972052870312,False,"[75377, 6635]"
B0,KYOw16711,5,1,4,82012,4,0.5482856167390138,False,"[44966, 16831, 777, 19438]"
B0,KYOw16711,5,1,6,82012,6,0.3909184021850461,False,"[735, 8972, 32060, 14317, 229, 25699]"
B0,KYOw16711,5,1,8,82012,7,0.3485343608252451,False,"[12607, 28584, 0, 211, 2165, 19354, 458, 18633]"
B0,KYOw16711,5,1,10,82012,9,0.26479051846071305,False,"[14267, 17527, 0, 5, 153, 7738, 21716, 1293, 18097, 1216]"
B0,KYOw16711,5,1,12,82012,11,0.20968882602545968,False,"[0, 14476, 131, 17197, 830, 5190, 10669, 10136, 5, 1036, 17153, 5189]"
B0,KYOw16711,5,1,14,82012,13,0.20476271765107545,False,"[13410, 66, 383, 1588, 9881, 6935, 2679, 7576, 4, 0, 9530, 13162, 5, 16793]"
B0,KYOw02709,5,2,2,40105,2,0.9122553297593816,False,"[3519, 36586]"
