fold,repeat,k,reference,target,b1_raw_id,b0_display_id,overlap_pixels,zero_overlap,fold_valid_pixels,fold_overlap_fraction,fold_sample_ids,overlap_b0_id_1,overlap_b0_id_2,overlap_b0_id_3,overlap_b0_id_4,overlap_b0_id_5,overlap_b0_id_6,overlap_b0_id_7,overlap_b0_id_8,a0_raw_id,m00_raw_id
1,1,8,B0,M00,,7,3826,False,906428,0.5878679828954975,"[""KYOw02707"", ""KYOw02720"", ""KYOw02751"", ""KYOw02752"", ""KYOw02766"", ""KYOw02769"", ""KYOw02774"", ""KYOw02775"", ""KYOw02776"", ""KYOw16719""]",63,0,1437,0,12,0,3826,2,,7.0
1,1,8,B0,M00,,8,0,True,906428,0.5878679828954975,"[""KYOw02707"", ""KYOw02720"", ""KYOw02751"", ""KYOw02752"", ""KYOw02766"", ""KYOw02769"", ""KYOw02774"", ""KYOw02775"", ""KYOw02776"", ""KYOw16719""]",77655,0,3809,1,48838,1087,1,0,,1.0
2,1,8,B0,M00,,1,133476,False,781665,0.5722937575559862,"[""KYOw02754"", ""KYOw02762"", ""KYOw02763"", ""KYOw02764"", ""KYOw02770"", ""KYOw02771"", ""KYOw02789"", ""KYOw16714"", ""KYOw16716"", ""KYOw16750""]",133476,0,3,30299,0,600,10,0,,1.0
2,1,8,B0,M00,,2,6160,False,781665,0.5722937575559862,"[""KYOw02754"", ""KYOw02762"", ""KYOw02763"", ""KYOw02764"", ""KYOw02770"", ""KYOw02771"", ""KYOw02789"", ""KYOw16714"", ""KYOw16716"", ""KYOw16750""]",0,6160,13680,0,0,153,1699,337,,8.0
2,1,8,B0,M00,,3,27337,False,781665,0.5722937575559862,"[""KYOw02754"", ""KYOw02762"", ""KYOw02763"", ""KYOw02764"", ""KYOw02770"", ""KYOw02771"", ""KYOw02789"", ""KYOw16714"", ""KYOw16716"", ""KYOw16750""]",0,0,27337,26032,0,72170,5074,0,,6.0
2,1,8,B0,M00,,4,127135,False,781665,0.5722937575559862,"[""KYOw02754"", ""KYOw02762"", ""KYOw02763"", ""KYOw02764"", ""KYOw02770"", ""KYOw02771"", ""KYOw02789"", ""KYOw16714"", ""KYOw16716"", ""KYOw16750""]",13293,0,2129,127135,0,41429,1,0,,5.0
2,1,8,B0,M00,,5,1995,False,781665,0.5722937575559862,"[""KYOw02754"", ""KYOw02762"", ""KYOw02763"", ""KYOw02764"", ""KYOw02770"", ""KYOw02771"", ""KYOw02789"", ""KYOw16714"", ""KYOw16716"", ""KYOw16750""]",0,27,0,0,1995,0,0,6201,,3.0
2,1,8,B0,M00,,6,82055,False,781665,0.5722937575559862,"[""KYOw02754"", ""KYOw02762"", ""KYOw02763"", ""KYOw02764"", ""KYOw02770"", ""KYOw02771"", ""KYOw02789"", ""KYOw16714"", ""KYOw16716"", ""KYOw16750""]",0,3,10421,43553,0,82055,42,2,,4.0
2,1,8,B0,M00,,7,1880,False,781665,0.5722937575559862,"[""KYOw02754"", ""KYOw02762"", ""KYOw02763"", ""KYOw02764"", ""KYOw02770"", ""KYOw02771"", ""KYOw02789"", ""KYOw16714"", ""KYOw16716"", ""KYOw16750""]",0,1182,6,18,0,91,1880,153,,2.0
2,1,8,B0,M00,,8,67304,False,781665,0.5722937575559862,"[""KYOw02754"", ""KYOw02762"", ""KYOw02763"", ""KYOw02764"", ""KYOw02770"", ""KYOw02771"", ""KYOw02789"", ""KYOw16714"", ""KYOw16716"", ""KYOw16750""]",0,55377,403,0,0,13,9922,67304,,7.0
3,1,8,B0,M00,,1,204916,False,667682,0.5378338790022795,"[""KYOw02715"", ""KYOw02716"", ""KYOw02717"", ""KYOw02756"", ""KYOw02758"", ""KYOw02760"", ""KYOw02780"", ""KYOw02784"", ""KYOw02790"", ""KYOw16702""]",204916,0,50924,0,7434,1,4,0,,3.0
3,1,8,B0,M00,,2,6486,False,667682,0.5378338790022795,"[""KYOw02715"", ""KYOw02716"", ""KYOw02717"", ""KYOw02756"", ""KYOw02758"", ""KYOw02760"", ""KYOw02780"", ""KYOw02784"", ""KYOw02790"", ""KYOw16702""]",0,6486,0,0,0,467,2,3244,,8.0
3,1,8,B0,M00,,3,31635,False,667682,0.5378338790022795,"[""KYOw02715"", ""KYOw02716"", ""KYOw02717"", ""KYOw02756"", ""KYOw02758"", ""KYOw02760"", ""KYOw02780"", ""KYOw02784"", ""KYOw02790"", ""KYOw16702""]",157,0,31635,3831,0,0,4,0,,2.0
3,1,8,B0,M00,,4,0,True,667682,0.5378338790022795,"[""KYOw02715"", ""KYOw02716"", ""KYOw02717"", ""KYOw02756"", ""KYOw02758"", ""KYOw02760"", ""KYOw02780"", ""KYOw02784"", ""KYOw02790"", ""KYOw16702""]",38269,1185,2,0,65713,0,6719,0,,4.0
3,1,8,B0,M00,,5,91502,False,667682,0.5378338790022795,"[""KYOw02715"", ""KYOw02716"", ""KYOw02717"", ""KYOw02756"", ""KYOw02758"", ""KYOw02760"", ""KYOw02780"", ""KYOw02784"", ""KYOw02790"", ""KYOw16702""]",105370,1,9793,0,91502,0,191,0,,1.0
3,1,8,B0,M00,,6,1301,False,667682,0.5378338790022795,"[""KYOw02715"", ""KYOw02716"", ""KYOw02717"", ""KYOw02756"", ""KYOw02758"", ""KYOw02760"", ""KYOw02780"", ""KYOw02784"", ""KYOw02790"", ""KYOw16702""]",0,158,0,0,0,1301,378,354,,5.0
3,1,8,B0,M00,,7,23262,False,667682,0.5378338790022795,"[""KYOw02715"", ""KYOw02716"", ""KYOw02717"", ""KYOw02756"", ""KYOw02758"", ""KYOw02760"", ""KYOw02780"", ""KYOw02784"", ""KYOw02790"", ""KYOw16702""]",112,6862,0,0,7237,66,23262,0,,6.0
3,1,8,B0,M00,,8,0,True,667682,0.5378338790022795,"[""KYOw02715"", ""KYOw02716"", ""KYOw02717"", ""KYOw02756"", ""KYOw02758"", ""KYOw02760"", ""KYOw02780"", ""KYOw02784"", ""KYOw02790"", ""KYOw16702""]",0,45,0,0,3,2,52,0,,7.0
4,1,8,B0,M00,,1,165445,False,750105,0.5168716379706841,"[""KYOw02702"", ""KYOw02708"", ""KYOw02768"", ""KYOw02772"", ""KYOw02787"", ""KYOw16662"", ""KYOw16666"", ""KYOw16700"", ""KYOw16737"", ""KYOw16744""]",165445,0,2012,17765,5,74580,0,0,,2.0
4,1,8,B0,M00,,2,0,True,750105,0.5168716379706841,"[""KYOw02702"", ""KYOw02708"", ""KYOw02768"", ""KYOw02772"", ""KYOw02787"", ""KYOw16662"", ""KYOw16666"", ""KYOw16700"", ""KYOw16737"", ""KYOw16744""]",120426,0,58,71823,8,5372,0,0,,4.0
4,1,8,B0,M00,,3,33764,False,750105,0.5168716379706841,"[""KYOw02702"", ""KYOw02708"", ""KYOw02768"", ""KYOw02772"", ""KYOw02787"", ""KYOw16662"", ""KYOw16666"", ""KYOw16700"", ""KYOw16737"", ""KYOw16744""]",2,0,33764,0,4233,5656,0,78,,5.0
4,1,8,B0,M00,,4,131921,False,750105,0.5168716379706841,"[""KYOw02702"", ""KYOw02708"", ""KYOw02768"", ""KYOw02772"", ""KYOw02787"", ""KYOw16662"", ""KYOw16666"", ""KYOw16700"", ""KYOw16737"", ""KYOw16744""]",15803,0,1793,131921,0,5613,5208,0,,6.0
4,1,8,B0,M00,,5,19469,False,750105,0.5168716379706841,"[""KYOw02702"", ""KYOw02708"", ""KYOw02768"", ""KYOw02772"", ""KYOw02787"", ""KYOw16662"", ""KYOw16666"", ""KYOw16700"", ""KYOw16737"", ""KYOw16744""]",0,6833,1438,0,19469,0,1,3761,,3.0
4,1,8,B0,M00,,6,30471,False,750105,0.5168716379706841,"[""KYOw02702"", ""KYOw02708"", ""KYOw02768"", ""KYOw02772"", ""KYOw02787"", ""KYOw16662"", ""KYOw16666"", ""KYOw16700"", ""KYOw16737"", ""KYOw16744""]",6545,1,7134,0,192,30471,0,0,,8.0
4,1,8,B0,M00,,7,2156,False,750105,0.5168716379706841,"[""KYOw02702"", ""KYOw02708"", ""KYOw02768"", ""KYOw02772"", ""KYOw02787"", ""KYOw16662"", ""KYOw16666"", ""KYOw16700"", ""KYOw16737"", ""KYOw16744""]",107,0,0,1195,0,1,2156,0,,1.0
4,1,8,B0,M00,,8,4482,False,750105,0.5168716379706841,"[""KYOw02702"", ""KYOw02708"", ""KYOw02768"", ""KYOw02772"", ""KYOw02787"", ""KYOw16662"", ""KYOw16666"", ""KYOw16700"", ""KYOw16737"", ""KYOw16744""]",0,736,3620,0,398,0,0,4482,,7.0
5,1,8,B0,M00,,1,96437,False,796370,0.6424425832213669,"[""KYOw02709"", ""KYOw02719"", ""KYOw02759"", ""KYOw02767"", ""KYOw02773"", ""KYOw02777"", ""KYOw02783"", ""KYOw02788"", ""KYOw16711""]",96437,13367,0,0,3898,51757,0,175,,3.0
5,1,8,B0,M00,,2,151780,False,796370,0.6424425832213669,"[""KYOw02709"", ""KYOw02719"", ""KYOw02759"", ""KYOw02767"", ""KYOw02773"", ""KYOw02777"", ""KYOw02783"", ""KYOw02788"", ""KYOw16711""]",0,151780,0,0,0,5942,67,70222,,1.0
5,1,8,B0,M00,,3,4856,False,796370,0.6424425832213669,"[""KYOw02709"", ""KYOw02719"", ""KYOw02759"", ""KYOw02767"", ""KYOw02773"", ""KYOw02777"", ""KYOw02783"", ""KYOw02788"", ""KYOw16711""]",5658,0,4856,413,8846,4,0,0,,8.0
5,1,8,B0,M00,,4,3,False,796370,0.6424425832213669,"[""KYOw02709"", ""KYOw02719"", ""KYOw02759"", ""KYOw02767"", ""KYOw02773"", ""KYOw02777"", ""KYOw02783"", ""KYOw02788"", ""KYOw16711""]",3299,4,38,3,565,211,0,0,,5.0
5,1,8,B0,M00,,5,22850,False,796370,0.6424425832213669,"[""KYOw02709"", ""KYOw02719"", ""KYOw02759"", ""KYOw02767"", ""KYOw02773"", ""KYOw02777"", ""KYOw02783"", ""KYOw02788"", ""KYOw16711""]",2791,0,946,4546,22850,0,0,0,,4.0
5,1,8,B0,M00,,6,156846,False,796370,0.6424425832213669,"[""KYOw02709"", ""KYOw02719"", ""KYOw02759"", ""KYOw02767"", ""KYOw02773"", ""KYOw02777"", ""KYOw02783"", ""KYOw02788"", ""KYOw16711""]",30862,68474,0,0,42,156846,0,326,,2.0
5,1,8,B0,M00,,7,3544,False,796370,0.6424425832213669,"[""KYOw02709"", ""KYOw02719"", ""KYOw02759"", ""KYOw02767"", ""KYOw02773"", ""KYOw02777"", ""KYOw02783"", ""KYOw02788"", ""KYOw16711""]",0,9,0,0,0,1,3544,761,,7.0
5,1,8,B0,M00,,8,75306,False,796370,0.6424425832213669,"[""KYOw02709"", ""KYOw02719"", ""KYOw02759"", ""KYOw02767"", ""KYOw02773"", ""KYOw02777"", ""KYOw02783"", ""KYOw02788"", ""KYOw16711""]",29,4406,0,0,0,1290,5799,75306,,6.0
