point_id,pc1,pc2,cluster
0,0.35890118289223294,-0.2054142364321483,3
1,0.38946166396277215,-0.31455840169214466,3
2,0.33166451483176024,-0.23127076507484118,3
3,0.2772202341558794,-0.2016985979315301,5
4,0.3120390519100965,-0.22902768499278559,3
5,0.3157651988891321,-0.24530535006846238,5
6,0.3179145025190035,-0.2533619823610753,3
7,0.3717998032159338,-0.2722444097031031,3
8,0.2087573526951476,-0.19576617863517337,5
9,0.3340241212049006,-0.228742937842201,3
10,0.2836653404220395,-0.20491300923528144,5
11,0.2800408661397451,-0.20683518925408162,5
12,0.43779534602076,-0.2571824952744514,3
13,0.5199599568163533,-0.2742452648393411,3
14,0.48265596852928117,-0.2150272701461599,3
15,0.618821542477425,-0.2650333403283215,3
16,0.3862149089639916,-0.1891068066742887,3
17,0.18179938256720635,-0.10305680979931989,5
18,0.23832141750147867,-0.16688198829781636,5
19,0.16898929127548118,-0.11797547869775232,5
20,0.2201210932351939,-0.19453238604512657,5
21,0.2588543560524003,-0.23602203870002625,5
22,0.18114368771915965,-0.12667642008880897,5
23,0.209673687699463,-0.14940726545325383,5
24,0.1246670282349602,-0.08463423617845209,5
25,0.1743703574490952,-0.13032387686927632,5
26,0.3417473906967695,-0.19853693818031914,3
27,0.4632283945960329,-0.19184860535032744,3
28,0.6702612733811217,-0.23023122594942796,3
29,0.2847441945828894,-0.12664110225596314,8
30,0.18847527305837,-0.15569371275490018,5
31,0.18421192790863,-0.1184238827512637,5
32,0.13692862568587866,-0.023996144985073853,6
33,0.11388680668407664,-0.06139954393193692,6
34,0.12179298359481672,-0.02538260642035503,6
35,0.11274502811504003,-0.010439559338456611,6
36,0.15514344876835917,-0.06514040965524609,6
37,0.1366184344667749,-0.05562364403732997,6
38,0.156123821910159,-0.05028306563999024,6
39,0.16221289361839694,-0.06754316780854189,6
40,0.15574301123432316,-0.048884385347980536,6
41,0.19215535524726562,-0.08286733560942014,8
42,0.19136012272791791,-0.15187906984818483,5
43,0.29448112715630903,-0.09139915965569967,8
44,0.30138761080610416,-0.11817695896126701,8
45,0.44561370593116867,-0.05900061172977472,3
46,0.17549923901851064,0.0039853458519687746,8
47,0.09118078079463249,0.06623161090151138,6
48,0.15827554202297492,-0.028318765593177697,6
49,0.13763870422233698,-0.06648718578404164,6
50,0.14972436880373566,-0.08848475659546784,6
51,0.18081688629350878,-0.09393448566349777,5
52,0.16175490061242143,-0.10367828640303975,5
53,0.1794794824387263,-0.10506915246424828,5
54,0.10801138765118143,-0.029198532758501483,6
55,0.19837690532919477,-0.09212551430789961,5
56,0.13082542255236096,0.01277238624339333,6
57,0.0639645693171374,0.041475492122648616,6
58,0.09017296172808278,-0.004358018026948768,6
59,0.08673700157041708,0.006689280358588262,6
60,0.09929989282879378,0.0019390437486216106,6
61,0.06905744484719076,0.08475116428787108,6
62,0.11879176028984498,0.009263127936623955,6
63,0.26009189704829816,-0.06457305641969413,8
64,0.20790652769434376,-0.04335801670355524,8
65,0.18797467889194514,-0.052952033399038756,8
66,0.14734600441036683,0.043434294634355566,8
67,0.22913707345703957,-0.03697146440237328,8
68,0.136801731545932,0.007097596136118933,6
69,0.17063420116580869,-0.03647181827646709,6
70,0.08189501178675468,-0.002113074389635622,6
71,0.0705581695910038,0.002674269899444748,6
72,0.049138303166908454,0.0419182198180941,6
73,0.10318646052242705,-0.026132121918060608,6
74,0.0960942256108756,-0.012730662174257557,6
75,0.01664099383991674,0.10830050611791207,6
76,0.4824723529016254,-0.20398158915497516,3
77,0.16639691870150225,-0.0028909068942779836,8
78,0.10658369286388039,-0.028621566287671124,6
