component,explained_variance,explained_variance_ratio,cumulative_ratio,singular_value
PC1,0.033986793702520786,0.3522495548619719,0.3522495548619719,116.80127096803254
PC2,0.01866134993779457,0.1934119548389195,0.5456615097008914,86.54938760315005
