condition,sample_id,fold,repeat,k,valid_pixels,used_clusters,max_occupancy,single_cluster,cluster_counts
B0,KYOw02760,3,2,2,50128,2,0.9828439195659112,False,"[49268, 860]"
B0,KYOw02760,3,2,4,50128,4,0.4947135333546122,False,"[1716, 24799, 170, 23443]"
B0,KYOw02760,3,2,6,50128,6,0.5402369932971592,False,"[15400, 1029, 27081, 88, 6513, 17]"
B0,KYOw02760,3,2,8,50128,8,0.4287623683370571,False,"[3261, 14, 3901, 21493, 479, 1, 20288, 691]"
B0,KYOw02760,3,2,10,50128,10,0.392235876157038,False,"[19662, 17249, 109, 4, 1, 602, 43, 962, 1711, 9785]"
B0,KYOw02760,3,2,12,50128,11,0.2919725502713055,False,"[13896, 1208, 4, 424, 14636, 215, 2622, 0, 62, 13673, 3180, 208]"
B0,KYOw02760,3,2,14,50128,11,0.2845714969677625,False,"[251, 13934, 3554, 14153, 280, 0, 4, 0, 963, 503, 2129, 92, 0, 14265]"
B0,KYOw02780,3,2,2,56464,2,0.984131482006234,False,"[55568, 896]"
B0,KYOw02780,3,2,4,56464,4,0.693415273448569,False,"[3178, 14029, 104, 39153]"
B0,KYOw02780,3,2,6,56464,6,0.5865330121847548,False,"[3310, 1162, 33118, 49, 18805, 20]"
B0,KYOw02780,3,2,8,56464,6,0.48871847548880704,False,"[0, 18, 13537, 14098, 453, 0, 27595, 763]"
B0,KYOw02780,3,2,10,56464,8,0.4030886936809294,False,"[22760, 6644, 20, 6, 0, 608, 27, 0, 5643, 20756]"
B0,KYOw02780,3,2,12,56464,10,0.32500354207990934,False,"[15295, 3675, 10, 447, 18351, 0, 1984, 0, 4, 1916, 14650, 132]"
B0,KYOw02780,3,2,14,56464,10,0.3070983281382828,False,"[93, 2181, 14892, 15712, 0, 0, 9, 0, 4024, 532, 1623, 58, 0, 17340]"
B0,KYOw02784,3,2,2,117549,2,0.9930497069307268,False,"[116732, 817]"
B0,KYOw02784,3,2,4,117549,4,0.8180418378718662,False,"[3948, 17285, 156, 96160]"
B0,KYOw02784,3,2,6,117549,6,0.49319007392661784,False,"[8235, 1093, 57974, 73, 50136, 38]"
B0,KYOw02784,3,2,8,117549,7,0.5693965920594816,False,"[106, 30, 31971, 17468, 415, 0, 66932, 627]"
B0,KYOw02784,3,2,10,117549,9,0.5519315349343678,False,"[32798, 11292, 10, 9, 0, 468, 56, 11, 8026, 64879]"
B0,KYOw02784,3,2,12,117549,11,0.32887561782745917,False,"[14093, 4633, 13, 306, 38659, 6, 18284, 0, 3, 6992, 34388, 172]"
B0,KYOw02784,3,2,14,117549,12,0.3378676126551481,False,"[25, 7321, 39716, 14884, 7, 0, 9, 1, 4898, 403, 13617, 102, 0, 36566]"
B0,KYOw02790,3,2,2,26249,2,0.6388814811992838,False,"[16770, 9479]"
B0,KYOw02790,3,2,4,26249,4,0.6224618080688789,False,"[16339, 3, 3299, 6608]"
B0,KYOw02790,3,2,6,26249,5,0.47712293801668637,False,"[0, 9841, 712, 1429, 12524, 1743]"
B0,KYOw02790,3,2,8,26249,7,0.40462493809287975,False,"[0, 1797, 9446, 6, 2329, 420, 1630, 10621]"
B0,KYOw02790,3,2,10,26249,8,0.31418339746276047,False,"[237, 0, 6283, 1066, 198, 3545, 1308, 0, 8247, 5365]"
B0,KYOw02790,3,2,12,26249,9,0.35925178102022937,False,"[32, 5706, 1551, 4166, 39, 0, 9430, 151, 3922, 0, 0, 1252]"
B0,KYOw02790,3,2,14,26249,11,0.42119699798087545,False,"[8332, 0, 0, 17, 0, 127, 1258, 1, 1375, 2404, 11056, 1185, 284, 210]"
B0,KYOw16702,3,2,2,33939,2,0.8719761925808067,False,"[29594, 4345]"
B0,KYOw16702,3,2,4,33939,4,0.5833996287456908,False,"[6840, 5488, 1811, 19800]"
B0,KYOw16702,3,2,6,33939,6,0.520816759480244,False,"[971, 3490, 10076, 1504, 17676, 222]"
B0,KYOw16702,3,2,8,33939,8,0.4392881345944194,False,"[10, 225, 14909, 6010, 1752, 654, 7319, 3060]"
B0,KYOw16702,3,2,10,33939,9,0.39040631721618196,False,"[6212, 3155, 1691, 68, 622, 1882, 486, 0, 6573, 13250]"
B0,KYOw16702,3,2,12,33939,11,0.5007218833790035,False,"[6538, 3201, 175, 2151, 1930, 0, 16994, 520, 1089, 692, 61, 588]"
B0,KYOw16702,3,2,14,33939,13,0.49135213176581516,False,"[1605, 915, 62, 5950, 0, 259, 109, 108, 2038, 974, 16676, 397, 1210, 3636]"
B0,KYOw02715,3,3,2,65124,2,0.9652355506418525,False,"[62860, 2264]"
B0,KYOw02715,3,3,4,65124,4,0.8787850869111234,False,"[3472, 739, 57230, 3683]"
B0,KYOw02715,3,3,6,65124,6,0.6681100669492046,False,"[18619, 537, 43510, 2270, 6, 182]"
B0,KYOw02715,3,3,8,65124,7,0.7687488483508385,False,"[50064, 1354, 10704, 0, 172, 1478, 56, 1296]"
B0,KYOw02715,3,3,10,65124,8,0.5622811866592962,False,"[110, 0, 857, 37, 3583, 36618, 0, 105, 22853, 961]"
B0,KYOw02715,3,3,12,65124,10,0.4789632086481174,False,"[31192, 180, 21, 1021, 26966, 1180, 0, 4489, 18, 2, 0, 55]"
B0,KYOw02715,3,3,14,65124,11,0.5142036729930594,False,"[1037, 1259, 5, 0, 52, 15524, 434, 288, 2769, 0, 10266, 0, 33487, 3]"
B0,KYOw02716,3,3,2,62799,2,0.9578655711078202,False,"[60153, 2646]"
B0,KYOw02716,3,3,4,62799,4,0.8921638879599993,False,"[5601, 860, 56027, 311]"
B0,KYOw02716,3,3,6,62799,6,0.627955859169732,False,"[39435, 554, 19373, 3070, 103, 264]"
B0,KYOw02716,3,3,8,62799,8,0.5263937323842737,False,"[33057, 1618, 25199, 14, 249, 2414, 7, 241]"
B0,KYOw02716,3,3,10,62799,9,0.6435930508447587,False,"[150, 12, 1008, 1660, 5349, 12978, 0, 161, 40417, 1064]"
B0,KYOw02716,3,3,12,62799,10,0.676141339830252,False,"[8124, 201, 44, 1194, 42461, 1492, 12, 7820, 1313, 0, 0, 138]"
B0,KYOw02716,3,3,14,62799,11,0.5027150113855317,False,"[31570, 1414, 97, 9, 95, 270, 486, 714, 2314, 0, 799, 0, 25031, 0]"
B0,KYOw02717,3,3,2,82044,2,0.9613378187314124,False,"[78872, 3172]"
B0,KYOw02717,3,3,4,82044,4,0.7910877090341768,False,"[6445, 645, 64904, 10050]"
B0,KYOw02717,3,3,6,82044,6,0.6977841158402808,False,"[19818, 483, 57249, 4271, 64, 159]"
B0,KYOw02717,3,3,8,82044,8,0.7048413046657891,False,"[57828, 1550, 13057, 17, 152, 3638, 27, 5775]"
B0,KYOw02717,3,3,10,82044,10,0.623933499098045,False,"[877, 15, 1764, 2834, 4313, 51190, 3, 78, 20123, 847]"
B0,KYOw02717,3,3,12,82044,11,0.565172346545756,False,"[46369, 151, 13, 983, 23679, 2291, 13, 5279, 2799, 23, 0, 444]"
B0,KYOw02717,3,3,14,82044,14,0.47308761152552287,False,"[6629, 1479, 92, 9, 38, 8121, 364, 1625, 3335, 3, 21387, 142, 38814, 6]"
B0,KYOw02756,3,3,2,101107,2,0.9407855044655662,False,"[95120, 5987]"
B0,KYOw02756,3,3,4,101107,4,0.8028128616218462,False,"[9825, 2066, 81170, 8046]"
B0,KYOw02756,3,3,6,101107,6,0.5498630164083594,False,"[55595, 1482, 36229, 6485, 721, 595]"
B0,KYOw02756,3,3,8,101107,8,0.48639560070024823,False,"[49178, 3335, 36596, 6, 606, 5039, 104, 6243]"
B0,KYOw02756,3,3,10,101107,9,0.5687341133650489,False,"[2679, 0, 2709, 965, 8932, 25744, 2, 385, 57503, 2188]"
B0,KYOw02756,3,3,12,101107,11,0.5756673622993462,False,"[21337, 557, 135, 2318, 58204, 3587, 0, 12136, 760, 40, 2, 2031]"
B0,KYOw02756,3,3,14,101107,13,0.3858585458969211,False,"[5300, 2950, 883, 0, 241, 39013, 1152, 1585, 6418, 1, 11586, 33, 31926, 19]"
B0,KYOw02758,3,3,2,72279,2,0.9185378879065842,False,"[66391, 5888]"
B0,KYOw02758,3,3,4,72279,4,0.6712461434164834,False,"[11810, 1921, 48517, 10031]"
B0,KYOw02758,3,3,6,72279,6,0.5984587501210586,False,"[43256, 1619, 16172, 6649, 4118, 465]"
B0,KYOw02758,3,3,8,72279,8,0.47396892596743173,False,"[18251, 2436, 34258, 225, 408, 6535, 741, 9425]"
B0,KYOw02758,3,3,10,72279,10,0.4879840617606774,False,"[7471, 103, 3488, 7422, 6424, 10212, 629, 362, 35271, 897]"
B0,KYOw02758,3,3,12,72279,12,0.4497848614396989,False,"[8915, 392, 82, 1074, 32510, 3739, 76, 11661, 5692, 816, 429, 6893]"
B0,KYOw02758,3,3,14,72279,14,0.5205246337110364,False,"[37623, 1606, 4978, 40, 208, 873, 416, 3907, 2269, 391, 6932, 283, 11937, 816]"
B0,KYOw02760,3,3,2,50128,2,0.9825446856048515,False,"[49253, 875]"
B0,KYOw02760,3,3,4,50128,4,0.49333705713373766,False,"[1719, 170, 23509, 24730]"
B0,KYOw02760,3,3,6,50128,6,0.5248164698372167,False,"[8869, 137, 26308, 1180, 13615, 19]"
B0,KYOw02760,3,3,8,50128,8,0.4205633578040217,False,"[21082, 521, 5105, 2092, 19, 910, 4, 20395]"
B0,KYOw02760,3,3,10,50128,9,0.3888844557931695,False,"[17075, 897, 419, 390, 1452, 19494, 0, 5, 10109, 287]"
B0,KYOw02760,3,3,12,50128,11,0.37348388126396426,False,"[18722, 19, 1, 347, 11495, 612, 685, 1785, 336, 3, 0, 16123]"
B0,KYOw02760,3,3,14,50128,11,0.287922917331631,False,"[2221, 502, 13797, 245, 4, 3649, 96, 261, 985, 0, 13935, 0, 14433, 0]"
B0,KYOw02780,3,3,2,56464,2,0.9837949844148484,False,"[55549, 915]"
B0,KYOw02780,3,3,4,56464,4,0.6947966846132049,False,"[3189, 106, 39231, 13938]"
B0,KYOw02780,3,3,6,56464,6,0.5428945877018986,False,"[22540, 67, 30654, 1512, 1668, 23]"
B0,KYOw02780,3,3,8,56464,6,0.4714508359308586,False,"[26620, 502, 16555, 0, 20, 1133, 0, 11634]"
B0,KYOw02780,3,3,10,56464,8,0.3954200906772457,False,"[6385, 0, 409, 177, 5495, 22327, 0, 14, 21423, 234]"
B0,KYOw02780,3,3,12,56464,9,0.37958699348257297,False,"[21090, 16, 5, 299, 21433, 685, 0, 7728, 163, 0, 0, 5045]"
B0,KYOw02780,3,3,14,56464,10,0.30833805610654574,False,"[1710, 539, 2022, 0, 9, 15021, 59, 100, 4134, 0, 15460, 0, 17410, 0]"
B0,KYOw02784,3,3,2,117549,2,0.9928625509362053,False,"[116710, 839]"
B0,KYOw02784,3,3,4,117549,4,0.8185692774927903,False,"[3968, 157, 96222, 17202]"
B0,KYOw02784,3,3,6,117549,6,0.536805927740772,False,"[63101, 106, 46177, 1518, 6607, 40]"
B0,KYOw02784,3,3,8,117549,7,0.4905613829126577,False,"[57665, 430, 42982, 31, 36, 1182, 0, 15223]"
B0,KYOw02784,3,3,10,117549,9,0.571285166186016,False,"[11071, 10, 244, 37, 7593, 31170, 0, 17, 67154, 253]"
B0,KYOw02784,3,3,12,117549,10,0.5813150260742329,False,"[25594, 34, 1, 282, 68333, 551, 10, 12702, 31, 0, 0, 10011]"
B0,KYOw02784,3,3,14,117549,12,0.33701690358914155,False,"[14770, 408, 7128, 7, 9, 39616, 102, 27, 5059, 0, 14532, 1, 35890, 0]"
B0,KYOw02790,3,3,2,26249,2,0.6330145910320393,False,"[16616, 9633]"
B0,KYOw02790,3,3,4,26249,4,0.623795192197798,False,"[16374, 3302, 6570, 3]"
B0,KYOw02790,3,3,6,26249,5,0.4501885786125186,False,"[10626, 1577, 413, 11817, 0, 1816]"
B0,KYOw02790,3,3,8,26249,7,0.4769705512590956,False,"[1136, 2810, 7361, 0, 1775, 12520, 644, 3]"
B0,KYOw02790,3,3,10,26249,8,0.5010476589584365,False,"[0, 0, 5549, 13152, 2443, 278, 199, 1646, 1588, 1394]"
B0,KYOw02790,3,3,12,26249,10,0.46215093908339366,False,"[154, 1233, 740, 1395, 1221, 7493, 0, 1471, 12131, 233, 178, 0]"
B0,KYOw02790,3,3,14,26249,11,0.41152043887386186,False,"[10802, 2477, 0, 0, 1262, 0, 1188, 8540, 1355, 127, 16, 1, 193, 288]"
B0,KYOw16702,3,3,2,33939,2,0.8707386782168007,False,"[29552, 4387]"
B0,KYOw16702,3,3,4,33939,4,0.5826630130528301,False,"[6879, 1813, 19775, 5472]"
B0,KYOw16702,3,3,6,33939,6,0.5273284422051328,False,"[17897, 1798, 9721, 3875, 388, 260]"
B0,KYOw16702,3,3,8,33939,8,0.4488346739738943,False,"[6835, 2184, 15233, 7, 223, 3603, 702, 5152]"
B0,KYOw16702,3,3,10,33939,9,0.37658740681811487,False,"[2993, 0, 2442, 3522, 4223, 6447, 558, 188, 12781, 785]"
B0,KYOw16702,3,3,12,33939,11,0.31833583782668906,False,"[6407, 252, 33, 822, 10804, 1848, 0, 6987, 2686, 1328, 367, 2405]"
B0,KYOw16702,3,3,14,33939,13,0.49415127139868587,False,"[16771, 988, 808, 0, 111, 62, 401, 1624, 2112, 260, 6037, 108, 3435, 1222]"
B0,KYOw02702,4,1,2,62814,2,0.9733976502053683,False,"[61143, 1671]"
B0,KYOw02702,4,1,4,62814,4,0.624446779380393,False,"[19965, 186, 3439, 39224]"
B0,KYOw02702,4,1,6,62814,6,0.7730601458273634,False,"[48559, 2099, 18, 11159, 107, 872]"
B0,KYOw02702,4,1,8,62814,7,0.45684083166173145,False,"[28696, 10, 1411, 25307, 592, 6797, 1, 0]"
B0,KYOw02702,4,1,10,62814,8,0.5602572674881395,False,"[35192, 0, 1, 12981, 8761, 3218, 1697, 50, 914, 0]"
B0,KYOw02702,4,1,12,62814,10,0.510156971375808,False,"[0, 16573, 29, 728, 3215, 0, 2101, 1, 4936, 32045, 463, 2723]"
B0,KYOw02702,4,1,14,62814,10,0.40228293055688225,False,"[25269, 0, 2313, 440, 0, 18, 18127, 1053, 0, 10851, 794, 3768, 181, 0]"
B0,KYOw02708,4,1,2,104647,2,0.9779735682819384,False,"[102342, 2305]"
B0,KYOw02708,4,1,4,104647,4,0.5303544296539796,False,"[55500, 247, 4816, 44084]"
B0,KYOw02708,4,1,6,104647,6,0.825355719705295,False,"[86371, 3214, 18, 7896, 189, 6959]"
B0,KYOw02708,4,1,8,104647,8,0.6132808393933892,False,"[31489, 13, 2858, 64178, 437, 5116, 549, 7]"
B0,KYOw02708,4,1,10,104647,9,0.5219643181362104,False,"[54622, 233, 0, 37660, 5627, 2164, 3580, 83, 673, 5]"
B0,KYOw02708,4,1,12,104647,11,0.6726136439649488,False,"[105, 8314, 50, 462, 13558, 6, 1212, 0, 5160, 70387, 1943, 3450]"
B0,KYOw02708,4,1,14,104647,13,0.5401874874578344,False,"[56529, 0, 826, 339, 6, 19, 29748, 1719, 10, 5736, 3287, 3007, 3390, 31]"
B0,KYOw02768,4,1,2,65892,2,0.6375887816426881,False,"[23880, 42012]"
B0,KYOw02768,4,1,4,65892,4,0.48682692891398044,False,"[3992, 19779, 32078, 10043]"
B0,KYOw02768,4,1,6,65892,6,0.42141686395920597,False,"[7395, 27768, 4962, 9954, 14557, 1256]"
B0,KYOw02768,4,1,8,65892,8,0.37854367753293267,False,"[4469, 4935, 24943, 5512, 10774, 7793, 35, 7431]"
B0,KYOw02768,4,1,10,65892,10,0.31496995082862866,False,"[419, 11, 1468, 4250, 10375, 85, 20754, 7310, 14449, 6771]"
B0,KYOw02768,4,1,12,65892,12,0.31568323923996844,False,"[9, 6709, 6764, 9955, 2710, 6072, 342, 1092, 39, 141, 20801, 11258]"
B0,KYOw02768,4,1,14,65892,14,0.2521398652340193,False,"[3751, 446, 108, 6816, 3700, 5250, 45, 14641, 8304, 5331, 16614, 38, 842, 6]"
B0,KYOw02772,4,1,2,73211,2,0.8366912076054145,False,"[61255, 11956]"
B0,KYOw02772,4,1,4,73211,4,0.5105926705003346,False,"[18560, 6324, 10946, 37381]"
B0,KYOw02772,4,1,6,73211,6,0.3470380134132849,False,"[21368, 7423, 1010, 25407, 5048, 12955]"
B0,KYOw02772,4,1,8,73211,8,0.3218368824356996,False,"[23562, 974, 5908, 16602, 5965, 16465, 3177, 558]"
B0,KYOw02772,4,1,10,73211,10,0.25147860294218083,False,"[16661, 1451, 320, 16288, 18411, 5022, 6246, 2313, 5891, 608]"
B0,KYOw02772,4,1,12,73211,12,0.19391894660638428,False,"[1161, 10110, 1739, 5162, 14197, 534, 1682, 273, 13982, 7689, 4480, 12202]"
B0,KYOw02772,4,1,14,73211,14,0.1503872368906312,False,"[8509, 183, 1558, 4776, 234, 1126, 10148, 3943, 1004, 10983, 8591, 11010, 10241, 905]"
B0,KYOw02787,4,1,2,106684,2,0.9773911739342357,False,"[104272, 2412]"
B0,KYOw02787,4,1,4,106684,4,0.6457388174421657,False,"[32529, 499, 4766, 68890]"
B0,KYOw02787,4,1,6,106684,6,0.7124404784222563,False,"[76006, 2720, 141, 22245, 288, 5284]"
B0,KYOw02787,4,1,8,106684,7,0.513216602302126,False,"[54752, 115, 1849, 38420, 944, 10584, 20, 0]"
B0,KYOw02787,4,1,10,106684,10,0.5771718345768813,False,"[61575, 10, 39, 22105, 10712, 8552, 2227, 214, 1248, 2]"
B0,KYOw02787,4,1,12,106684,12,0.48353080124479775,False,"[5, 10978, 172, 1078, 9929, 1, 3118, 29, 25320, 51585, 492, 3977]"
B0,KYOw02787,4,1,14,106684,12,0.3904428030445053,False,"[31779, 9, 3225, 761, 0, 143, 41654, 1279, 0, 7574, 1398, 17124, 1733, 5]"
B0,KYOw16662,4,1,2,48925,2,0.9583035258048033,False,"[46885, 2040]"
B0,KYOw16662,4,1,4,48925,4,0.6553091466530404,False,"[13012, 877, 2975, 32061]"
B0,KYOw16662,4,1,6,48925,6,0.5184466019417475,False,"[25365, 1783, 336, 14828, 491, 6122]"
B0,KYOw16662,4,1,8,48925,8,0.5004190086867655,False,"[24483, 326, 1347, 13332, 602, 7666, 963, 206]"
B0,KYOw16662,4,1,10,48925,10,0.47773122125702605,False,"[23373, 330, 181, 9872, 1596, 10901, 1441, 356, 759, 116]"
B0,KYOw16662,4,1,12,48925,12,0.3763311190597854,False,"[110, 1028, 320, 600, 7190, 129, 2810, 163, 18412, 16487, 649, 1027]"
B0,KYOw16662,4,1,14,48925,14,0.3259274399591211,False,"[8299, 126, 2864, 426, 159, 234, 15946, 849, 99, 851, 684, 14155, 4204, 29]"
B0,KYOw16666,4,1,2,58338,2,0.9690939010593438,False,"[56535, 1803]"
B0,KYOw16666,4,1,4,58338,4,0.7630532414549693,False,"[10256, 326, 3241, 44515]"
B0,KYOw16666,4,1,6,58338,6,0.7972333641880078,False,"[46509, 2050, 84, 8599, 205, 891]"
B0,KYOw16666,4,1,8,58338,7,0.6140594466728376,False,"[35823, 78, 1543, 15177, 625, 5085, 7, 0]"
B0,KYOw16666,4,1,10,58338,8,0.6643354245946038,False,"[38756, 0, 6, 6120, 10151, 338, 1889, 185, 893, 0]"
B0,KYOw16666,4,1,12,58338,10,0.48188144948404127,False,"[0, 21845, 151, 709, 2205, 0, 836, 3, 266, 28112, 745, 3466]"
B0,KYOw16666,4,1,14,58338,10,0.4366622098803524,False,"[14739, 0, 666, 473, 0, 102, 25474, 1121, 0, 13620, 1811, 70, 262, 0]"
B0,KYOw16700,4,1,2,55038,2,0.9853555725135361,False,"[54232, 806]"
B0,KYOw16700,4,1,4,55038,4,0.5430066499509429,False,"[23334, 146, 1672, 29886]"
B0,KYOw16700,4,1,6,55038,6,0.6552200297975944,False,"[36062, 970, 27, 6189, 96, 11694]"
B0,KYOw16700,4,1,8,55038,7,0.44015044151313637,False,"[24068, 18, 686, 24225, 313, 3260, 2468, 0]"
B0,KYOw16700,4,1,10,55038,9,0.4812311493876958,False,"[26486, 185, 3, 20142, 5994, 829, 927, 62, 410, 0]"
B0,KYOw16700,4,1,12,55038,10,0.3876230967695047,False,"[0, 11172, 46, 346, 15177, 0, 680, 1, 4063, 21334, 291, 1928]"
B0,KYOw16700,4,1,14,55038,10,0.33564082997201933,False,"[16885, 0, 643, 247, 0, 30, 18473, 461, 0, 6403, 954, 2033, 8909, 0]"
B0,KYOw16737,4,1,2,65693,2,0.9157596699800588,False,"[60159, 5534]"
B0,KYOw16737,4,1,4,65693,4,0.6448327827926872,False,"[5030, 1722, 16580, 42361]"
B0,KYOw16737,4,1,6,65693,6,0.5496628255674121,False,"[20894, 6870, 667, 36109, 916, 237]"
B0,KYOw16737,4,1,8,65693,7,0.449195500281613,False,"[21535, 647, 4847, 7436, 1647, 29509, 0, 72]"
B0,KYOw16737,4,1,10,65693,9,0.3083737993393512,False,"[12988, 0, 345, 4347, 20258, 18049, 6832, 767, 2088, 19]"
B0,KYOw16737,4,1,12,65693,11,0.2975507283881083,False,"[0, 19547, 650, 1689, 1563, 24, 14389, 312, 10157, 5336, 1278, 10748]"
B0,KYOw16737,4,1,14,65693,13,0.2766961472302985,False,"[7779, 229, 15365, 1334, 48, 516, 5322, 2500, 10, 18177, 3667, 10695, 51, 0]"
B0,KYOw16744,4,1,2,108863,2,0.9447195098426463,False,"[102845, 6018]"
B0,KYOw16744,4,1,4,108863,4,0.8006852649660583,False,"[9319, 2081, 10298, 87165]"
B0,KYOw16744,4,1,6,108863,6,0.46827664128308055,False,"[47831, 5874, 503, 50978, 1372, 2305]"
B0,KYOw16744,4,1,8,108863,8,0.5461084114896705,False,"[59451, 454, 4427, 12515, 2406, 29418, 145, 47]"
B0,KYOw16744,4,1,10,108863,10,0.5086576706502669,False,"[30317, 5, 113, 8098, 55374, 5493, 5696, 933, 2792, 42]"
B0,KYOw16744,4,1,12,108863,12,0.5504808796377098,False,"[3, 59927, 743, 2322, 4673, 32, 3499, 92, 10946, 7134, 2361, 17131]"
B0,KYOw16744,4,1,14,108863,14,0.5588124523483644,False,"[12900, 41, 4700, 1913, 20, 556, 11038, 3046, 57, 60834, 5741, 6857, 1159, 1]"
B0,KYOw02702,4,2,2,62814,2,0.9734294902410291,False,"[61145, 1669]"
B0,KYOw02702,4,2,4,62814,4,0.6266596618588213,False,"[19813, 188, 3450, 39363]"
B0,KYOw02702,4,2,6,62814,6,0.7741745470754927,False,"[902, 2094, 18, 48629, 105, 11066]"
B0,KYOw02702,4,2,8,62814,7,0.46042283567357595,False,"[28921, 0, 24982, 1, 1427, 10, 604, 6869]"
B0,KYOw02702,4,2,10,62814,8,0.6095456426911198,False,"[38288, 69, 3379, 907, 0, 2, 0, 3660, 1219, 15290]"
B0,KYOw02702,4,2,12,62814,9,0.5901232209380074,False,"[37068, 11883, 5, 0, 0, 7583, 0, 1073, 2945, 181, 1170, 906]"
B0,KYOw02702,4,2,14,62814,10,0.387907154456013,False,"[418, 9079, 0, 24366, 1110, 0, 2640, 0, 0, 502, 20773, 184, 3719, 23]"
B0,KYOw02708,4,2,2,104647,2,0.9779926801532772,False,"[102344, 2303]"
B0,KYOw02708,4,2,4,104647,4,0.5273156421110973,False,"[55182, 247, 4834, 44384]"
B0,KYOw02708,4,2,6,104647,6,0.8246294685944174,False,"[7089, 3199, 18, 86295, 187, 7859]"
B0,KYOw02708,4,2,8,104647,8,0.6075090542490468,False,"[32052, 7, 63574, 541, 2894, 13, 443, 5123]"
B0,KYOw02708,4,2,10,104647,9,0.6921555324089558,False,"[72432, 112, 1363, 3890, 110, 0, 9, 15366, 1118, 10247]"
B0,KYOw02708,4,2,12,104647,12,0.7049031505919903,False,"[73766, 12061, 4, 2, 69, 5285, 15, 7609, 1430, 179, 1008, 3219]"
B0,KYOw02708,4,2,14,104647,13,0.5296664022857798,False,"[331, 5402, 34, 55428, 1544, 0, 925, 9, 7, 3117, 31220, 3439, 3164, 27]"
B0,KYOw02768,4,2,2,65892,2,0.6374370181509136,False,"[23890, 42002]"
B0,KYOw02768,4,2,4,65892,4,0.4866296363746737,False,"[3979, 19815, 32065, 10033]"
B0,KYOw02768,4,2,6,65892,6,0.42102227888059246,False,"[1275, 27742, 4960, 7393, 14519, 10003]"
B0,KYOw02768,4,2,8,65892,8,0.3779973289625448,False,"[4495, 7479, 5469, 32, 24907, 4946, 10932, 7632]"
B0,KYOw02768,4,2,10,65892,10,0.3375220057063073,False,"[3611, 7564, 95, 22240, 9, 1721, 7308, 2925, 17137, 3282]"
B0,KYOw02768,4,2,12,65892,12,0.289291568020397,False,"[3256, 40, 2789, 3388, 8, 8159, 9082, 1891, 90, 5779, 12348, 19062]"
B0,KYOw02768,4,2,14,65892,14,0.26947125599465793,False,"[6937, 5591, 6, 3980, 13037, 583, 90, 8091, 3535, 17756, 64, 849, 35, 5338]"
B0,KYOw02772,4,2,2,73211,2,0.8367595033533213,False,"[61260, 11951]"
B0,KYOw02772,4,2,4,73211,4,0.5105107156028466,False,"[18530, 6336, 10970, 37375]"
B0,KYOw02772,4,2,6,73211,6,0.34522134651896574,False,"[13002, 7410, 1009, 21481, 5035, 25274]"
B0,KYOw02772,4,2,8,73211,8,0.32058024067421564,False,"[23470, 569, 16646, 3065, 5923, 976, 6004, 16558]"
B0,KYOw02772,4,2,10,73211,10,0.35568425509827756,False,"[10274, 2830, 4022, 7355, 1176, 340, 805, 14271, 6098, 26040]"
B0,KYOw02772,4,2,12,73211,12,0.22116895002117168,False,"[8807, 16192, 483, 177, 1047, 15177, 1141, 12647, 3614, 3960, 4189, 5777]"
B0,KYOw02772,4,2,14,73211,14,0.17310240264441135,False,"[4729, 12673, 905, 8410, 3607, 203, 2323, 966, 224, 7091, 10335, 10289, 10249, 1207]"
B0,KYOw02787,4,2,2,106684,2,0.9774005474110457,False,"[104273, 2411]"
B0,KYOw02787,4,2,4,106684,4,0.6472854411158186,False,"[32333, 500, 4796, 69055]"
B0,KYOw02787,4,2,6,106684,6,0.7133590791496381,False,"[5386, 2708, 141, 76104, 285, 22060]"
B0,KYOw02787,4,2,8,106684,8,0.5156349593191106,False,"[55010, 1, 38005, 20, 1852, 115, 961, 10720]"
B0,KYOw02787,4,2,10,106684,10,0.5099921262794795,False,"[54408, 270, 4832, 1316, 5, 44, 2, 11004, 1620, 33183]"
B0,KYOw02787,4,2,12,106684,11,0.442868658842938,False,"[47247, 37561, 57, 0, 5, 7618, 1, 6009, 5007, 433, 1525, 1221]"
B0,KYOw02787,4,2,14,106684,12,0.3891773836751528,False,"[738, 7388, 5, 31254, 1351, 13, 3815, 0, 0, 920, 41519, 1781, 17754, 146]"
B0,KYOw16662,4,2,2,48925,2,0.9583035258048033,False,"[46885, 2040]"
B0,KYOw16662,4,2,4,48925,4,0.6560858456821665,False,"[12962, 877, 2987, 32099]"
B0,KYOw16662,4,2,6,48925,6,0.5202657128257537,False,"[6156, 1778, 336, 25454, 490, 14711]"
B0,KYOw16662,4,2,8,48925,8,0.5007460398569239,False,"[24499, 206, 13212, 941, 1350, 328, 613, 7776]"
B0,KYOw16662,4,2,10,48925,10,0.3582217680122637,False,"[17526, 387, 5233, 875, 117, 191, 121, 7541, 960, 15974]"
B0,KYOw16662,4,2,12,48925,12,0.4119366377107818,False,"[12759, 20154, 239, 180, 61, 1166, 119, 6139, 6067, 295, 846, 900]"
B0,KYOw16662,4,2,14,48925,14,0.31155850792028617,False,"[424, 934, 29, 8182, 848, 140, 3335, 99, 148, 620, 15243, 4239, 14452, 232]"
B0,KYOw16666,4,2,2,58338,2,0.9690939010593438,False,"[56535, 1803]"
B0,KYOw16666,4,2,4,58338,4,0.7643731358634166,False,"[10166, 326, 3254, 44592]"
B0,KYOw16666,4,2,6,58338,6,0.7982104288799753,False,"[914, 2044, 84, 46566, 205, 8525]"
