mode,band_index,wavelength_nm,denominator_mean,denominator_std,denominator_min,denominator_q01,denominator_q05,denominator_nonpositive_fraction,denominator_below_floor_fraction,snr_proxy,low_snr,white_max,dark_max,white_at_dtype_max_fraction,dark_at_dtype_max_fraction,retained
200,171,1991.88,9853.8875,286.74978176757173,9189.0,9280.52,9431.75,0.0,0.0,34.36406277019295,False,14184.0,4288.0,0.0,0.0,True
200,172,1998.16,9491.125,300.7919079280558,8648.0,8737.18,9049.4,0.0,0.0,31.553791009132066,False,13731.0,3965.0,0.0,0.0,True
200,173,2004.44,9169.56875,285.17994586477766,8355.0,8438.0,8670.7,0.0,0.0,32.15362399412144,False,13464.0,3945.0,0.0,0.0,True
200,174,2010.72,8853.428125,303.59629005306437,8028.0,8075.09,8320.65,0.0,0.0,29.161845566204104,False,13111.0,3879.0,0.0,0.0,True
200,175,2017.0,8593.98125,286.7014120098426,7779.0,7892.71,8087.35,0.0,0.0,29.975371205025436,False,12895.0,3825.0,0.0,0.0,True
200,176,2023.28,8318.40625,277.3050508211805,7575.0,7621.23,7813.3,0.0,0.0,29.99731243757285,False,12511.0,3812.0,0.0,0.0,True
200,177,2029.56,8086.975,244.14919746949815,7380.0,7511.57,7666.5,0.0,0.0,33.12308655452485,False,12269.0,3938.0,0.0,0.0,True
200,178,2035.84,7851.66875,215.20827766012508,7196.0,7379.71,7480.75,0.0,0.0,36.48404622428128,False,11956.0,3843.0,0.0,0.0,True
200,179,2042.12,7658.871875,191.43685109974092,7014.0,7187.47,7289.35,0.0,0.0,40.007301786475765,False,12176.0,4266.0,0.0,0.0,True
200,180,2048.4,7483.48125,200.76744855289041,6888.0,6993.0,7121.05,0.0,0.0,37.274375422609936,False,13060.0,4072.0,0.0,0.0,True
200,181,2054.68,7339.84375,182.01155687465973,6676.0,6862.99,7005.7,0.0,0.0,40.32625112401222,False,12282.0,4036.0,0.0,0.0,True
200,182,2060.96,7192.93125,168.92001146530123,6660.0,6771.23,6866.85,0.0,0.0,42.581877585756004,False,12620.0,5605.0,0.0,0.0,True
200,183,2067.24,7079.734375,154.94263476641726,6483.0,6644.57,6767.5,0.0,0.0,45.69261640395467,False,11049.0,3875.0,0.0,0.0,True
200,184,2073.52,6953.33125,152.07244251815482,6283.0,6546.99,6640.65,0.0,0.0,45.72380856689303,False,10841.0,3912.0,0.0,0.0,True
200,185,2079.8,6870.109375,164.2600945516268,6255.0,6438.22,6526.9,0.0,0.0,41.824579449762155,False,10863.0,3933.0,0.0,0.0,True
200,186,2086.07,6760.5875,175.82149639264819,6079.0,6295.27,6397.7,0.0,0.0,38.45142737781095,False,11656.0,4138.0,0.0,0.0,True
200,187,2092.35,6671.5,182.66299228360407,5994.0,6175.04,6302.9,0.0,0.0,36.52354489869375,False,11503.0,3922.0,0.0,0.0,True
200,188,2098.63,6521.36875,168.94132198321847,5953.0,6040.56,6164.5,0.0,0.0,38.60138344748925,False,11297.0,3942.0,0.0,0.0,True
200,189,2104.9,6385.853125,168.3837701583332,5880.0,5913.52,6042.65,0.0,0.0,37.924398052111975,False,10393.0,4014.0,0.0,0.0,True
200,190,2111.18,6185.85,151.5372355231545,5660.0,5784.76,5897.35,0.0,0.0,40.82066020700753,False,10227.0,4114.0,0.0,0.0,True
200,191,2117.46,6001.203125,156.7512140789805,5534.0,5572.57,5716.7,0.0,0.0,38.28489087157055,False,10002.0,3790.0,0.0,0.0,True
200,192,2123.73,5802.3125,128.3511631959368,5276.0,5477.33,5559.85,0.0,0.0,45.20654394960433,False,9758.0,4030.0,0.0,0.0,True
200,193,2130.01,5688.303125,135.64889878002833,5179.0,5374.04,5454.65,0.0,0.0,41.934016244571616,False,9800.0,4075.0,0.0,0.0,True
200,194,2136.28,5531.3125,125.5690640394759,5043.0,5247.52,5298.6,0.0,0.0,44.04996200545896,False,9632.0,4092.0,0.0,0.0,True
200,195,2142.56,5396.7875,137.82703778196063,4860.0,5050.32,5161.75,0.0,0.0,39.15623223752049,False,9394.0,3926.0,0.0,0.0,True
200,196,2148.83,5220.578125,126.33779183793096,4629.0,4867.37,5000.9,0.0,0.0,41.322379068466205,False,9097.0,3951.0,0.0,0.0,True
200,197,2155.11,5105.6375,131.47692228581408,4601.0,4735.14,4842.45,0.0,0.0,38.832955709907445,False,9246.0,4058.0,0.0,0.0,True
200,198,2161.38,4987.20625,130.4261571194118,4496.0,4606.55,4718.8,0.0,0.0,38.23777653307626,False,8874.0,3772.0,0.0,0.0,True
200,199,2167.65,4908.825,130.72131855592644,4389.0,4563.09,4653.95,0.0,0.0,37.55183205178444,False,8844.0,3812.0,0.0,0.0,True
200,200,2173.93,4810.33125,128.92523132978084,4328.0,4457.37,4524.0,0.0,0.0,37.31101507737849,False,8691.0,3779.0,0.0,0.0,True
200,201,2180.2,4737.575,125.8897359795468,4255.0,4412.52,4482.8,0.0,0.0,37.63273441744029,False,8695.0,4132.0,0.0,0.0,True
200,202,2186.47,4617.909375,115.1653481395744,4217.0,4306.28,4363.85,0.0,0.0,40.09808027848181,False,8555.0,3825.0,0.0,0.0,True
200,203,2192.74,4493.84375,120.03801725260836,4104.0,4159.13,4234.35,0.0,0.0,37.436837535754236,False,8415.0,4176.0,0.0,0.0,True
200,204,2199.01,4299.95,102.17153468554731,3959.0,4020.38,4077.8,0.0,0.0,42.085596670676296,False,8229.0,3848.0,0.0,0.0,True
200,205,2205.29,4106.10625,98.34881143632342,3741.0,3847.14,3890.8,0.0,0.0,41.75044100719492,False,8071.0,3944.0,0.0,0.0,True
200,206,2211.56,3866.046875,88.70062529505852,3573.0,3642.0,3669.9,0.0,0.0,43.58533958627384,False,7797.0,3949.0,0.0,0.0,True
200,207,2217.83,3693.559375,92.84999447824096,3379.0,3458.71,3496.7,0.0,0.0,39.77985562363745,False,7592.0,4006.0,0.0,0.0,True
200,208,2224.1,3529.2125,107.79485072929042,2440.0,3272.56,3345.0,0.0,0.0,32.74008430015847,False,7412.0,3851.0,0.0,0.0,True
200,209,2230.37,3394.334375,86.24882647525921,3136.0,3148.95,3220.0,0.0,0.0,39.35513691857173,False,7319.0,3891.0,0.0,0.0,True
200,210,2236.64,3228.1625,82.82771181042007,2970.0,2991.57,3060.6,0.0,0.0,38.974425701735306,False,12746.0,9519.0,0.0,0.0,True
200,211,2242.91,3088.09375,82.71598975371992,2809.0,2863.33,2925.65,0.0,0.0,37.3336976223643,False,7299.0,4038.0,0.0,0.0,True
200,212,2249.18,2882.296875,77.08629087090891,2312.0,2670.33,2730.9,0.0,0.0,37.390524857743465,False,6759.0,4447.0,0.0,0.0,True
200,213,2255.45,2649.55625,65.79610996052503,2425.0,2458.38,2512.55,0.0,0.0,40.2691929901264,False,6828.0,3813.0,0.0,0.0,True
200,214,2261.72,2376.19375,70.16253423970304,2136.0,2170.19,2249.3,0.0,0.0,33.86698863929211,False,6427.0,3895.0,0.0,0.0,True
200,215,2267.98,2130.784375,77.26217788063818,1873.0,1900.38,1985.45,0.0,0.0,27.57862169368054,False,6263.0,4025.0,0.0,0.0,True
200,216,2274.25,1938.9125,89.15975041323298,1630.0,1663.66,1762.85,0.0,0.0,21.746499861356803,False,6153.0,3865.0,0.0,0.0,True
200,217,2280.52,1769.59375,91.32827443315405,1451.0,1482.23,1589.6,0.0,0.0,19.37618728683197,False,5865.0,4156.0,0.0,0.0,True
200,218,2286.79,1563.534375,89.4262898613119,1250.0,1278.42,1380.95,0.0,0.0,17.484057288128728,False,5782.0,3882.0,0.0,0.0,True
200,219,2293.06,1347.36875,85.9190114202759,1033.0,1104.66,1179.1,0.0,0.0,15.681846517172811,False,5432.0,3994.0,0.0,0.0,True
200,220,2299.32,1182.6125,93.0771177236919,895.0,929.76,980.8,0.0,0.0,12.705727561425814,False,5203.0,3996.0,0.0,0.0,True
200,221,2305.59,1091.33125,100.33812970868802,764.0,811.14,875.75,0.0,0.0,10.876535701517003,False,4911.0,3773.0,0.0,0.0,True
200,222,2311.85,1049.075,109.85797934151165,718.0,760.0,816.85,0.0,0.0,9.549374622472964,True,5128.0,4093.0,0.0,0.0,False
200,223,2318.12,995.65625,111.70989475394514,636.0,702.14,763.5,0.0,0.0,8.912874299927031,True,4922.0,4117.0,0.0,0.0,False
200,224,2324.39,924.734375,110.3183521376175,601.0,642.33,698.9,0.0,0.0,8.382416498085691,True,4708.0,3855.0,0.0,0.0,False
200,225,2330.65,827.334375,102.36825713256711,546.0,566.19,613.5,0.0,0.0,8.081942568667476,True,4865.0,3945.0,0.0,0.0,False
200,226,2336.92,734.371875,89.69275240499857,491.0,511.18,560.95,0.0,0.0,8.18763897091718,True,4505.0,3790.0,0.0,0.0,False
200,227,2343.18,636.275,78.28405409149427,428.0,454.0,478.95,0.0,0.0,8.127772729505644,True,4591.0,3855.0,0.0,0.0,False
200,228,2349.45,564.534375,70.23984850752011,387.0,400.57,426.0,0.0,0.0,8.037237935380102,True,4492.0,3875.0,0.0,0.0,False
200,229,2355.71,497.51875,61.7782295670368,341.0,360.0,381.0,0.0,0.0,8.053302166261082,True,4474.0,3787.0,0.0,0.0,False
200,230,2361.97,455.825,54.320466907050786,325.0,330.57,348.95,0.0,0.0,8.39140430769798,True,4245.0,3882.0,0.0,0.0,False
200,231,2368.24,410.315625,46.260036812127325,280.0,306.0,322.0,0.0,0.0,8.869764342522629,True,4326.0,3929.0,0.0,0.0,False
200,232,2374.5,385.315625,43.5505855972038,271.0,292.0,302.0,0.0,0.0,8.847541765884559,True,4188.0,3848.0,0.0,0.0,False
200,233,2380.76,351.278125,38.94508340579559,219.0,253.19,276.95,0.0,0.0,9.019832396808159,True,4076.0,3775.0,0.0,0.0,False
200,234,2387.03,341.515625,37.966840872784964,238.0,254.57,268.95,0.0,0.0,8.995102493365284,True,4242.0,3899.0,0.0,0.0,False
200,235,2393.29,321.621875,33.75505734677954,227.0,237.57,256.95,0.0,0.0,9.528109275473513,True,4196.0,3874.0,0.0,0.0,False
200,236,2399.55,315.421875,35.18282814789589,155.0,234.19,249.0,0.0,0.0,8.965222286112745,True,4302.0,4106.0,0.0,0.0,False
200,237,2405.81,297.94375,31.50729020302286,205.0,222.19,236.0,0.0,0.0,9.456343217082038,True,4074.0,3787.0,0.0,0.0,False
200,238,2412.07,294.209375,32.885168193417755,193.0,217.0,233.9,0.0,0.0,8.946567439447659,True,4704.0,4449.0,0.0,0.0,False
200,239,2418.33,275.53125,30.731075858770385,187.0,196.19,216.0,0.0,0.0,8.965883630831518,True,4107.0,3853.0,0.0,0.0,False
200,240,2424.59,277.73125,30.565344320610883,186.0,201.19,220.0,0.0,0.0,9.08647542415253,True,4121.0,3904.0,0.0,0.0,False
200,241,2430.85,263.53125,29.49775878668581,150.0,186.76,208.0,0.0,0.0,8.93394145317031,True,4325.0,4063.0,0.0,0.0,False
200,242,2437.11,263.534375,29.373330903378577,180.0,190.76,207.0,0.0,0.0,8.971892764455898,True,4020.0,3788.0,0.0,0.0,False
200,243,2443.37,247.325,28.34509437274817,151.0,178.76,192.0,0.0,0.0,8.725495732968065,True,4118.0,3936.0,0.0,0.0,False
200,244,2449.63,247.5625,28.166067239676895,155.0,178.57,193.95,0.0,0.0,8.78938823419606,True,4114.0,3896.0,0.0,0.0,False
200,245,2455.89,232.64375,26.30383690524065,146.0,165.95,182.0,0.0,0.0,8.844479641433617,True,4049.0,3846.0,0.0,0.0,False
200,246,2462.15,232.115625,25.528092483759433,156.0,169.0,183.9,0.0,0.0,9.092556568715786,True,4259.0,4032.0,0.0,0.0,False
200,247,2468.41,218.79375,24.02800368190208,139.0,164.19,172.95,0.0,0.0,9.10578144137653,True,4289.0,4086.0,0.0,0.0,False
200,248,2474.67,217.43125,30.466605052704836,0.0,149.95,169.0,0.00625,0.00625,7.136707540070641,True,4170.0,4007.0,0.0,0.0,False
200,249,2480.93,205.359375,26.39742363582808,0.0,149.38,158.9,0.003125,0.003125,7.779523404748744,True,4032.0,3824.0,0.0,0.0,False
200,250,2487.18,206.45625,28.427176010597677,0.0,132.28,156.95,0.003125,0.003125,7.262636637667621,True,4029.0,3835.0,0.0,0.0,False
200,251,2493.44,196.915625,24.231998593994984,126.0,136.38,147.95,0.0,0.0,8.126264296201727,True,4625.0,4465.0,0.0,0.0,False
200,252,2499.7,201.8625,26.27046523664931,91.0,135.57,151.9,0.0,0.0,7.684009330690447,True,4046.0,3888.0,0.0,0.0,False
200,253,2505.95,185.125,24.852753871553148,95.0,122.38,135.9,0.0,0.0,7.448872706693867,True,4100.0,4005.0,0.0,0.0,False
200,254,2512.21,186.74375,27.344388563972316,0.0,115.38,134.9,0.003125,0.003125,6.829326227686729,True,4300.0,4117.0,0.0,0.0,False
200,255,2518.47,192.940625,25.325127830069782,0.0,127.76,144.95,0.003125,0.003125,7.618544960349793,True,3919.0,3740.0,0.0,0.0,False
