sample_id,condition,cluster,pixels,fraction,sample_pixels,valid_pixels,used_clusters,max_occupancy,single_cluster,cluster_counts
KYOw02702,A0,6,28513,0.45392746839876463,62814,62814,8,0.45392746839876463,False,"[12716, 7589, 1853, 22, 8628, 28513, 3168, 325]"
KYOw02702,A0,2,7589,0.12081701531505715,62814,62814,8,0.45392746839876463,False,"[12716, 7589, 1853, 22, 8628, 28513, 3168, 325]"
KYOw02702,A0,5,8628,0.1373579138408635,62814,62814,8,0.45392746839876463,False,"[12716, 7589, 1853, 22, 8628, 28513, 3168, 325]"
KYOw02702,A0,4,22,0.0003502403922692393,62814,62814,8,0.45392746839876463,False,"[12716, 7589, 1853, 22, 8628, 28513, 3168, 325]"
KYOw02702,A0,1,12716,0.20243894673162033,62814,62814,8,0.45392746839876463,False,"[12716, 7589, 1853, 22, 8628, 28513, 3168, 325]"
KYOw02702,A0,3,1853,0.029499793039768206,62814,62814,8,0.45392746839876463,False,"[12716, 7589, 1853, 22, 8628, 28513, 3168, 325]"
KYOw02702,A0,7,3168,0.050434616486770466,62814,62814,8,0.45392746839876463,False,"[12716, 7589, 1853, 22, 8628, 28513, 3168, 325]"
KYOw02702,A0,8,325,0.005174005794886491,62814,62814,8,0.45392746839876463,False,"[12716, 7589, 1853, 22, 8628, 28513, 3168, 325]"
KYOw02707,A0,6,89679,0.7792888301847443,115078,115078,8,0.7792888301847443,False,"[4588, 6292, 3604, 575, 1984, 89679, 8037, 319]"
KYOw02707,A0,2,6292,0.05467595891482299,115078,115078,8,0.7792888301847443,False,"[4588, 6292, 3604, 575, 1984, 89679, 8037, 319]"
KYOw02707,A0,5,1984,0.017240480369836112,115078,115078,8,0.7792888301847443,False,"[4588, 6292, 3604, 575, 1984, 89679, 8037, 319]"
KYOw02707,A0,4,575,0.004996610994282139,115078,115078,8,0.7792888301847443,False,"[4588, 6292, 3604, 575, 1984, 89679, 8037, 319]"
KYOw02707,A0,1,4588,0.039868610855246005,115078,115078,8,0.7792888301847443,False,"[4588, 6292, 3604, 575, 1984, 89679, 8037, 319]"
KYOw02707,A0,3,3604,0.031317888736335356,115078,115078,8,0.7792888301847443,False,"[4588, 6292, 3604, 575, 1984, 89679, 8037, 319]"
KYOw02707,A0,7,8037,0.06983958706268792,115078,115078,8,0.7792888301847443,False,"[4588, 6292, 3604, 575, 1984, 89679, 8037, 319]"
KYOw02707,A0,8,319,0.0027720328820452214,115078,115078,8,0.7792888301847443,False,"[4588, 6292, 3604, 575, 1984, 89679, 8037, 319]"
KYOw02708,A0,6,38839,0.37114298546542185,104647,104647,8,0.37114298546542185,False,"[8612, 6723, 4140, 95, 29555, 38839, 16533, 150]"
KYOw02708,A0,2,6723,0.06424455550565233,104647,104647,8,0.37114298546542185,False,"[8612, 6723, 4140, 95, 29555, 38839, 16533, 150]"
KYOw02708,A0,5,29555,0.2824256787103309,104647,104647,8,0.37114298546542185,False,"[8612, 6723, 4140, 95, 29555, 38839, 16533, 150]"
KYOw02708,A0,4,95,0.0009078138885969019,104647,104647,8,0.37114298546542185,False,"[8612, 6723, 4140, 95, 29555, 38839, 16533, 150]"
KYOw02708,A0,1,8612,0.08229571798522653,104647,104647,8,0.37114298546542185,False,"[8612, 6723, 4140, 95, 29555, 38839, 16533, 150]"
KYOw02708,A0,3,4140,0.03956157367148604,104647,104647,8,0.37114298546542185,False,"[8612, 6723, 4140, 95, 29555, 38839, 16533, 150]"
KYOw02708,A0,7,16533,0.15798828442286927,104647,104647,8,0.37114298546542185,False,"[8612, 6723, 4140, 95, 29555, 38839, 16533, 150]"
KYOw02708,A0,8,150,0.001433390350416161,104647,104647,8,0.37114298546542185,False,"[8612, 6723, 4140, 95, 29555, 38839, 16533, 150]"
KYOw02709,A0,6,28911,0.7208826829572372,40105,40105,8,0.7208826829572372,False,"[2309, 948, 4967, 1061, 773, 28911, 538, 598]"
KYOw02709,A0,2,948,0.02363795038025184,40105,40105,8,0.7208826829572372,False,"[2309, 948, 4967, 1061, 773, 28911, 538, 598]"
KYOw02709,A0,5,773,0.019274404687694802,40105,40105,8,0.7208826829572372,False,"[2309, 948, 4967, 1061, 773, 28911, 538, 598]"
KYOw02709,A0,4,1061,0.026455554170302955,40105,40105,8,0.7208826829572372,False,"[2309, 948, 4967, 1061, 773, 28911, 538, 598]"
KYOw02709,A0,1,2309,0.057573868594938286,40105,40105,8,0.7208826829572372,False,"[2309, 948, 4967, 1061, 773, 28911, 538, 598]"
KYOw02709,A0,3,4967,0.12384989402817603,40105,40105,8,0.7208826829572372,False,"[2309, 948, 4967, 1061, 773, 28911, 538, 598]"
KYOw02709,A0,7,538,0.013414786186261065,40105,40105,8,0.7208826829572372,False,"[2309, 948, 4967, 1061, 773, 28911, 538, 598]"
KYOw02709,A0,8,598,0.014910858995137763,40105,40105,8,0.7208826829572372,False,"[2309, 948, 4967, 1061, 773, 28911, 538, 598]"
KYOw02715,A0,6,86,0.0013205577053006573,65124,65124,8,0.554818500092132,False,"[26979, 7, 1523, 138, 36132, 86, 3, 256]"
KYOw02715,A0,2,7,0.00010748725508261163,65124,65124,8,0.554818500092132,False,"[26979, 7, 1523, 138, 36132, 86, 3, 256]"
KYOw02715,A0,5,36132,0.554818500092132,65124,65124,8,0.554818500092132,False,"[26979, 7, 1523, 138, 36132, 86, 3, 256]"
KYOw02715,A0,4,138,0.002119034457342915,65124,65124,8,0.554818500092132,False,"[26979, 7, 1523, 138, 36132, 86, 3, 256]"
KYOw02715,A0,1,26979,0.41427123641053987,65124,65124,8,0.554818500092132,False,"[26979, 7, 1523, 138, 36132, 86, 3, 256]"
KYOw02715,A0,3,1523,0.02338615564154536,65124,65124,8,0.554818500092132,False,"[26979, 7, 1523, 138, 36132, 86, 3, 256]"
KYOw02715,A0,7,3,4.6065966463976415e-05,65124,65124,8,0.554818500092132,False,"[26979, 7, 1523, 138, 36132, 86, 3, 256]"
KYOw02715,A0,8,256,0.003930962471592654,65124,65124,8,0.554818500092132,False,"[26979, 7, 1523, 138, 36132, 86, 3, 256]"
KYOw02716,A0,6,53284,0.8484848484848485,62799,62799,8,0.8484848484848485,False,"[4173, 725, 3203, 72, 792, 53284, 170, 380]"
KYOw02716,A0,2,725,0.011544769821175497,62799,62799,8,0.8484848484848485,False,"[4173, 725, 3203, 72, 792, 53284, 170, 380]"
KYOw02716,A0,5,792,0.012611665790856543,62799,62799,8,0.8484848484848485,False,"[4173, 725, 3203, 72, 792, 53284, 170, 380]"
KYOw02716,A0,4,72,0.0011465150718960493,62799,62799,8,0.8484848484848485,False,"[4173, 725, 3203, 72, 792, 53284, 170, 380]"
KYOw02716,A0,1,4173,0.06645010270864185,62799,62799,8,0.8484848484848485,False,"[4173, 725, 3203, 72, 792, 53284, 170, 380]"
KYOw02716,A0,3,3203,0.051003996878931195,62799,62799,8,0.8484848484848485,False,"[4173, 725, 3203, 72, 792, 53284, 170, 380]"
KYOw02716,A0,7,170,0.0027070494753101164,62799,62799,8,0.8484848484848485,False,"[4173, 725, 3203, 72, 792, 53284, 170, 380]"
KYOw02716,A0,8,380,0.00605105176834026,62799,62799,8,0.8484848484848485,False,"[4173, 725, 3203, 72, 792, 53284, 170, 380]"
KYOw02717,A0,6,4619,0.056299059041489935,82044,82044,8,0.6534664326458973,False,"[18433, 455, 2875, 126, 53613, 4619, 1383, 540]"
KYOw02717,A0,2,455,0.005545804690166252,82044,82044,8,0.6534664326458973,False,"[18433, 455, 2875, 126, 53613, 4619, 1383, 540]"
KYOw02717,A0,5,53613,0.6534664326458973,82044,82044,8,0.6534664326458973,False,"[18433, 455, 2875, 126, 53613, 4619, 1383, 540]"
KYOw02717,A0,4,126,0.00153576129881527,82044,82044,8,0.6534664326458973,False,"[18433, 455, 2875, 126, 53613, 4619, 1383, 540]"
KYOw02717,A0,1,18433,0.22467212715128468,82044,82044,8,0.6534664326458973,False,"[18433, 455, 2875, 126, 53613, 4619, 1383, 540]"
KYOw02717,A0,3,2875,0.035042172492808735,82044,82044,8,0.6534664326458973,False,"[18433, 455, 2875, 126, 53613, 4619, 1383, 540]"
KYOw02717,A0,7,1383,0.01685680854175808,82044,82044,8,0.6534664326458973,False,"[18433, 455, 2875, 126, 53613, 4619, 1383, 540]"
KYOw02717,A0,8,540,0.006581834137779728,82044,82044,8,0.6534664326458973,False,"[18433, 455, 2875, 126, 53613, 4619, 1383, 540]"
KYOw02719,A0,6,4317,0.05619118278730134,76827,76827,8,0.5984224296145886,False,"[23684, 386, 1961, 176, 45975, 4317, 283, 45]"
KYOw02719,A0,2,386,0.0050242753198745235,76827,76827,8,0.5984224296145886,False,"[23684, 386, 1961, 176, 45975, 4317, 283, 45]"
KYOw02719,A0,5,45975,0.5984224296145886,76827,76827,8,0.5984224296145886,False,"[23684, 386, 1961, 176, 45975, 4317, 283, 45]"
KYOw02719,A0,4,176,0.0022908612857458965,76827,76827,8,0.5984224296145886,False,"[23684, 386, 1961, 176, 45975, 4317, 283, 45]"
KYOw02719,A0,1,23684,0.3082770380204876,76827,76827,8,0.5984224296145886,False,"[23684, 386, 1961, 176, 45975, 4317, 283, 45]"
KYOw02719,A0,3,1961,0.025524880575839223,76827,76827,8,0.5984224296145886,False,"[23684, 386, 1961, 176, 45975, 4317, 283, 45]"
KYOw02719,A0,7,283,0.0036836008174209586,76827,76827,8,0.5984224296145886,False,"[23684, 386, 1961, 176, 45975, 4317, 283, 45]"
KYOw02719,A0,8,45,0.0005857315787418485,76827,76827,8,0.5984224296145886,False,"[23684, 386, 1961, 176, 45975, 4317, 283, 45]"
KYOw02720,A0,6,4943,0.03768277250064799,131174,131174,8,0.4400262247091649,False,"[50640, 9950, 1653, 36, 57720, 4943, 6161, 71]"
KYOw02720,A0,2,9950,0.07585344656715508,131174,131174,8,0.4400262247091649,False,"[50640, 9950, 1653, 36, 57720, 4943, 6161, 71]"
KYOw02720,A0,5,57720,0.4400262247091649,131174,131174,8,0.4400262247091649,False,"[50640, 9950, 1653, 36, 57720, 4943, 6161, 71]"
KYOw02720,A0,4,36,0.000274444630795737,131174,131174,8,0.4400262247091649,False,"[50640, 9950, 1653, 36, 57720, 4943, 6161, 71]"
KYOw02720,A0,1,50640,0.3860521139860033,131174,131174,8,0.4400262247091649,False,"[50640, 9950, 1653, 36, 57720, 4943, 6161, 71]"
KYOw02720,A0,3,1653,0.012601582630704256,131174,131174,8,0.4400262247091649,False,"[50640, 9950, 1653, 36, 57720, 4943, 6161, 71]"
KYOw02720,A0,7,6161,0.046968149175903764,131174,131174,8,0.4400262247091649,False,"[50640, 9950, 1653, 36, 57720, 4943, 6161, 71]"
KYOw02720,A0,8,71,0.0005412657996249257,131174,131174,8,0.4400262247091649,False,"[50640, 9950, 1653, 36, 57720, 4943, 6161, 71]"
KYOw02751,A0,6,2029,0.02838993129888483,71469,71469,8,0.4423176482111125,False,"[31612, 205, 5615, 829, 30367, 2029, 25, 787]"
KYOw02751,A0,2,205,0.0028683764989016216,71469,71469,8,0.4423176482111125,False,"[31612, 205, 5615, 829, 30367, 2029, 25, 787]"
KYOw02751,A0,5,30367,0.42489750801046605,71469,71469,8,0.4423176482111125,False,"[31612, 205, 5615, 829, 30367, 2029, 25, 787]"
KYOw02751,A0,4,829,0.01159943471994851,71469,71469,8,0.4423176482111125,False,"[31612, 205, 5615, 829, 30367, 2029, 25, 787]"
KYOw02751,A0,1,31612,0.4423176482111125,71469,71469,8,0.4423176482111125,False,"[31612, 205, 5615, 829, 30367, 2029, 25, 787]"
KYOw02751,A0,3,5615,0.07856553190893954,71469,71469,8,0.4423176482111125,False,"[31612, 205, 5615, 829, 30367, 2029, 25, 787]"
KYOw02751,A0,7,25,0.00034980201206117337,71469,71469,8,0.4423176482111125,False,"[31612, 205, 5615, 829, 30367, 2029, 25, 787]"
KYOw02751,A0,8,787,0.011011767339685738,71469,71469,8,0.4423176482111125,False,"[31612, 205, 5615, 829, 30367, 2029, 25, 787]"
KYOw02752,A0,6,45402,0.3874122174532609,117193,117193,8,0.3874122174532609,False,"[29410, 6230, 5009, 379, 26275, 45402, 3886, 602]"
KYOw02752,A0,2,6230,0.05316017168260903,117193,117193,8,0.3874122174532609,False,"[29410, 6230, 5009, 379, 26275, 45402, 3886, 602]"
KYOw02752,A0,5,26275,0.2242028107480822,117193,117193,8,0.3874122174532609,False,"[29410, 6230, 5009, 379, 26275, 45402, 3886, 602]"
KYOw02752,A0,4,379,0.0032339815517991688,117193,117193,8,0.3874122174532609,False,"[29410, 6230, 5009, 379, 26275, 45402, 3886, 602]"
KYOw02752,A0,1,29410,0.2509535552464738,117193,117193,8,0.3874122174532609,False,"[29410, 6230, 5009, 379, 26275, 45402, 3886, 602]"
KYOw02752,A0,3,5009,0.04274146066744601,117193,117193,8,0.3874122174532609,False,"[29410, 6230, 5009, 379, 26275, 45402, 3886, 602]"
KYOw02752,A0,7,3886,0.03315897707200942,117193,117193,8,0.3874122174532609,False,"[29410, 6230, 5009, 379, 26275, 45402, 3886, 602]"
KYOw02752,A0,8,602,0.0051368255783195245,117193,117193,8,0.3874122174532609,False,"[29410, 6230, 5009, 379, 26275, 45402, 3886, 602]"
KYOw02754,A0,6,8395,0.17770204479065238,47242,47242,8,0.5323864357986537,False,"[9751, 113, 3104, 491, 25151, 8395, 40, 197]"
KYOw02754,A0,2,113,0.002391939375979002,47242,47242,8,0.5323864357986537,False,"[9751, 113, 3104, 491, 25151, 8395, 40, 197]"
KYOw02754,A0,5,25151,0.5323864357986537,47242,47242,8,0.5323864357986537,False,"[9751, 113, 3104, 491, 25151, 8395, 40, 197]"
KYOw02754,A0,4,491,0.01039329410270522,47242,47242,8,0.5323864357986537,False,"[9751, 113, 3104, 491, 25151, 8395, 40, 197]"
KYOw02754,A0,1,9751,0.20640531730240042,47242,47242,8,0.5323864357986537,False,"[9751, 113, 3104, 491, 25151, 8395, 40, 197]"
KYOw02754,A0,3,3104,0.0657042462215825,47242,47242,8,0.5323864357986537,False,"[9751, 113, 3104, 491, 25151, 8395, 40, 197]"
KYOw02754,A0,7,40,0.0008467042038863723,47242,47242,8,0.5323864357986537,False,"[9751, 113, 3104, 491, 25151, 8395, 40, 197]"
KYOw02754,A0,8,197,0.004170018204140384,47242,47242,8,0.5323864357986537,False,"[9751, 113, 3104, 491, 25151, 8395, 40, 197]"
KYOw02756,A0,6,8401,0.08309019157921806,101107,101107,8,0.4804118409210045,False,"[31196, 3021, 4828, 599, 48573, 8401, 3769, 720]"
KYOw02756,A0,2,3021,0.029879236848091625,101107,101107,8,0.4804118409210045,False,"[31196, 3021, 4828, 599, 48573, 8401, 3769, 720]"
KYOw02756,A0,5,48573,0.4804118409210045,101107,101107,8,0.4804118409210045,False,"[31196, 3021, 4828, 599, 48573, 8401, 3769, 720]"
KYOw02756,A0,4,599,0.005924416707052924,101107,101107,8,0.4804118409210045,False,"[31196, 3021, 4828, 599, 48573, 8401, 3769, 720]"
KYOw02756,A0,1,31196,0.30854441334427885,101107,101107,8,0.4804118409210045,False,"[31196, 3021, 4828, 599, 48573, 8401, 3769, 720]"
KYOw02756,A0,3,4828,0.047751392089568474,101107,101107,8,0.4804118409210045,False,"[31196, 3021, 4828, 599, 48573, 8401, 3769, 720]"
KYOw02756,A0,7,3769,0.03727733984788392,101107,101107,8,0.4804118409210045,False,"[31196, 3021, 4828, 599, 48573, 8401, 3769, 720]"
KYOw02756,A0,8,720,0.007121168662901679,101107,101107,8,0.4804118409210045,False,"[31196, 3021, 4828, 599, 48573, 8401, 3769, 720]"
KYOw02758,A0,6,34344,0.47515875980575273,72279,72279,8,0.47515875980575273,False,"[9540, 3327, 4460, 1283, 7732, 34344, 8563, 3030]"
KYOw02758,A0,2,3327,0.04602996721039306,72279,72279,8,0.47515875980575273,False,"[9540, 3327, 4460, 1283, 7732, 34344, 8563, 3030]"
KYOw02758,A0,5,7732,0.10697436323136734,72279,72279,8,0.47515875980575273,False,"[9540, 3327, 4460, 1283, 7732, 34344, 8563, 3030]"
