sample_id,condition,cluster,pixels,pseudoabsorbance_pixels,pseudoabsorbance_excluded_pixels,pseudoabsorbance_defined
KYOw02702,A0,6,28513,28513,0,True
KYOw02702,A0,2,7589,7589,0,True
KYOw02702,A0,5,8628,8628,0,True
KYOw02702,A0,4,22,22,0,True
KYOw02702,A0,1,12716,12716,0,True
KYOw02702,A0,3,1853,1853,0,True
KYOw02702,A0,7,3168,3168,0,True
KYOw02702,A0,8,325,325,0,True
KYOw02707,A0,6,89679,89679,0,True
KYOw02707,A0,2,6292,6292,0,True
KYOw02707,A0,5,1984,1984,0,True
KYOw02707,A0,4,575,575,0,True
KYOw02707,A0,1,4588,4588,0,True
KYOw02707,A0,3,3604,3604,0,True
KYOw02707,A0,7,8037,8037,0,True
KYOw02707,A0,8,319,319,0,True
KYOw02708,A0,6,38839,38839,0,True
KYOw02708,A0,2,6723,6723,0,True
KYOw02708,A0,5,29555,29555,0,True
KYOw02708,A0,4,95,95,0,True
KYOw02708,A0,1,8612,8612,0,True
KYOw02708,A0,3,4140,4140,0,True
KYOw02708,A0,7,16533,16533,0,True
KYOw02708,A0,8,150,150,0,True
KYOw02709,A0,6,28911,28911,0,True
KYOw02709,A0,2,948,948,0,True
KYOw02709,A0,5,773,773,0,True
KYOw02709,A0,4,1061,1061,0,True
KYOw02709,A0,1,2309,2309,0,True
KYOw02709,A0,3,4967,4967,0,True
KYOw02709,A0,7,538,538,0,True
KYOw02709,A0,8,598,598,0,True
KYOw02715,A0,6,86,86,0,True
KYOw02715,A0,2,7,7,0,True
KYOw02715,A0,5,36132,36132,0,True
KYOw02715,A0,4,138,138,0,True
KYOw02715,A0,1,26979,26979,0,True
KYOw02715,A0,3,1523,1523,0,True
KYOw02715,A0,7,3,3,0,True
KYOw02715,A0,8,256,256,0,True
KYOw02716,A0,6,53284,53284,0,True
KYOw02716,A0,2,725,725,0,True
KYOw02716,A0,5,792,792,0,True
KYOw02716,A0,4,72,72,0,True
KYOw02716,A0,1,4173,4173,0,True
KYOw02716,A0,3,3203,3203,0,True
KYOw02716,A0,7,170,170,0,True
KYOw02716,A0,8,380,380,0,True
KYOw02717,A0,6,4619,4619,0,True
KYOw02717,A0,2,455,455,0,True
KYOw02717,A0,5,53613,53613,0,True
KYOw02717,A0,4,126,126,0,True
KYOw02717,A0,1,18433,18433,0,True
KYOw02717,A0,3,2875,2875,0,True
KYOw02717,A0,7,1383,1383,0,True
KYOw02717,A0,8,540,540,0,True
KYOw02719,A0,6,4317,4317,0,True
KYOw02719,A0,2,386,386,0,True
KYOw02719,A0,5,45975,45975,0,True
KYOw02719,A0,4,176,176,0,True
KYOw02719,A0,1,23684,23684,0,True
KYOw02719,A0,3,1961,1961,0,True
KYOw02719,A0,7,283,283,0,True
KYOw02719,A0,8,45,45,0,True
KYOw02720,A0,6,4943,4943,0,True
KYOw02720,A0,2,9950,9950,0,True
KYOw02720,A0,5,57720,57720,0,True
KYOw02720,A0,4,36,36,0,True
KYOw02720,A0,1,50640,50640,0,True
KYOw02720,A0,3,1653,1653,0,True
KYOw02720,A0,7,6161,6161,0,True
KYOw02720,A0,8,71,71,0,True
KYOw02751,A0,6,2029,2029,0,True
KYOw02751,A0,2,205,205,0,True
KYOw02751,A0,5,30367,30367,0,True
KYOw02751,A0,4,829,829,0,True
KYOw02751,A0,1,31612,31612,0,True
KYOw02751,A0,3,5615,5615,0,True
KYOw02751,A0,7,25,25,0,True
KYOw02751,A0,8,787,787,0,True
KYOw02752,A0,6,45402,45401,1,True
KYOw02752,A0,2,6230,6230,0,True
KYOw02752,A0,5,26275,26275,0,True
KYOw02752,A0,4,379,379,0,True
KYOw02752,A0,1,29410,29410,0,True
KYOw02752,A0,3,5009,5009,0,True
KYOw02752,A0,7,3886,3886,0,True
KYOw02752,A0,8,602,602,0,True
KYOw02754,A0,6,8395,8395,0,True
KYOw02754,A0,2,113,113,0,True
KYOw02754,A0,5,25151,25151,0,True
KYOw02754,A0,4,491,491,0,True
KYOw02754,A0,1,9751,9751,0,True
KYOw02754,A0,3,3104,3104,0,True
KYOw02754,A0,7,40,40,0,True
KYOw02754,A0,8,197,197,0,True
KYOw02756,A0,6,8401,8401,0,True
KYOw02756,A0,2,3021,3021,0,True
KYOw02756,A0,5,48573,48573,0,True
KYOw02756,A0,4,599,599,0,True
KYOw02756,A0,1,31196,31196,0,True
KYOw02756,A0,3,4828,4828,0,True
KYOw02756,A0,7,3769,3769,0,True
KYOw02756,A0,8,720,720,0,True
KYOw02758,A0,6,34344,34344,0,True
KYOw02758,A0,2,3327,3327,0,True
KYOw02758,A0,5,7732,7732,0,True
KYOw02758,A0,4,1283,1283,0,True
KYOw02758,A0,1,9540,9540,0,True
KYOw02758,A0,3,4460,4460,0,True
KYOw02758,A0,7,8563,8563,0,True
KYOw02758,A0,8,3030,3030,0,True
KYOw02759,A0,6,11261,11261,0,True
KYOw02759,A0,2,13733,13733,0,True
KYOw02759,A0,5,24693,24693,0,True
KYOw02759,A0,4,654,654,0,True
KYOw02759,A0,1,15522,15522,0,True
KYOw02759,A0,3,3115,3115,0,True
KYOw02759,A0,7,4998,4998,0,True
KYOw02759,A0,8,490,490,0,True
KYOw02760,A0,6,12032,12032,0,True
KYOw02760,A0,2,13406,13406,0,True
