condition,original_cluster,display_cluster,snv_cosine_similarity,best_other_target_snv_cosine_similarity,assigned_minus_best_other,iou,overlap_pixels,common_pixels,condition_overlap_pixels,condition_overlap_fraction
A0,1,6,0.999914109769281,0.9997505209120859,0.00016358885719502947,0.4910384336989404,540678,3902250,1759527,0.45090063424947147
A0,2,2,0.98728727244735,0.9861856792582713,0.0011015931890787645,0.1971734068993254,62753,3902250,1759527,0.45090063424947147
A0,3,5,0.9958486076664647,0.9956596602842313,0.00018894738223340646,0.12503646975768964,165425,3902250,1759527,0.45090063424947147
A0,4,4,0.9862858633491309,0.9539455685252294,0.03234029482390155,0.46739062629959244,89911,3902250,1759527,0.45090063424947147
A0,5,1,0.9995369796388305,0.9992063972157016,0.00033058242312888897,0.29073685274172545,517907,3902250,1759527,0.45090063424947147
A0,6,3,0.9776376641017608,0.9919138246403003,-0.014276160538539528,0.11528584867549388,40809,3902250,1759527,0.45090063424947147
A0,7,7,0.9999634210336616,0.9998262121237289,0.00013720890993274004,0.47238563061379346,294463,3902250,1759527,0.45090063424947147
A0,8,8,0.9996987900123855,0.9986527667800464,0.001046023232339044,0.13534901847000225,47581,3902250,1759527,0.45090063424947147
