condition,reference_cluster,original_target_cluster,display_target_cluster,snv_cosine_similarity,iou,pixel_count,assigned
A0,1,1,6,0.9992063972157016,0.050642491012175106,100577,False
A0,2,1,6,0.9685035444448634,0.011072112617585176,9388,False
A0,3,1,6,0.916382982875568,0.0,0,False
A0,4,1,6,0.8834424416937413,0.0,0,False
A0,5,1,6,0.9936452420396779,0.01592727209965881,20302,False
A0,6,1,6,0.999914109769281,0.4910384336989404,540678,True
A0,7,1,6,0.9953720350682547,0.06716670119798736,85260,False
A0,8,1,6,0.9868264508360911,0.01242408040649437,12920,False
A0,1,2,2,0.9960831600426521,0.020955101735459277,33052,False
A0,2,2,2,0.98728727244735,0.1971734068993254,62753,True
A0,3,2,2,0.8675350469683649,0.0,0,False
A0,4,2,2,0.831899352963303,1.3861839050186789e-05,6,False
A0,5,2,2,0.9760706685526335,4.5195476543547675e-05,37,False
A0,6,2,2,0.9928590546045724,0.03261757477278889,36815,False
A0,7,2,2,0.9998262121237289,0.22305132418056756,160191,False
A0,8,2,2,0.96381906038706,5.203229471091725e-06,3,False
A0,1,3,5,0.9989895303775924,0.39896050380776377,650237,False
A0,2,3,5,0.9651876768727705,0.00011421696654965773,120,False
A0,3,3,5,0.9233955204175783,0.0005204775071886793,547,False
A0,4,3,5,0.8888121225685589,3.627851377812605e-06,4,False
A0,5,3,5,0.9958486076664647,0.12503646975768964,165425,True
A0,6,3,5,0.999702372747153,0.08095196304387392,137440,False
A0,7,3,5,0.9931418780499544,0.0050052032041090705,7710,False
A0,8,3,5,0.9884118025404445,0.0008914273599133951,1110,False
A0,1,4,4,0.8467682850510883,0.0,0,False
A0,2,4,4,0.7257437261059132,0.0,0,False
A0,3,4,4,0.9919138246403003,0.23429892372085076,43887,False
A0,4,4,4,0.9862858633491309,0.46739062629959244,89911,True
A0,5,4,4,0.9078030527947323,0.0,0,False
A0,6,4,4,0.8647752554112171,0.0,0,False
A0,7,4,4,0.8086976624275188,4.25958750704206e-05,31,False
A0,8,4,4,0.9288043708828493,0.020256741869042486,8458,False
A0,1,5,1,0.9995369796388305,0.29073685274172545,517907,True
A0,2,5,1,0.9689104874278027,6.542380136586205e-06,7,False
A0,3,5,1,0.9164572228857053,0.00033633952353769384,360,False
A0,4,5,1,0.8809016107034435,1.248024332908708e-05,14,False
A0,5,5,1,0.9941760485729814,0.2431322849396756,294865,False
A0,6,5,1,0.9997505209120859,0.07683682351431406,132322,False
A0,7,5,1,0.9949571785481384,0.02320861179859234,35550,False
A0,8,5,1,0.9858495284107529,0.0006088227108266073,770,False
A0,1,6,3,0.973340097871039,0.00016388554135214197,266,False
A0,2,6,3,0.9045320850009877,6.598800541101645e-05,26,False
A0,3,6,3,0.9776376641017608,0.11528584867549388,40809,True
A0,4,6,3,0.9539455685252294,0.009783716453402785,4320,False
A0,5,6,3,0.9941471843623514,0.044233965940649746,35232,False
A0,6,6,3,0.9812075419527415,0.011500941532303055,13400,False
A0,7,6,3,0.9560664736657309,0.0004680266000729538,417,False
A0,8,6,3,0.9986527667800464,0.5590127478641179,211408,False
A0,1,7,7,0.9963284600742011,0.009433685194657713,15418,False
A0,2,7,7,0.9861856792582713,0.03921195464117292,15865,False
A0,3,7,7,0.8710997378040526,0.0,0,False
A0,4,7,7,0.8379722865767163,0.00017153276169864023,81,False
A0,5,7,7,0.9770733954898353,9.322488172093132e-06,8,False
A0,6,7,7,0.9935241907965272,0.0041718752604296885,5006,False
A0,7,7,7,0.9999634210336616,0.47238563061379346,294463,True
A0,8,7,7,0.9662809584844836,0.002377341543107825,1461,False
A0,1,8,8,0.9785042348612505,1.0468500282649507e-05,15,False
A0,2,8,8,0.9145749187773727,0.0,0,False
A0,3,8,8,0.9705133244282913,0.016461376208858996,3309,False
A0,4,8,8,0.9468408858236484,0.21766969091628566,45656,False
A0,5,8,8,0.9956596602842313,0.015804347343976226,9977,False
A0,6,8,8,0.9859885816286382,0.00711770977520554,6983,False
A0,7,8,8,0.963708486790378,0.0027065883682505167,1892,False
A0,8,8,8,0.9996987900123855,0.13534901847000225,47581,True
