condition,contrast,cluster,kind,wavelength_nm,difference,aggregation
A0,A0-M00,1,reflectance,913.1,-0.014809616829131178,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1846.887411764706,0.016669500662192027,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1852.3481568627453,0.01685463155100958,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1857.8089019607846,0.01720591747836453,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1863.269647058824,0.017132356987699326,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1868.730392156863,0.016902471400146057,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1874.191137254902,0.01689768498716554,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1879.6518823529414,0.017014557734654656,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1885.1126274509807,0.01693589880299251,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1890.57337254902,0.016617124839905073,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1896.034117647059,0.016143575471007865,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1901.4948627450983,0.015289372109971167,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1906.9556078431374,0.01460830679526598,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1912.4163529411767,0.014172276837677023,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1917.877098039216,0.013779082719840352,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1923.3378431372553,0.013521704988102345,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1928.7985882352943,0.013198082645713455,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1934.2593333333336,0.01321884815308369,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1939.7200784313727,0.013334229399927094,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1945.180823529412,0.013362214417029034,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1950.6415686274513,0.013468561174765248,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1956.1023137254906,0.01366033410888609,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1961.5630588235294,0.013760971472598776,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1967.0238039215687,0.013860556771969568,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1972.484549019608,0.014114068273249347,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1977.9452941176473,0.014245655333025353,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1983.4060392156866,0.014324216775500054,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1988.866784313726,0.014195353893041052,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1994.3275294117648,0.014173645837169735,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,1999.788274509804,0.01426862911823773,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2005.2490196078434,0.013994093219661607,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2010.7097647058827,0.013974717204946585,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2016.170509803922,0.014065266294441936,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2021.6312549019613,0.01376696464713989,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2027.092,0.013570846595099106,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2032.5527450980394,0.01338569718071242,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2038.0134901960787,0.013114553130110673,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2043.474235294118,0.012779891099010177,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2048.9349803921573,0.012439835064458338,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2054.3957254901966,0.012398857366456295,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2059.8564705882354,0.012299174329600648,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2065.3172156862747,0.012197120213905288,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2070.777960784314,0.012180966505701385,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2076.2387058823533,0.012033558155806867,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2081.6994509803926,0.011921832171393365,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2087.1601960784315,0.012092302140471745,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2092.6209411764708,0.011791308559195968,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2098.08168627451,0.011748816242419524,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2103.5424313725493,0.0119682898782843,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2109.0031764705886,0.011843142801170659,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2114.463921568628,0.01174937886409716,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2119.924666666667,0.0116414229861167,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2125.385411764706,0.011556650471799101,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2130.8461568627454,0.011769910785632831,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2136.3069019607847,0.011529994540568578,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2141.767647058824,0.011542201510480299,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2147.2283921568633,0.01176151849547602,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2152.689137254902,0.011635034329925686,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2158.1498823529414,0.01165967089890979,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2163.6106274509807,0.011940349895551039,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2169.07137254902,0.012151599231366994,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2174.5321176470593,0.012124661210542065,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2179.992862745098,0.01209293493969077,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2185.4536078431374,0.012098653901690848,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2190.9143529411767,0.011994397580640304,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2196.375098039216,0.01203443770024304,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2201.8358431372553,0.012279866790210536,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2207.2965882352946,0.012388193659392477,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2212.7573333333335,0.012161053069110861,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2218.2180784313728,0.012229080850889085,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2223.678823529412,0.011810807201460494,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2229.1395686274514,0.0120068102297754,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2234.6003137254907,0.011545455703899032,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2240.06105882353,0.01142177594089816,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2245.521803921569,0.011559088844618093,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2250.982549019608,0.011443568893034828,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2256.4432941176474,0.010969033414991558,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2261.9040392156867,0.010573775882542907,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2267.364784313726,0.01063094294033673,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2272.825529411765,0.011201415164755146,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2278.286274509804,0.010254541053270477,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2283.7470196078434,0.0061194154459797145,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2289.2077647058827,0.0008001710273741192,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2294.668509803922,-0.0014418064110997275,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2300.1292549019613,0.0008849993834578185,difference of equal-sample representative means; not paired
A0,A0-M00,1,reflectance,2305.59,-0.0018658475697660715,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,913.1,-0.22163189092247026,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,918.5607450980392,-0.16290476749735316,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,924.0214901960785,-0.12284531913113605,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,929.4822352941177,-0.09324699696482197,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,934.9429803921569,-0.07399160725713849,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,940.4037254901962,-0.06274398801456527,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,945.8644705882353,-0.054783913336816425,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,951.3252156862745,-0.04948332780495046,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,956.7859607843137,-0.0449873560950802,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,962.246705882353,-0.0397021164714102,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,967.7074509803922,-0.036503566044077784,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,973.1681960784314,-0.033272758388857016,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,978.6289411764706,-0.029841712188517944,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,984.0896862745099,-0.027103513590692296,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,989.550431372549,-0.024345683218247816,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,995.0111764705882,-0.02239220695745492,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,1000.4719215686275,-0.02102628272811935,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,1005.9326666666667,-0.02027051036702887,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,1011.3934117647059,-0.019538837440249868,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,1016.8541568627452,-0.019019130287216024,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,1022.3149019607844,-0.018546263498712134,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,1027.7756470588236,-0.017300450984387483,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,1033.2363921568628,-0.016522616487282038,difference of equal-sample representative means; not paired
A0,A0-M00,1,snv,1038.697137254902,-0.015865768458482865,difference of equal-sample representative means; not paired
