condition,k,fold,repeat,scope,cluster_id,pooled_pixels,pooled_fraction,sample_macro_fraction
M00,12,4,2,clean_test,2,172821,0.2303957445957566,0.21350185124518575
M00,12,4,2,clean_test,3,14724,0.019629251904733337,0.020893018962825968
M00,12,4,2,clean_test,4,8062,0.010747828637324108,0.012219785245190448
M00,12,4,2,clean_test,5,2951,0.003934115890442005,0.0037442191529156003
M00,12,4,2,clean_test,6,40688,0.05424307263649756,0.05647151171033952
M00,12,4,2,clean_test,7,3183,0.004243405923170756,0.004380699945522997
M00,12,4,2,clean_test,8,53534,0.07136867505215937,0.07870752399436863
M00,12,4,2,clean_test,9,37188,0.04957705921171036,0.05202484490765954
M00,12,4,2,clean_test,10,13438,0.01791482525779724,0.01934500078415683
M00,12,4,2,clean_test,11,42475,0.05662540577652462,0.06868035861613574
M00,12,4,2,clean_test,12,238083,0.3173995640610315,0.320655759029462
M00,12,4,3,clean_test,1,47242,0.06298051606108478,0.06859629792267932
M00,12,4,3,clean_test,2,35472,0.04728937948687184,0.049958332377950804
M00,12,4,3,clean_test,3,5661,0.007546943427920091,0.008621114855649223
M00,12,4,3,clean_test,4,4036,0.0053805800521260355,0.005443023859678051
M00,12,4,3,clean_test,5,11922,0.01589377487151799,0.01724293904353955
M00,12,4,3,clean_test,6,56821,0.07575072823138095,0.08190273790600103
M00,12,4,3,clean_test,7,151876,0.20247298711513723,0.21051577279755262
M00,12,4,3,clean_test,8,28783,0.03837196125875711,0.04212800268584606
M00,12,4,3,clean_test,9,174692,0.23289006205797855,0.21405058472430954
M00,12,4,3,clean_test,10,2788,0.003716812979516201,0.0035591262694132492
M00,12,4,3,clean_test,11,107695,0.14357323308070202,0.15022875959147414
M00,12,4,3,clean_test,12,123117,0.16413302137700722,0.14775330796590633
M00,12,5,1,clean_test,1,14429,0.018118462523701296,0.01428154068480076
M00,12,5,1,clean_test,2,48042,0.06032623026984944,0.05482375609795472
M00,12,5,1,clean_test,3,93745,0.11771538355287116,0.13350905291367218
M00,12,5,1,clean_test,4,119891,0.15054685636073684,0.17963358911431737
M00,12,5,1,clean_test,5,5390,0.006768210756306742,0.006441336267936932
M00,12,5,1,clean_test,6,122451,0.15376144254555044,0.15389575990004717
M00,12,5,1,clean_test,7,53007,0.06656076949156799,0.07820311835425463
M00,12,5,1,clean_test,8,106359,0.13355475469944875,0.1181712681311921
M00,12,5,1,clean_test,9,3780,0.004746537413513819,0.005717939602131182
M00,12,5,1,clean_test,10,2131,0.0026758918593116263,0.0027698596848061575
M00,12,5,1,clean_test,11,47813,0.06003867549003604,0.10271394354085868
M00,12,5,1,clean_test,12,179332,0.22518678503710587,0.1498388357080281
M00,12,5,2,clean_test,1,166455,0.20901716538794782,0.21321290461877962
M00,12,5,2,clean_test,2,5208,0.0065396737697301505,0.006292023503839571
M00,12,5,2,clean_test,3,17125,0.021503823599583107,0.016997928600235385
M00,12,5,2,clean_test,4,8800,0.011050140010296722,0.014935814044160464
M00,12,5,2,clean_test,5,10664,0.013390760576114118,0.013417129213993692
M00,12,5,2,clean_test,6,1680,0.0021095721837839196,0.002216937196337076
M00,12,5,2,clean_test,7,113848,0.14295867498775694,0.13189540230708532
M00,12,5,2,clean_test,8,207960,0.2611348996069666,0.18822563530491623
M00,12,5,2,clean_test,9,103714,0.13023343420771752,0.15613725986730556
M00,12,5,2,clean_test,10,107327,0.1347702701005814,0.19549120247855986
M00,12,5,2,clean_test,11,2632,0.0033049964212614738,0.00394660827341137
M00,12,5,2,clean_test,12,50957,0.06398658914826023,0.05723115459137581
M00,12,5,3,clean_test,1,59738,0.07501287090171654,0.1284640139771786
M00,12,5,3,clean_test,2,6384,0.008016374298378894,0.007748293985696934
M00,12,5,3,clean_test,3,362,0.00045456257769629693,0.0004642481996680536
M00,12,5,3,clean_test,4,60317,0.07573991988648493,0.07350493783810046
M00,12,5,3,clean_test,5,4291,0.005388198952748094,0.00646656969707843
M00,12,5,3,clean_test,6,128737,0.16165475846654193,0.16059846060874008
M00,12,5,3,clean_test,7,104003,0.13059633085123748,0.1146589083206011
M00,12,5,3,clean_test,8,203712,0.25580069565654157,0.19312655457734182
M00,12,5,3,clean_test,9,42328,0.05315117344952723,0.04061021135638783
M00,12,5,3,clean_test,10,134182,0.16849203259791304,0.19952460114078788
M00,12,5,3,clean_test,11,6475,0.00813064279166719,0.006376414026940391
M00,12,5,3,clean_test,12,45841,0.05756243956954682,0.06845678627147843
M00,14,1,1,clean_test,1,161174,0.17781224763577472,0.15234800567731824
M00,14,1,1,clean_test,2,3754,0.004141531373699841,0.005683876325836264
M00,14,1,1,clean_test,3,157908,0.17420909327602413,0.18512788451208745
M00,14,1,1,clean_test,4,2548,0.0028110340810301535,0.006526473931476656
M00,14,1,1,clean_test,5,3450,0.0038061489715675158,0.0071436886255179495
M00,14,1,1,clean_test,6,322810,0.3561341882642637,0.3135041455678175
M00,14,1,1,clean_test,7,3161,0.0034873150432246135,0.004200541138644823
M00,14,1,1,clean_test,8,15133,0.016695203590356873,0.024508464070714428
M00,14,1,1,clean_test,9,2107,0.0023245089516210887,0.003682739451021879
M00,14,1,1,clean_test,10,45498,0.05019483069808082,0.06000656349195251
M00,14,1,1,clean_test,11,29763,0.032835481692975066,0.04015787768318283
M00,14,1,1,clean_test,12,66622,0.07349949471993363,0.07865561180241235
M00,14,1,1,clean_test,13,8866,0.009781251241135535,0.021266402873416742
M00,14,1,1,clean_test,14,83634,0.09226767046031235,0.09718772484860037
M00,14,1,2,clean_test,1,159112,0.1755373841055219,0.15805029496327028
M00,14,1,2,clean_test,2,17376,0.019169752037668738,0.026249078487907678
M00,14,1,2,clean_test,3,119370,0.13169275441623604,0.1363100179919166
M00,14,1,2,clean_test,4,135082,0.14902672909486467,0.156421331399202
M00,14,1,2,clean_test,5,31668,0.03493713786423191,0.042276826229931286
M00,14,1,2,clean_test,6,5987,0.006605047505152091,0.011814113009305712
M00,14,1,2,clean_test,7,4829,0.00532750532860856,0.006428963531120315
M00,14,1,2,clean_test,8,654,0.0007215134572188856,0.0008318700321532032
M00,14,1,2,clean_test,9,4088,0.004510010723411015,0.010432054235245269
M00,14,1,2,clean_test,10,1935,0.0021347531188356935,0.003457753595086175
M00,14,1,2,clean_test,11,12091,0.01333917310586169,0.0200194036907869
M00,14,1,2,clean_test,12,47721,0.05264731451367345,0.0706211653289068
M00,14,1,2,clean_test,13,91528,0.1009765805998932,0.10366962571302481
M00,14,1,2,clean_test,14,274987,0.30337434412882214,0.25341750179214295
M00,14,1,3,clean_test,1,16209,0.017882280776851552,0.026309948364503198
M00,14,1,3,clean_test,2,2345,0.002587078069079949,0.006006791555480633
M00,14,1,3,clean_test,3,305504,0.33704166243761224,0.2834571947048394
M00,14,1,3,clean_test,4,52694,0.058133685190660485,0.0710663333837752
M00,14,1,3,clean_test,5,5056,0.005577938898621843,0.006647095254395702
M00,14,1,3,clean_test,6,1406,0.0015511436098620077,0.0025608843949449563
M00,14,1,3,clean_test,7,9378,0.010346105813147873,0.02262756881041294
M00,14,1,3,clean_test,8,5867,0.0064726597148367,0.008198810736968832
M00,14,1,3,clean_test,9,113697,0.12543412162907588,0.13198615428576982
M00,14,1,3,clean_test,10,35681,0.0393644062186958,0.0481025965026064
M00,14,1,3,clean_test,11,49763,0.05490011341220704,0.0637229434213346
M00,14,1,3,clean_test,12,149371,0.16479080522666997,0.1746438616558654
M00,14,1,3,clean_test,13,155292,0.17132303944714858,0.14626420606560642
M00,14,1,3,clean_test,14,4165,0.004594959555530059,0.008405610863496473
M00,14,2,1,clean_test,1,36087,0.046166836176622976,0.04364279731122438
M00,14,2,1,clean_test,2,120336,0.15394830266162615,0.14552862088295232
M00,14,2,1,clean_test,3,1680,0.002149258313983612,0.0023116735961174425
M00,14,2,1,clean_test,4,42237,0.05403465679031299,0.06180961293790856
M00,14,2,1,clean_test,5,160643,0.20551387103170796,0.19024463813961848
M00,14,2,1,clean_test,6,47081,0.06023168492896573,0.06761000228361749
M00,14,2,1,clean_test,7,13228,0.016922850581770964,0.020661485087270705
M00,14,2,1,clean_test,8,233,0.00029808165902272713,0.00025136862664006934
M00,14,2,1,clean_test,9,126946,0.16240461067081166,0.10507524084325634
M00,14,2,1,clean_test,10,44543,0.05698476969034049,0.07662076737427477
M00,14,2,1,clean_test,11,5310,0.006793191456698202,0.005712819589388569
M00,14,2,1,clean_test,12,74836,0.09573922332457,0.12170988022211093
M00,14,2,1,clean_test,13,106969,0.13684762654078153,0.15674732225467208
M00,14,2,1,clean_test,14,1536,0.0019650361727850166,0.00207377085094784
M00,14,2,2,clean_test,1,49287,0.06305386578649422,0.06846727416000667
M00,14,2,2,clean_test,2,1944,0.0024869989061810367,0.0027255722950725544
M00,14,2,2,clean_test,3,179897,0.23014590649447014,0.21906000032212303
M00,14,2,2,clean_test,4,42499,0.05436983874166043,0.04589369305633033
M00,14,2,2,clean_test,5,7032,0.008996181228531405,0.011207608289882442
M00,14,2,2,clean_test,6,89452,0.11443777065622741,0.14055939694662065
M00,14,2,2,clean_test,7,18916,0.024199625159115477,0.03147192787528023
M00,14,2,2,clean_test,8,66636,0.08524879583964998,0.10869910697045793
M00,14,2,2,clean_test,9,247,0.00031599214497259054,0.0002450721161786504
M00,14,2,2,clean_test,10,37226,0.04762398214068687,0.0608257241952457
M00,14,2,2,clean_test,11,128128,0.16391676741315014,0.10661339090267767
M00,14,2,2,clean_test,12,24290,0.031074693123013055,0.039218067160485905
M00,14,2,2,clean_test,13,5030,0.0064349817377009335,0.004661183472884431
M00,14,2,2,clean_test,14,131081,0.16769460062814634,0.16035198223675384
M00,14,2,3,clean_test,1,813,0.0010400875055170693,0.0011118040767318896
M00,14,2,3,clean_test,2,7471,0.009557802895102122,0.0120607703398436
M00,14,2,3,clean_test,3,92312,0.11809662707169952,0.10500222165721103
M00,14,2,3,clean_test,4,127069,0.16256196708308546,0.10303337985154504
M00,14,2,3,clean_test,5,2613,0.0033428642704995105,0.0027794304076927865
M00,14,2,3,clean_test,6,17470,0.022349727824579585,0.023101944462525954
M00,14,2,3,clean_test,7,186435,0.23851010343305637,0.21839356350319766
M00,14,2,3,clean_test,8,2759,0.0035296450525480866,0.002964693662420717
M00,14,2,3,clean_test,9,79777,0.10206034554444679,0.11168883438080923
M00,14,2,3,clean_test,10,88868,0.11369064752803311,0.12307444282641589
M00,14,2,3,clean_test,11,80944,0.1035533124804104,0.13493681996187173
M00,14,2,3,clean_test,12,25333,0.03240902432627788,0.04029381592802478
M00,14,2,3,clean_test,13,61851,0.07912724760607165,0.10835506625992311
M00,14,2,3,clean_test,14,7950,0.01017059737867245,0.013203212681786541
M00,14,3,1,clean_test,1,21458,0.03213805374414766,0.03779518938304512
M00,14,3,1,clean_test,2,756,0.0011322755443459612,0.001056610208483332
M00,14,3,1,clean_test,3,2393,0.0035840415047882074,0.005905249926458569
M00,14,3,1,clean_test,4,156337,0.23414889123864355,0.20607797937120828
M00,14,3,1,clean_test,5,48762,0.07303177261031449,0.08214697258462941
M00,14,3,1,clean_test,6,54025,0.08091426757049014,0.09258985340763518
M00,14,3,1,clean_test,7,15388,0.023046899571951916,0.028266668340755814
M00,14,3,1,clean_test,8,74,0.00011083120407619196,0.0001504394299478339
M00,14,3,1,clean_test,9,475,0.0007114165126512322,0.0008882700268975799
M00,14,3,1,clean_test,10,180598,0.27048505126692046,0.22112142085297667
M00,14,3,1,clean_test,11,115220,0.1725671801845789,0.2165879901128859
M00,14,3,1,clean_test,12,13070,0.019575186990213905,0.035221966095603206
M00,14,3,1,clean_test,13,55998,0.08386926710619726,0.064063502898597
M00,14,3,1,clean_test,14,3128,0.004684864950680114,0.008127887360876117
M00,14,3,2,clean_test,1,5364,0.008033764576549914,0.011086562163855439
M00,14,3,2,clean_test,2,122161,0.1829628475831309,0.16698900040673093
M00,14,3,2,clean_test,3,530,0.0007937910562213748,0.0007335996125249545
M00,14,3,2,clean_test,4,82809,0.12402461051818081,0.1582078279069336
M00,14,3,2,clean_test,5,39170,0.05866565221168161,0.06840431965007257
M00,14,3,2,clean_test,6,19011,0.028473135414763314,0.052770829905679606
M00,14,3,2,clean_test,7,299,0.00044781797322677563,0.0008510037903119796
M00,14,3,2,clean_test,8,334,0.0005002381373168664,0.0005226916238256945
M00,14,3,2,clean_test,9,35412,0.05303722430737986,0.05066975728858536
M00,14,3,2,clean_test,10,7893,0.011821495861802474,0.016792406062425068
M00,14,3,2,clean_test,11,62833,0.094106176293505,0.10170226008147867
M00,14,3,2,clean_test,12,160332,0.24013227853978392,0.20760803784407109
M00,14,3,2,clean_test,13,1469,0.0022001491728098105,0.0032317847941701937
M00,14,3,2,clean_test,14,130065,0.1948008183536474,0.16042991886933483
M00,14,3,3,clean_test,1,135659,0.2031790582942179,0.2323563331168827
M00,14,3,3,clean_test,2,1627,0.0024367887707022204,0.0036085465534143905
M00,14,3,3,clean_test,3,1510,0.002261555650743917,0.004067181022099333
M00,14,3,3,clean_test,4,1312,0.0019650072938914034,0.0018675306180264283
M00,14,3,3,clean_test,5,10038,0.01503410306103804,0.02024923797025064
M00,14,3,3,clean_test,6,107245,0.1606228713669082,0.13230932059455808
M00,14,3,3,clean_test,7,5396,0.008081691583717998,0.011800673348729857
M00,14,3,3,clean_test,8,157,0.00023514187891840726,0.00034472069558792517
M00,14,3,3,clean_test,9,22774,0.034109051913935075,0.06900231768824436
M00,14,3,3,clean_test,10,28357,0.04247081694579156,0.04911648868463038
M00,14,3,3,clean_test,11,73574,0.11019317579326686,0.12299585531137283
M00,14,3,3,clean_test,12,1414,0.002117774629239668,0.002652743553575594
M00,14,3,3,clean_test,13,137775,0.2063482316432074,0.1887327861616697
M00,14,3,3,clean_test,14,140844,0.21094473117442136,0.1608962646809578
M00,14,4,1,clean_test,1,176099,0.234765799454743,0.24404916901575616
M00,14,4,1,clean_test,2,6294,0.008390825284460175,0.009260284043554766
M00,14,4,1,clean_test,3,28530,0.03803467514547963,0.03504964205299632
M00,14,4,1,clean_test,4,33217,0.04428313369461609,0.047584641168146445
M00,14,4,1,clean_test,5,39221,0.05228734643816532,0.05357942058120202
M00,14,4,1,clean_test,6,60489,0.08064071030055792,0.08261412623857985
M00,14,4,1,clean_test,7,119783,0.15968831030322422,0.14584605779926918
M00,14,4,1,clean_test,8,17902,0.02386599209444011,0.026241632569572227
M00,14,4,1,clean_test,9,9415,0.012551576112677558,0.014228857632152156
M00,14,4,1,clean_test,10,183796,0.24502702954919645,0.22203668702062984
M00,14,4,1,clean_test,11,7926,0.010566520687103806,0.012007610736782413
M00,14,4,1,clean_test,12,19026,0.0253644489771432,0.03579321011025611
M00,14,4,1,clean_test,13,45716,0.06094613420787756,0.06831573359575369
M00,14,4,1,clean_test,14,2691,0.003587497750314956,0.003392927435348831
M00,14,4,2,clean_test,1,28751,0.03832930056458762,0.04078333306904603
M00,14,4,2,clean_test,2,44319,0.05908372827804107,0.05967401440894634
M00,14,4,2,clean_test,3,2985,0.00397944287799708,0.0037846305361614605
M00,14,4,2,clean_test,4,52401,0.06985821984922111,0.07712355590364237
M00,14,4,2,clean_test,5,13269,0.01768952346671466,0.018771295051110273
M00,14,4,2,clean_test,6,7190,0.009585324721205699,0.010543499019904739
M00,14,4,2,clean_test,7,28888,0.03851194166150072,0.046694069974590934
M00,14,4,2,clean_test,8,30462,0.04061031455596217,0.04421516478107917
M00,14,4,2,clean_test,9,7117,0.009488005012631565,0.010806549687854033
M00,14,4,2,clean_test,10,145970,0.19459942274748201,0.17442292229878967
M00,14,4,2,clean_test,11,90963,0.12126702261683364,0.11022158025198178
M00,14,4,2,clean_test,12,3039,0.004051432799408083,0.004193201609112169
M00,14,4,2,clean_test,13,59104,0.07879430213103499,0.0803888052371163
M00,14,4,2,clean_test,14,235647,0.3141520187173796,0.31837737817066464
M00,14,4,3,clean_test,1,126705,0.1689163517107605,0.1498188277072255
M00,14,4,3,clean_test,2,119569,0.1594030169109658,0.13962859141613823
M00,14,4,3,clean_test,3,193430,0.2578705647875964,0.2659931111321339
M00,14,4,3,clean_test,4,28573,0.038092000453269874,0.04176665216955074
M00,14,4,3,clean_test,5,100380,0.1338212650228968,0.135185719773618
M00,14,4,3,clean_test,6,7100,0.009465341518854028,0.01039745501701603
M00,14,4,3,clean_test,7,49749,0.06632271481992522,0.07371038741705863
M00,14,4,3,clean_test,8,12592,0.016786983155691538,0.01888310808790814
M00,14,4,3,clean_test,9,3034,0.004044767065944101,0.003783236370418071
M00,14,4,3,clean_test,10,7496,0.009993267609201379,0.011400525084319598
M00,14,4,3,clean_test,11,31048,0.04139153851794082,0.04425177622492428
M00,14,4,3,clean_test,12,36806,0.049067797175062156,0.05907642202250859
M00,14,4,3,clean_test,13,2390,0.003186220595783257,0.0030152284500441374
M00,14,4,3,clean_test,14,31233,0.04163817065610814,0.043088959127136166
M00,14,5,1,clean_test,1,39902,0.050104850760324976,0.08086354182488674
M00,14,5,1,clean_test,2,36712,0.04609917500659241,0.04213742113543928
M00,14,5,1,clean_test,3,129683,0.16284264851764882,0.16072939032993416
M00,14,5,1,clean_test,4,2814,0.003533533407838065,0.0034886719391629484
M00,14,5,1,clean_test,5,80532,0.10112384946695631,0.119391585484413
M00,14,5,1,clean_test,6,157431,0.1976857490864799,0.15855786602688846
M00,14,5,1,clean_test,7,1283,0.0016110601855921242,0.0015886173904652002
M00,14,5,1,clean_test,8,96954,0.12174491756344413,0.1442197219694012
M00,14,5,1,clean_test,9,81583,0.1024435877795497,0.07456450953274772
M00,14,5,1,clean_test,10,12796,0.016067908133154188,0.012671000738215116
M00,14,5,1,clean_test,11,3508,0.004404987631377375,0.005308659650944825
M00,14,5,1,clean_test,12,67610,0.08489772342001833,0.0672478850260146
M00,14,5,1,clean_test,13,5314,0.006672777728945089,0.006370947189372294
M00,14,5,1,clean_test,14,80248,0.10076723131207856,0.12286018176211447
M00,14,5,2,clean_test,1,130293,0.16360862413199895,0.19482734397938273
M00,14,5,2,clean_test,2,906,0.0011376621419691851,0.0011612823547337062
M00,14,5,2,clean_test,3,5430,0.006818438665444454,0.006726464268129271
M00,14,5,2,clean_test,4,92327,0.11593480417393925,0.10875352004402578
M00,14,5,2,clean_test,5,235,0.00029508896618406016,0.0002511124656096621
M00,14,5,2,clean_test,6,47251,0.05933297336665118,0.10803613237829192
M00,14,5,2,clean_test,7,3934,0.004939914863694011,0.0059555571148398575
M00,14,5,2,clean_test,8,171663,0.21555683915767795,0.1435960661699766
M00,14,5,2,clean_test,9,55402,0.06956816555118851,0.08079983199643978
M00,14,5,2,clean_test,10,39150,0.049160566068535985,0.047027772791781754
M00,14,5,2,clean_test,11,107495,0.13498122731895978,0.1204675029150834
M00,14,5,2,clean_test,12,103572,0.13005512513027864,0.1421691731176481
M00,14,5,2,clean_test,13,10588,0.013295327548752464,0.010485414567401192
M00,14,5,2,clean_test,14,28124,0.03531524291472557,0.029742825836656193
M00,14,5,3,clean_test,1,4131,0.005187287316197245,0.006223756917505126
M00,14,5,3,clean_test,2,221,0.00027750919798586084,0.00026335064402904307
M00,14,5,3,clean_test,3,8093,0.010162361716287656,0.007984896970694527
M00,14,5,3,clean_test,4,124816,0.15673116767331768,0.18473635322967813
M00,14,5,3,clean_test,5,27286,0.034262968218290495,0.03164149756445929
M00,14,5,3,clean_test,6,96533,0.1212162688197697,0.1389633905018017
M00,14,5,3,clean_test,7,176874,0.22210028002059345,0.14857258019420097
M00,14,5,3,clean_test,8,47690,0.059884224669437575,0.06318128504224894
M00,14,5,3,clean_test,9,100053,0.1256363248238884,0.12182270627065478
M00,14,5,3,clean_test,10,4518,0.005673242337104612,0.005460850752112386
M00,14,5,3,clean_test,11,40009,0.05023921041726836,0.08979553209712389
M00,14,5,3,clean_test,12,94323,0.1184411768399111,0.10766528996560609
M00,14,5,3,clean_test,13,27290,0.03426799100920427,0.026865528979888947
M00,14,5,3,clean_test,14,44533,0.05591998694074363,0.06682298086999613
M10,2,1,1,clean_test,1,843114,0.9301499953664273,0.9094092206265675
M10,2,1,1,clean_test,2,63314,0.06985000463357266,0.09059077937343242
M10,2,1,2,clean_test,1,62529,0.0689839678385928,0.09007731016467799
M10,2,1,2,clean_test,2,843899,0.9310160321614072,0.9099226898353221
M10,2,1,3,clean_test,1,59553,0.0657007506387711,0.08604650721192583
M10,2,1,3,clean_test,2,846875,0.9342992493612289,0.913953492788074
M10,2,2,1,clean_test,1,167875,0.21476591634523742,0.16584930980701867
M10,2,2,1,clean_test,2,613790,0.7852340836547625,0.8341506901929812
M10,2,2,2,clean_test,1,166895,0.21351218232874697,0.16462969355441975
M10,2,2,2,clean_test,2,614770,0.786487817671253,0.8353703064455802
M10,2,2,3,clean_test,1,614281,0.7858622299834328,0.8347970213238641
M10,2,2,3,clean_test,2,167384,0.2141377700165672,0.16520297867613581
M10,2,3,1,clean_test,1,34844,0.052186519930146384,0.08013837575714505
M10,2,3,1,clean_test,2,632838,0.9478134800698537,0.919861624242855
M10,2,3,2,clean_test,1,633874,0.9493651169269203,0.9224846377775817
M10,2,3,2,clean_test,2,33808,0.0506348830730797,0.07751536222241821
M10,2,3,3,clean_test,1,634697,0.9505977396425245,0.9236189417520027
M10,2,3,3,clean_test,2,32985,0.049402260357475566,0.0763810582479974
M10,2,4,1,clean_test,1,672945,0.8971344011838343,0.8885369880201459
M10,2,4,1,clean_test,2,77160,0.10286559881616573,0.11146301197985405
M10,2,4,2,clean_test,1,678033,0.903917451556782,0.8958378324542743
M10,2,4,2,clean_test,2,72072,0.09608254844321795,0.10416216754572569
M10,2,4,3,clean_test,1,672515,0.8965611481059318,0.8881490162975887
M10,2,4,3,clean_test,2,77590,0.10343885189406817,0.11185098370241134
M10,2,5,1,clean_test,1,668313,0.8391991159887991,0.8632914776105234
M10,2,5,1,clean_test,2,128057,0.16080088401120082,0.13670852238947662
M10,2,5,2,clean_test,1,123692,0.15531976342654796,0.13239715608211056
M10,2,5,2,clean_test,2,672678,0.844680236573452,0.8676028439178894
M10,2,5,3,clean_test,1,111172,0.139598427866444,0.11848136326749775
M10,2,5,3,clean_test,2,685198,0.8604015721335561,0.8815186367325023
M10,4,1,1,clean_test,1,655384,0.7230403297338565,0.6847225393641201
M10,4,1,1,clean_test,2,105310,0.11618131831761597,0.14180983470586705
M10,4,1,1,clean_test,3,134328,0.14819489247904963,0.15640171847236012
M10,4,1,1,clean_test,4,11406,0.012583459469477995,0.017065907457652782
M10,4,1,2,clean_test,1,150785,0.16635077468921966,0.1703401474776179
M10,4,1,2,clean_test,2,654246,0.7217848521890321,0.6879187806167425
M10,4,1,2,clean_test,3,93402,0.10304403659198524,0.12925493537891605
M10,4,1,2,clean_test,4,7995,0.008820336529762982,0.012486136526723531
M10,4,1,3,clean_test,1,83513,0.092134179438411,0.11610160834998207
M10,4,1,3,clean_test,2,153723,0.16959206908877483,0.1721061245837703
M10,4,1,3,clean_test,3,4582,0.0050550071268760455,0.007474929721747174
M10,4,1,3,clean_test,4,664610,0.7332187443459381,0.7043173373445005
M10,4,2,1,clean_test,1,324885,0.4156320162729558,0.4341012129234631
M10,4,2,1,clean_test,2,142730,0.1825974042588577,0.15592856915622175
M10,4,2,1,clean_test,3,266281,0.34065872208682746,0.3655703522679334
M10,4,2,1,clean_test,4,47769,0.06111185738135902,0.04439986565238178
M10,4,2,2,clean_test,1,131772,0.1685786110418146,0.14788603657252516
M10,4,2,2,clean_test,2,284044,0.3633832907959292,0.387253606821748
M10,4,2,2,clean_test,3,58913,0.07536860419745031,0.05311864945391069
M10,4,2,2,clean_test,4,306936,0.3926694939648059,0.4117417071518162
M10,4,2,3,clean_test,1,246016,0.31473329367440017,0.32641843683887123
M10,4,2,3,clean_test,2,143358,0.18340081748575157,0.1276107396343637
M10,4,2,3,clean_test,3,274201,0.3507909398527502,0.3496386710588353
M10,4,2,3,clean_test,4,118090,0.15107494898709806,0.1963321524679298
M10,4,3,1,clean_test,1,187407,0.28068301976090415,0.31206864017250463
M10,4,3,1,clean_test,2,420407,0.6296515407035086,0.5510490426096887
M10,4,3,1,clean_test,3,5041,0.007550001347947076,0.01300441543744717
M10,4,3,1,clean_test,4,54827,0.08211543818764022,0.12387790178035965
M10,4,3,2,clean_test,1,411845,0.6168280708480983,0.5714326193093
M10,4,3,2,clean_test,2,2865,0.004290964860517432,0.0047190017431429036
M10,4,3,2,clean_test,3,22231,0.033295790511051665,0.053380752228464834
M10,4,3,2,clean_test,4,230741,0.34558517378033254,0.3704676267190922
M10,4,3,3,clean_test,1,189172,0.2833264937500187,0.24543790618292477
M10,4,3,3,clean_test,2,20073,0.03006371296515407,0.049745402998167584
M10,4,3,3,clean_test,3,414800,0.621253830416276,0.6294837695520259
M10,4,3,3,clean_test,4,43637,0.06535596286855119,0.07533292126688178
M10,4,4,1,clean_test,1,252726,0.3369208310836483,0.3449936782121962
M10,4,4,1,clean_test,2,134845,0.17976816579012272,0.1772197491676787
M10,4,4,1,clean_test,3,25255,0.03366861972657161,0.03770207736951649
M10,4,4,1,clean_test,4,337279,0.4496423833996574,0.4400844952506088
M10,4,4,2,clean_test,1,347258,0.4629458542470721,0.45671226263917475
M10,4,4,2,clean_test,2,24186,0.032243485911972326,0.03610624270504496
M10,4,4,2,clean_test,3,249982,0.33326267655861513,0.3385011144659465
M10,4,4,2,clean_test,4,128679,0.17154798328234047,0.16868038018983383
M10,4,4,3,clean_test,1,388008,0.517271581978523,0.5070239950385023
M10,4,4,3,clean_test,2,118213,0.15759526999553397,0.1573186299880513
M10,4,4,3,clean_test,3,219632,0.29280167443224614,0.2993997083321246
M10,4,4,3,clean_test,4,24252,0.03233147359369688,0.03625766664132176
M10,4,5,1,clean_test,1,404660,0.5081306427916672,0.45261139041765586
M10,4,5,1,clean_test,2,49169,0.061741401609804486,0.052151973447544187
M10,4,5,1,clean_test,3,137761,0.17298617476800984,0.21306741423442865
M10,4,5,1,clean_test,4,204780,0.2571417808305185,0.2821692219003714
M10,4,5,2,clean_test,1,401067,0.5036189208533722,0.43795811492456804
M10,4,5,2,clean_test,2,199120,0.2500345316875322,0.282614442856063
M10,4,5,2,clean_test,3,43790,0.05498700352851062,0.04641105492341955
M10,4,5,2,clean_test,4,152393,0.19135954393058502,0.23301638729594934
M10,4,5,3,clean_test,1,222521,0.27941911423082233,0.3483066382268819
M10,4,5,3,clean_test,2,439823,0.5522847420169017,0.5047599385357076
M10,4,5,3,clean_test,3,16912,0.02123635998342479,0.017103417747662806
M10,4,5,3,clean_test,4,117114,0.14705978376885115,0.12983000548974757
M10,6,1,1,clean_test,1,4467,0.004928135494490462,0.007790974693084311
M10,6,1,1,clean_test,2,22513,0.024837052694753472,0.030416799929965765
M10,6,1,1,clean_test,3,443009,0.48874152166526186,0.4803990459747217
M10,6,1,1,clean_test,4,308239,0.34005900082521723,0.303292508962693
M10,6,1,1,clean_test,5,73882,0.08150895603401484,0.10208192374403677
M10,6,1,1,clean_test,6,54318,0.05992533328626212,0.07601874669549843
M10,6,1,2,clean_test,1,387409,0.427401845485797,0.4315419104333399
M10,6,1,2,clean_test,2,4072,0.00449235901803563,0.007307804836277977
M10,6,1,2,clean_test,3,67725,0.07471635915924928,0.09841543458368296
M10,6,1,2,clean_test,4,25037,0.02762160921772055,0.03387406780564962
M10,6,1,2,clean_test,5,61414,0.06775386462024563,0.08249607191978744
M10,6,1,2,clean_test,6,360771,0.39801396249895193,0.34636471042126205
M10,6,1,3,clean_test,1,157616,0.17388694965292334,0.17444528867444015
M10,6,1,3,clean_test,2,615728,0.6792905779609633,0.6429819179569717
M10,6,1,3,clean_test,3,4381,0.004833257578097764,0.007501020254403748
M10,6,1,3,clean_test,4,24408,0.0269276765501507,0.03304838811889997
M10,6,1,3,clean_test,5,9500,0.010480700066635188,0.016565659224653813
