condition,fold,repeat,sample_id,k,scope,valid_pixels,used_clusters,max_occupancy,single_cluster,cluster_counts,cluster_fractions
A1,3,1,KYOw02758,10,clean_test,72279,9,0.3484137854701919,False,"[1695, 25183, 3133, 3787, 69, 421, 0, 1187, 18735, 18069]","[0.023450794836674553, 0.3484137854701919, 0.043345923435576035, 0.05239419471769117, 0.0009546341260947163, 0.005824651696896747, 0.0, 0.016422474024267077, 0.25920391815050015, 0.24998962354210766]"
A1,3,1,KYOw02758,12,clean_test,72279,11,0.34245078100139736,False,"[377, 3757, 16583, 32, 6459, 935, 1106, 14714, 3532, 0, 24752, 32]","[0.0052158995005464935, 0.05197913640199781, 0.22943040163809683, 0.0004427288700729119, 0.08936205536877931, 0.012935984172442894, 0.015301816571895019, 0.2035722685704008, 0.048866199034297654, 0.0, 0.34245078100139736, 0.0004427288700729119]"
A1,3,1,KYOw02758,14,clean_test,72279,13,0.24195132749484635,False,"[157, 0, 1149, 14570, 17488, 7200, 28, 202, 4774, 13261, 8143, 10, 4345, 952]","[0.002172138518795224, 0.0, 0.015896733491055495, 0.2015799886550727, 0.24195132749484635, 0.09961399576640519, 0.0003873877613137979, 0.0027947259923352566, 0.06604961330400255, 0.18346961081365265, 0.1126606621563663, 0.00013835277189778498, 0.06011427938958757, 0.013171183884669129]"
A1,3,1,KYOw02760,2,clean_test,50128,2,0.9751635812320459,False,"[1245, 48883]","[0.024836418767954036, 0.9751635812320459]"
A1,3,1,KYOw02760,4,clean_test,50128,4,0.926009415895308,False,"[2052, 46419, 36, 1621]","[0.04093520587296521, 0.926009415895308, 0.0007181615065432493, 0.03233721672518353]"
A1,3,1,KYOw02760,6,clean_test,50128,5,0.6747526332588574,False,"[665, 96, 1592, 13951, 0, 33824]","[0.013266038940312799, 0.001915097350781998, 0.031758697733801466, 0.2783075327162464, 0.0, 0.6747526332588574]"
A1,3,1,KYOw02760,8,clean_test,50128,7,0.4744454197255027,False,"[11, 95, 23783, 1098, 0, 8104, 16974, 63]","[0.0002194382381104373, 0.0018951484200446856, 0.4744454197255027, 0.0219039259495691, 0.0, 0.16166613469518035, 0.33861315033514205, 0.0012567826364506863]"
A1,3,1,KYOw02760,10,clean_test,50128,8,0.45900494733482283,False,"[602, 2401, 12557, 460, 49, 40, 0, 0, 11010, 23009]","[0.012009256303862114, 0.04789738270028727, 0.2504987232684328, 0.009176508139163741, 0.0009774976061283115, 0.0007979572294924992, 0.0, 0.0, 0.2196377274178104, 0.45900494733482283]"
A1,3,1,KYOw02760,12,clean_test,50128,10,0.4468959463772742,False,"[360, 3826, 4865, 2, 16669, 293, 0, 1428, 278, 0, 22402, 5]","[0.0071816150654324925, 0.07632460900095756, 0.09705154803702522, 3.989786147462496e-05, 0.3325287264602617, 0.005845036706032557, 0.0, 0.02848707309288222, 0.00554580274497287, 0.0, 0.4468959463772742, 9.97446536865624e-05]"
A1,3,1,KYOw02760,14,clean_test,50128,12,0.34908633897223107,False,"[197, 0, 0, 1400, 1265, 15189, 5, 10, 319, 9583, 17499, 8, 4187, 466]","[0.0039299393552505585, 0.0, 0.0, 0.027928503032237473, 0.025235397382700288, 0.30300430896903924, 9.97446536865624e-05, 0.0001994893073731248, 0.006363708905202681, 0.19117060325566548, 0.34908633897223107, 0.00015959144589849984, 0.08352617299712735, 0.009296201723587616]"
A1,3,1,KYOw02780,2,clean_test,56464,2,0.9797215925191273,False,"[1145, 55319]","[0.020278407480872767, 0.9797215925191273]"
A1,3,1,KYOw02780,4,clean_test,56464,4,0.7701367242844999,False,"[10754, 43485, 4, 2221]","[0.1904576367242845, 0.7701367242844999, 7.084159818645509e-05, 0.03933479739302918]"
A1,3,1,KYOw02780,6,clean_test,56464,5,0.47207069991499007,False,"[5286, 37, 2485, 22001, 0, 26655]","[0.0936171720034004, 0.0006552847832247096, 0.044010342873335224, 0.3896465004250496, 0.0, 0.47207069991499007]"
A1,3,1,KYOw02780,8,clean_test,56464,7,0.45726480589402096,False,"[0, 6212, 7922, 1021, 1, 15466, 25819, 23]","[0.0, 0.11001700198356475, 0.1403017852082743, 0.01808231793709266, 1.7710399546613772e-05, 0.2739090393879286, 0.45726480589402096, 0.00040733918957211674]"
A1,3,1,KYOw02780,10,clean_test,56464,8,0.3898058940209691,False,"[0, 6824, 4969, 401, 5277, 12, 0, 1, 16970, 22010]","[0.0, 0.12085576650609238, 0.08800297534712383, 0.007101870218192122, 0.09345777840748087, 0.00021252479455936526, 0.0, 1.7710399546613772e-05, 0.30054548030603573, 0.3898058940209691]"
A1,3,1,KYOw02780,12,clean_test,56464,10,0.33724142816661945,False,"[6058, 7322, 19042, 1, 2143, 214, 0, 2539, 203, 0, 15786, 3156]","[0.10728960045338623, 0.12967554548030605, 0.33724142816661945, 1.7710399546613772e-05, 0.03795338622839331, 0.003790025502975347, 0.0, 0.04496670444885237, 0.0035952111079625955, 0.0, 0.279576367242845, 0.05589402096911306]"
A1,3,1,KYOw02780,14,clean_test,56464,12,0.23685888353641257,False,"[5775, 0, 0, 4611, 13279, 2182, 2698, 3, 174, 13374, 6247, 7, 7670, 444]","[0.10227755738169453, 0.0, 0.0, 0.0816626523094361, 0.23517639557948428, 0.03864409181071125, 0.047782657976763954, 5.3131198639841314e-05, 0.0030816095211107964, 0.23685888353641257, 0.11063686596769623, 0.0001239727968262964, 0.13583876452252763, 0.007863417398696514]"
A1,3,1,KYOw02784,2,clean_test,117549,2,0.9923266042246213,False,"[902, 116647]","[0.007673395775378778, 0.9923266042246213]"
A1,3,1,KYOw02784,4,clean_test,117549,4,0.5211103454729517,False,"[54724, 61256, 10, 1559]","[0.46554202928140603, 0.5211103454729517, 8.507090660065164e-05, 0.013262554339041591]"
A1,3,1,KYOw02784,6,clean_test,117549,5,0.6677215459085147,False,"[25239, 136, 1630, 78490, 0, 12054]","[0.2147104611693847, 0.0011569643297688623, 0.013866557775906218, 0.6677215459085147, 0.0, 0.1025444708164255]"
A1,3,1,KYOw02784,8,clean_test,117549,7,0.42509932028345626,False,"[2, 24143, 49970, 835, 0, 37541, 4962, 96]","[1.7014181320130328e-05, 0.20538668980595326, 0.42509932028345626, 0.007103420701154412, 0.0, 0.31936469046950633, 0.04221218385524335, 0.0008166807033662557]"
A1,3,1,KYOw02784,10,clean_test,117549,7,0.3918451028932615,False,"[0, 2571, 44998, 333, 16703, 63, 0, 0, 46061, 6820]","[0.0, 0.021871730087027537, 0.3828020655216123, 0.0028328611898017, 0.14209393529506845, 0.0005359467115841054, 0.0, 0.0, 0.3918451028932615, 0.058018358301644424]"
A1,3,1,KYOw02784,12,clean_test,117549,9,0.4988898246688615,False,"[10608, 58644, 1497, 0, 7776, 317, 0, 2320, 33, 0, 26478, 9876]","[0.09024321772197126, 0.4988898246688615, 0.01273511471811755, 0.0, 0.06615113697266672, 0.002696747739240657, 0.0, 0.019736450331351182, 0.0002807339917821504, 0.0, 0.22525074649720542, 0.08401602735880356]"
A1,3,1,KYOw02784,14,clean_test,117549,11,0.5074479578728871,False,"[9612, 0, 0, 5291, 798, 6814, 8946, 1, 142, 24246, 1593, 0, 59650, 456]","[0.08177015542454635, 0.0, 0.0, 0.045011016682404786, 0.006788658346732001, 0.05796731575768403, 0.07610443304494297, 8.507090660065164e-06, 0.0012080068737292534, 0.20626292014394, 0.013551795421483806, 0.0, 0.5074479578728871, 0.003879233340989715]"
A1,3,1,KYOw02790,2,clean_test,26249,2,0.6644824564745324,False,"[8807, 17442]","[0.33551754352546764, 0.6644824564745324]"
A1,3,1,KYOw02790,4,clean_test,26249,4,0.3901100994323593,False,"[5493, 10240, 2455, 8061]","[0.20926511486151853, 0.3901100994323593, 0.09352737247133223, 0.3070974132347899]"
A1,3,1,KYOw02790,6,clean_test,26249,6,0.3661091851118138,False,"[2531, 2321, 8627, 9610, 494, 2666]","[0.09642272086555678, 0.0884224160920416, 0.32866013943388317, 0.3661091851118138, 0.018819764562459523, 0.10156577393424511]"
A1,3,1,KYOw02790,8,clean_test,26249,7,0.30195436016610155,False,"[0, 3439, 2124, 6217, 375, 7926, 4066, 2102]","[0.0, 0.13101451483866053, 0.08091736828069641, 0.23684711798544705, 0.014286258524134253, 0.30195436016610155, 0.154901139091013, 0.0800792411139472]"
