priority,metric,window,source_metric,label,expression,kind,k,sample_id,fold,repeat_a,repeat_b,value,undefined_reason,used_clusters,degeneracy_flags
3,ARI,,ari,ARI,B0,condition,4,KYOw02773,5,1,3,0.8585238456726074,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02773,5,2,3,0.8129817843437195,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02774,1,1,2,0.9360595941543579,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02774,1,1,3,0.999451756477356,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02774,1,2,3,0.936589241027832,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02775,1,1,2,0.9017974138259888,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02775,1,1,3,0.9985911250114441,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02775,1,2,3,0.9031146168708801,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02776,1,1,2,0.8999424576759338,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02776,1,1,3,0.9987422823905945,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02776,1,2,3,0.9011281132698059,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02777,5,1,2,0.947012722492218,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02777,5,1,3,0.7638466358184814,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02777,5,2,3,0.7177925705909729,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02780,3,1,2,0.7404831647872925,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02780,3,1,3,0.7346017360687256,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02780,3,2,3,0.9931830167770386,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02783,5,1,2,0.953421950340271,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02783,5,1,3,0.8279063105583191,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02783,5,2,3,0.7862280607223511,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02784,3,1,2,0.8125642538070679,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02784,3,1,3,0.808923602104187,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02784,3,2,3,0.9960886836051941,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02787,4,1,2,0.9922206997871399,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02787,4,1,3,0.9797245264053345,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02787,4,2,3,0.9874546527862549,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02788,5,1,2,0.9695839881896973,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02788,5,1,3,0.8066436648368835,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02788,5,2,3,0.7785713076591492,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02789,2,1,2,0.688859760761261,,"[3, 3]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02789,2,1,3,0.6823104619979858,,"[3, 3]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02789,2,2,3,0.992107629776001,,"[3, 3]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02790,3,1,2,0.7275087237358093,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02790,3,1,3,0.723143994808197,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw02790,3,2,3,0.9945811629295349,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16662,4,1,2,0.9955363273620605,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16662,4,1,3,0.9876309037208557,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16662,4,2,3,0.9920763373374939,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16666,4,1,2,0.9931102991104126,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16666,4,1,3,0.9805826544761658,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16666,4,2,3,0.9874320030212402,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16700,4,1,2,0.9931401014328003,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16700,4,1,3,0.9821431040763855,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16700,4,2,3,0.9889642000198364,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16702,3,1,2,0.7611894607543945,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16702,3,1,3,0.7566983103752136,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16702,3,2,3,0.9945738911628723,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16711,5,1,2,0.965089738368988,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16711,5,1,3,0.8534281849861145,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16711,5,2,3,0.8217950463294983,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16714,2,1,2,0.8927294611930847,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16714,2,1,3,0.8750312924385071,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16714,2,2,3,0.9812197685241699,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16716,2,1,2,0.8759451508522034,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16716,2,1,3,0.8539766073226929,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16716,2,2,3,0.9764019250869751,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16719,1,1,2,0.9222465753555298,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16719,1,1,3,0.9996281266212463,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16719,1,2,3,0.9226124882698059,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16737,4,1,2,0.9937630891799927,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16737,4,1,3,0.9867101907730103,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16737,4,2,3,0.9929258227348328,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16744,4,1,2,0.9961807131767273,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16744,4,1,3,0.9909676313400269,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16744,4,2,3,0.9947822690010071,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16750,2,1,2,0.8959469795227051,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16750,2,1,3,0.8742060661315918,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,4,KYOw16750,2,2,3,0.9769600629806519,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02702,4,1,2,0.9917946457862854,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02702,4,1,3,0.8199010491371155,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02702,4,2,3,0.8125673532485962,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02707,1,1,2,0.9979425668716431,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02707,1,1,3,0.876917839050293,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02707,1,2,3,0.8788577318191528,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02708,4,1,2,0.992552638053894,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02708,4,1,3,0.8370906710624695,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02708,4,2,3,0.8303146958351135,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02709,5,1,2,0.9916567206382751,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02709,5,1,3,0.9807469844818115,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02709,5,2,3,0.9890361428260803,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02715,3,1,2,0.9924255013465881,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02715,3,1,3,0.678168535232544,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02715,3,2,3,0.6722735166549683,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02716,3,1,2,0.9882479310035706,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02716,3,1,3,0.5586233139038086,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02716,3,2,3,0.5503848195075989,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02717,3,1,2,0.9951150417327881,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02717,3,1,3,0.7993651032447815,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02717,3,2,3,0.7951576709747314,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02719,5,1,2,0.9936662316322327,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02719,5,1,3,0.9897208213806152,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02719,5,2,3,0.996042013168335,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02720,1,1,2,0.9947617650032043,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02720,1,1,3,0.7661078572273254,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02720,1,2,3,0.7707419991493225,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02751,1,1,2,0.9951322674751282,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02751,1,1,3,0.7307683229446411,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02751,1,2,3,0.7347789406776428,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02752,1,1,2,0.9936257004737854,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02752,1,1,3,0.6801245808601379,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02752,1,2,3,0.6852445602416992,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02754,2,1,2,0.9272552132606506,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02754,2,1,3,0.9985998868942261,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02754,2,2,3,0.9268665313720703,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02756,3,1,2,0.9882628321647644,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02756,3,1,3,0.589057981967926,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02756,3,2,3,0.5806863903999329,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02758,3,1,2,0.9937695860862732,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02758,3,1,3,0.7647479176521301,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02758,3,2,3,0.7597171664237976,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02759,5,1,2,0.9920065402984619,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02759,5,1,3,0.9876188635826111,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02759,5,2,3,0.9940115213394165,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02760,3,1,2,0.9941934943199158,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02760,3,1,3,0.7570233345031738,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02760,3,2,3,0.7522740960121155,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02762,2,1,2,0.9697567224502563,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02762,2,1,3,0.9935070872306824,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02762,2,2,3,0.9660146236419678,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02763,2,1,2,0.9528083205223083,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02763,2,1,3,0.9972584247589111,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02763,2,2,3,0.9551321268081665,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02764,2,1,2,0.9464393258094788,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02764,2,1,3,0.9957979321479797,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02764,2,2,3,0.9505103826522827,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02766,1,1,2,0.9946184754371643,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02766,1,1,3,0.7537111639976501,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02766,1,2,3,0.7576695084571838,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02767,5,1,2,0.9804657697677612,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02767,5,1,3,0.9522925615310669,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02767,5,2,3,0.9709239602088928,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02768,4,1,2,0.9945123791694641,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02768,4,1,3,0.8096326589584351,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02768,4,2,3,0.8050572872161865,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02769,1,1,2,0.9939284324645996,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02769,1,1,3,0.7415210604667664,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02769,1,2,3,0.7465347051620483,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02770,2,1,2,0.9466826319694519,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02770,2,1,3,0.997009813785553,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02770,2,2,3,0.948052167892456,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02771,2,1,2,0.9169299006462097,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02771,2,1,3,0.9955053329467773,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02771,2,2,3,0.921089231967926,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02772,4,1,2,0.989981472492218,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02772,4,1,3,0.772930383682251,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02772,4,2,3,0.7649799585342407,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02773,5,1,2,0.9965506196022034,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02773,5,1,3,0.9925616979598999,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02773,5,2,3,0.9904608726501465,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02774,1,1,2,0.994331955909729,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02774,1,1,3,0.7568327188491821,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02774,1,2,3,0.7613999247550964,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02775,1,1,2,0.9964255690574646,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02775,1,1,3,0.7822150588035583,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02775,1,2,3,0.785199761390686,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02776,1,1,2,0.9954609274864197,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02776,1,1,3,0.7576598525047302,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02776,1,2,3,0.7613848447799683,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02777,5,1,2,0.9880995154380798,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02777,5,1,3,0.9752876162528992,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02777,5,2,3,0.987005889415741,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02780,3,1,2,0.9910086989402771,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02780,3,1,3,0.6880837082862854,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02780,3,2,3,0.6808963418006897,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02783,5,1,2,0.9922614097595215,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02783,5,1,3,0.9857556223869324,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02783,5,2,3,0.9902571439743042,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02784,3,1,2,0.9890365600585938,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02784,3,1,3,0.604824960231781,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02784,3,2,3,0.5968274474143982,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02787,4,1,2,0.9899517297744751,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02787,4,1,3,0.7285566926002502,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02787,4,2,3,0.7201749086380005,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02788,5,1,2,0.9876387715339661,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02788,5,1,3,0.9589574337005615,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02788,5,2,3,0.9711572527885437,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02789,2,1,2,0.9915086627006531,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02789,2,1,3,0.9783299565315247,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02789,2,2,3,0.9780129194259644,,"[4, 4]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02790,3,1,2,0.9973235726356506,,"[5, 5]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02790,3,1,3,0.6945943832397461,,"[5, 5]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw02790,3,2,3,0.6925431489944458,,"[5, 5]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16662,4,1,2,0.9891705513000488,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16662,4,1,3,0.7470648884773254,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16662,4,2,3,0.7381854057312012,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16666,4,1,2,0.9927346110343933,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16666,4,1,3,0.8182199001312256,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16666,4,2,3,0.8117417693138123,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16700,4,1,2,0.9924617409706116,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16700,4,1,3,0.7868250012397766,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16700,4,2,3,0.7803349494934082,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16702,3,1,2,0.9960843920707703,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16702,3,1,3,0.8327269554138184,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16702,3,2,3,0.8292981386184692,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16711,5,1,2,0.9894016981124878,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16711,5,1,3,0.9801766276359558,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16711,5,2,3,0.9886630773544312,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16714,2,1,2,0.9100614190101624,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16714,2,1,3,0.9974887371063232,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16714,2,2,3,0.9118422865867615,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16716,2,1,2,0.9342535138130188,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16716,2,1,3,0.9961106777191162,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16716,2,2,3,0.9377822875976562,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16719,1,1,2,0.9917402863502502,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16719,1,1,3,0.5233066082000732,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16719,1,2,3,0.528718888759613,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16737,4,1,2,0.9907062649726868,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16737,4,1,3,0.7677909731864929,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16737,4,2,3,0.760010302066803,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16744,4,1,2,0.9868717193603516,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16744,4,1,3,0.6990650296211243,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16744,4,2,3,0.6886202692985535,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16750,2,1,2,0.928509533405304,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16750,2,1,3,0.9965602159500122,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,6,KYOw16750,2,2,3,0.9316017627716064,,"[6, 6]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02702,4,1,2,0.9772606492042542,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02702,4,1,3,0.9976821541786194,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02702,4,2,3,0.9791051149368286,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02707,1,1,2,0.5782132744789124,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02707,1,1,3,0.8796085715293884,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02707,1,2,3,0.4940820038318634,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02708,4,1,2,0.9777010679244995,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02708,4,1,3,0.9994583129882812,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02708,4,2,3,0.9778446555137634,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02709,5,1,2,0.5189319849014282,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02709,5,1,3,0.4535238444805145,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02709,5,2,3,0.2988119423389435,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02715,3,1,2,0.9989877939224243,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02715,3,1,3,0.7125694155693054,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02715,3,2,3,0.7133622169494629,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02716,3,1,2,0.9985225796699524,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02716,3,1,3,0.6673118472099304,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02716,3,2,3,0.6684384346008301,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02717,3,1,2,0.9986169338226318,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02717,3,1,3,0.721379816532135,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02717,3,2,3,0.722494900226593,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02719,5,1,2,0.4373195469379425,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02719,5,1,3,0.4623226821422577,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02719,5,2,3,0.20589663088321686,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02720,1,1,2,0.6893148422241211,,"[7, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02720,1,1,3,0.9024940729141235,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02720,1,2,3,0.612116277217865,,"[8, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02751,1,1,2,0.7092463970184326,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02751,1,1,3,0.8423271775245667,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02751,1,2,3,0.5864510536193848,,"[7, 7]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02752,1,1,2,0.75626540184021,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02752,1,1,3,0.9093269109725952,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02752,1,2,3,0.6822787523269653,,"[8, 8]",[]
3,ARI,,ari,ARI,B0,condition,8,KYOw02754,2,1,2,0.7054583430290222,,"[8, 8]",[]
