feature_index,mean,pc1,pc2
0,0.3376861577446728,0.23713990891262332,-0.18866003615149474
1,0.15032208805829161,-0.1178594661981146,0.059461297454298345
2,-0.07155337435592285,0.6527661706690304,0.05035656171172287
3,-0.18034426711235538,0.08498869156663336,0.43363691526992015
4,0.010794873834664606,-0.0041920232788335635,-0.1368261776522812
5,0.15687570414561824,0.02448153445990156,0.2734021747998933
6,-0.1349975778131771,0.18002896144699046,-0.16786239682638315
7,-0.2604769219810171,0.014691368701830881,0.18483732794920232
8,0.24764047874045103,-0.11416269828382195,-0.38651515335651043
9,-0.22094371796090032,0.3215811368286835,0.13835327084774537
10,0.18703763500313622,0.1612520227892381,0.3065355653814847
11,-0.1832758743078722,-0.10925421093822657,-0.25022409647609495
12,0.12659604605490152,-0.09239048141355757,-0.08533682282497472
13,-0.20320199970955627,0.04732187837001858,0.3928530756822103
14,0.3159952804121625,0.21151292745178019,-0.0563897511499023
15,0.47695748724899173,0.5033930375851954,-0.35295148966551093
