condition,pc1,pc2,pixels
B1,-9.793692195212143,1.6013457503318804,17
B1,-9.793692195212143,2.2670042152404797,11
B1,-9.793692195212143,2.9326626801490807,3
B1,-9.413315928789334,-3.723921968936919,1
B1,-9.413315928789334,-3.0582635040283197,3
B1,-9.413315928789334,-2.3926050391197204,9
B1,-9.413315928789334,-1.7269465742111194,26
B1,-9.413315928789334,-1.0612881093025202,26
B1,-9.413315928789334,-0.3956296443939191,37
B1,-9.413315928789334,0.27002882051468013,21
B1,-9.413315928789334,0.9356872854232794,14
B1,-9.413315928789334,1.6013457503318804,29
B1,-9.413315928789334,2.2670042152404797,8
B1,-9.413315928789334,2.9326626801490807,3
B1,-9.032939662366525,-3.723921968936919,1
B1,-9.032939662366525,-3.0582635040283197,3
B1,-9.032939662366525,-2.3926050391197204,10
B1,-9.032939662366525,-1.7269465742111194,24
B1,-9.032939662366525,-1.0612881093025202,29
B1,-9.032939662366525,-0.3956296443939191,39
B1,-9.032939662366525,0.27002882051468013,23
B1,-9.032939662366525,0.9356872854232794,22
B1,-9.032939662366525,1.6013457503318804,39
B1,-9.032939662366525,2.2670042152404797,26
B1,-9.032939662366525,2.9326626801490807,2
B1,-8.652563395943716,-4.38958043384552,1
B1,-8.652563395943716,-3.723921968936919,1
B1,-8.652563395943716,-3.0582635040283197,4
B1,-8.652563395943716,-2.3926050391197204,8
B1,-8.652563395943716,-1.7269465742111194,22
B1,-8.652563395943716,-1.0612881093025202,43
B1,-8.652563395943716,-0.3956296443939191,35
B1,-8.652563395943716,0.27002882051468013,31
B1,-8.652563395943716,0.9356872854232794,44
B1,-8.652563395943716,1.6013457503318804,48
B1,-8.652563395943716,2.2670042152404797,63
B1,-8.652563395943716,2.9326626801490807,11
B1,-8.652563395943716,3.59832114505768,1
B1,-8.272187129520905,-3.723921968936919,1
B1,-8.272187129520905,-3.0582635040283197,5
B1,-8.272187129520905,-2.3926050391197204,11
B1,-8.272187129520905,-1.7269465742111194,30
B1,-8.272187129520905,-1.0612881093025202,39
B1,-8.272187129520905,-0.3956296443939191,32
B1,-8.272187129520905,0.27002882051468013,36
B1,-8.272187129520905,0.9356872854232794,40
B1,-8.272187129520905,1.6013457503318804,79
B1,-8.272187129520905,2.2670042152404797,86
B1,-8.272187129520905,2.9326626801490807,19
B1,-8.272187129520905,3.59832114505768,1
B1,-7.891810863098096,-3.0582635040283197,6
B1,-7.891810863098096,-2.3926050391197204,13
B1,-7.891810863098096,-1.7269465742111194,31
B1,-7.891810863098096,-1.0612881093025202,48
B1,-7.891810863098096,-0.3956296443939191,34
B1,-7.891810863098096,0.27002882051468013,49
B1,-7.891810863098096,0.9356872854232794,35
B1,-7.891810863098096,1.6013457503318804,72
B1,-7.891810863098096,2.2670042152404797,116
B1,-7.891810863098096,2.9326626801490807,29
B1,-7.5114345966752865,-3.723921968936919,2
B1,-7.5114345966752865,-3.0582635040283197,4
B1,-7.5114345966752865,-2.3926050391197204,11
B1,-7.5114345966752865,-1.7269465742111194,36
B1,-7.5114345966752865,-1.0612881093025202,69
B1,-7.5114345966752865,-0.3956296443939191,51
B1,-7.5114345966752865,0.27002882051468013,40
B1,-7.5114345966752865,0.9356872854232794,46
B1,-7.5114345966752865,1.6013457503318804,76
B1,-7.5114345966752865,2.2670042152404797,146
B1,-7.5114345966752865,2.9326626801490807,58
B1,-7.5114345966752865,3.59832114505768,1
B1,-7.5114345966752865,4.263979609966279,1
B1,-7.1310583302524755,-3.0582635040283197,11
B1,-7.1310583302524755,-2.3926050391197204,18
B1,-7.1310583302524755,-1.7269465742111194,45
B1,-7.1310583302524755,-1.0612881093025202,57
B1,-7.1310583302524755,-0.3956296443939191,61
B1,-7.1310583302524755,0.27002882051468013,65
B1,-7.1310583302524755,0.9356872854232794,66
B1,-7.1310583302524755,1.6013457503318804,87
B1,-7.1310583302524755,2.2670042152404797,159
B1,-7.1310583302524755,2.9326626801490807,70
B1,-7.1310583302524755,3.59832114505768,1
B1,-6.750682063829666,-4.38958043384552,1
B1,-6.750682063829666,-3.0582635040283197,8
B1,-6.750682063829666,-2.3926050391197204,17
B1,-6.750682063829666,-1.7269465742111194,35
B1,-6.750682063829666,-1.0612881093025202,63
B1,-6.750682063829666,-0.3956296443939191,81
B1,-6.750682063829666,0.27002882051468013,67
B1,-6.750682063829666,0.9356872854232794,87
B1,-6.750682063829666,1.6013457503318804,85
B1,-6.750682063829666,2.2670042152404797,170
B1,-6.750682063829666,2.9326626801490807,73
B1,-6.750682063829666,3.59832114505768,2
B1,-6.370305797406857,-3.0582635040283197,5
B1,-6.370305797406857,-2.3926050391197204,22
B1,-6.370305797406857,-1.7269465742111194,35
B1,-6.370305797406857,-1.0612881093025202,61
B1,-6.370305797406857,-0.3956296443939191,86
B1,-6.370305797406857,0.27002882051468013,86
B1,-6.370305797406857,0.9356872854232794,93
B1,-6.370305797406857,1.6013457503318804,113
B1,-6.370305797406857,2.2670042152404797,166
B1,-6.370305797406857,2.9326626801490807,94
B1,-6.370305797406857,3.59832114505768,4
B1,-5.989929530984048,-2.3926050391197204,27
B1,-5.989929530984048,-1.7269465742111194,46
B1,-5.989929530984048,-1.0612881093025202,81
B1,-5.989929530984048,-0.3956296443939191,113
B1,-5.989929530984048,0.27002882051468013,83
B1,-5.989929530984048,0.9356872854232794,117
B1,-5.989929530984048,1.6013457503318804,103
B1,-5.989929530984048,2.2670042152404797,173
B1,-5.989929530984048,2.9326626801490807,71
B1,-5.989929530984048,3.59832114505768,3
B1,-5.609553264561239,-3.0582635040283197,2
B1,-5.609553264561239,-2.3926050391197204,17
B1,-5.609553264561239,-1.7269465742111194,47
B1,-5.609553264561239,-1.0612881093025202,79
B1,-5.609553264561239,-0.3956296443939191,151
B1,-5.609553264561239,0.27002882051468013,135
B1,-5.609553264561239,0.9356872854232794,132
B1,-5.609553264561239,1.6013457503318804,113
B1,-5.609553264561239,2.2670042152404797,225
B1,-5.609553264561239,2.9326626801490807,49
B1,-5.609553264561239,3.59832114505768,3
B1,-5.229176998138428,-3.0582635040283197,3
B1,-5.229176998138428,-2.3926050391197204,25
B1,-5.229176998138428,-1.7269465742111194,67
B1,-5.229176998138428,-1.0612881093025202,87
B1,-5.229176998138428,-0.3956296443939191,142
B1,-5.229176998138428,0.27002882051468013,181
B1,-5.229176998138428,0.9356872854232794,149
B1,-5.229176998138428,1.6013457503318804,131
B1,-5.229176998138428,2.2670042152404797,215
B1,-5.229176998138428,2.9326626801490807,41
B1,-5.229176998138428,4.263979609966279,1
B1,-4.8488007317156185,-3.0582635040283197,2
B1,-4.8488007317156185,-2.3926050391197204,10
B1,-4.8488007317156185,-1.7269465742111194,92
B1,-4.8488007317156185,-1.0612881093025202,129
B1,-4.8488007317156185,-0.3956296443939191,180
B1,-4.8488007317156185,0.27002882051468013,225
B1,-4.8488007317156185,0.9356872854232794,166
B1,-4.8488007317156185,1.6013457503318804,123
B1,-4.8488007317156185,2.2670042152404797,223
B1,-4.8488007317156185,2.9326626801490807,33
B1,-4.468424465292809,-3.0582635040283197,1
B1,-4.468424465292809,-2.3926050391197204,20
B1,-4.468424465292809,-1.7269465742111194,94
B1,-4.468424465292809,-1.0612881093025202,154
B1,-4.468424465292809,-0.3956296443939191,205
B1,-4.468424465292809,0.27002882051468013,279
B1,-4.468424465292809,0.9356872854232794,207
B1,-4.468424465292809,1.6013457503318804,130
B1,-4.468424465292809,2.2670042152404797,145
B1,-4.468424465292809,2.9326626801490807,17
B1,-4.088048198869998,-2.3926050391197204,9
B1,-4.088048198869998,-1.7269465742111194,95
B1,-4.088048198869998,-1.0612881093025202,182
B1,-4.088048198869998,-0.3956296443939191,279
B1,-4.088048198869998,0.27002882051468013,345
B1,-4.088048198869998,0.9356872854232794,226
B1,-4.088048198869998,1.6013457503318804,108
B1,-4.088048198869998,2.2670042152404797,112
B1,-4.088048198869998,2.9326626801490807,11
B1,-3.707671932447189,-3.723921968936919,1
B1,-3.707671932447189,-3.0582635040283197,1
B1,-3.707671932447189,-2.3926050391197204,12
B1,-3.707671932447189,-1.7269465742111194,105
B1,-3.707671932447189,-1.0612881093025202,256
B1,-3.707671932447189,-0.3956296443939191,355
B1,-3.707671932447189,0.27002882051468013,512
B1,-3.707671932447189,0.9356872854232794,270
B1,-3.707671932447189,1.6013457503318804,93
B1,-3.707671932447189,2.2670042152404797,83
B1,-3.707671932447189,2.9326626801490807,10
B1,-3.32729566602438,-4.38958043384552,1
B1,-3.32729566602438,-3.0582635040283197,2
B1,-3.32729566602438,-2.3926050391197204,9
B1,-3.32729566602438,-1.7269465742111194,84
B1,-3.32729566602438,-1.0612881093025202,311
B1,-3.32729566602438,-0.3956296443939191,365
B1,-3.32729566602438,0.27002882051468013,579
B1,-3.32729566602438,0.9356872854232794,317
B1,-3.32729566602438,1.6013457503318804,98
B1,-3.32729566602438,2.2670042152404797,49
B1,-3.32729566602438,2.9326626801490807,13
B1,-2.946919399601571,-3.0582635040283197,1
B1,-2.946919399601571,-2.3926050391197204,6
B1,-2.946919399601571,-1.7269465742111194,67
B1,-2.946919399601571,-1.0612881093025202,361
B1,-2.946919399601571,-0.3956296443939191,521
B1,-2.946919399601571,0.27002882051468013,714
B1,-2.946919399601571,0.9356872854232794,384
B1,-2.946919399601571,1.6013457503318804,120
B1,-2.946919399601571,2.2670042152404797,39
B1,-2.946919399601571,2.9326626801490807,22
B1,-2.946919399601571,3.59832114505768,1
B1,-2.5665431331787616,-2.3926050391197204,5
B1,-2.5665431331787616,-1.7269465742111194,66
B1,-2.5665431331787616,-1.0612881093025202,416
B1,-2.5665431331787616,-0.3956296443939191,707
B1,-2.5665431331787616,0.27002882051468013,823
B1,-2.5665431331787616,0.9356872854232794,400
B1,-2.5665431331787616,1.6013457503318804,126
B1,-2.5665431331787616,2.2670042152404797,44
B1,-2.5665431331787616,2.9326626801490807,17
B1,-2.5665431331787616,3.59832114505768,1
B1,-2.1861668667559506,-2.3926050391197204,3
B1,-2.1861668667559506,-1.7269465742111194,92
B1,-2.1861668667559506,-1.0612881093025202,507
B1,-2.1861668667559506,-0.3956296443939191,796
B1,-2.1861668667559506,0.27002882051468013,1001
B1,-2.1861668667559506,0.9356872854232794,502
B1,-2.1861668667559506,1.6013457503318804,133
B1,-2.1861668667559506,2.2670042152404797,44
B1,-2.1861668667559506,2.9326626801490807,9
B1,-2.1861668667559506,3.59832114505768,3
B1,-1.8057906003331397,-2.3926050391197204,4
B1,-1.8057906003331397,-1.7269465742111194,73
B1,-1.8057906003331397,-1.0612881093025202,858
B1,-1.8057906003331397,-0.3956296443939191,1020
B1,-1.8057906003331397,0.27002882051468013,1216
B1,-1.8057906003331397,0.9356872854232794,538
B1,-1.8057906003331397,1.6013457503318804,147
B1,-1.8057906003331397,2.2670042152404797,51
B1,-1.8057906003331397,2.9326626801490807,16
B1,-1.4254143339103322,-2.3926050391197204,2
B1,-1.4254143339103322,-1.7269465742111194,35
B1,-1.4254143339103322,-1.0612881093025202,1569
B1,-1.4254143339103322,-0.3956296443939191,1496
B1,-1.4254143339103322,0.27002882051468013,1739
B1,-1.4254143339103322,0.9356872854232794,448
B1,-1.4254143339103322,1.6013457503318804,129
B1,-1.4254143339103322,2.2670042152404797,69
B1,-1.4254143339103322,2.9326626801490807,7
B1,-1.0450380674875213,-3.0582635040283197,1
B1,-1.0450380674875213,-2.3926050391197204,1
B1,-1.0450380674875213,-1.7269465742111194,18
B1,-1.0450380674875213,-1.0612881093025202,2292
B1,-1.0450380674875213,-0.3956296443939191,2362
B1,-1.0450380674875213,0.27002882051468013,2480
B1,-1.0450380674875213,0.9356872854232794,429
B1,-1.0450380674875213,1.6013457503318804,115
B1,-1.0450380674875213,2.2670042152404797,65
B1,-1.0450380674875213,2.9326626801490807,9
B1,-0.6646618010647138,-1.7269465742111194,15
B1,-0.6646618010647138,-1.0612881093025202,2237
B1,-0.6646618010647138,-0.3956296443939191,4448
B1,-0.6646618010647138,0.27002882051468013,3313
B1,-0.6646618010647138,0.9356872854232794,385
B1,-0.6646618010647138,1.6013457503318804,122
B1,-0.6646618010647138,2.2670042152404797,60
B1,-0.6646618010647138,2.9326626801490807,14
B1,-0.6646618010647138,3.59832114505768,2
B1,-0.28428553464190287,-1.7269465742111194,9
B1,-0.28428553464190287,-1.0612881093025202,2632
B1,-0.28428553464190287,-0.3956296443939191,7621
B1,-0.28428553464190287,0.27002882051468013,4278
B1,-0.28428553464190287,0.9356872854232794,475
B1,-0.28428553464190287,1.6013457503318804,107
B1,-0.28428553464190287,2.2670042152404797,53
B1,-0.28428553464190287,2.9326626801490807,6
B1,0.0960907317809081,-2.3926050391197204,1
B1,0.0960907317809081,-1.7269465742111194,6
B1,0.0960907317809081,-1.0612881093025202,1197
B1,0.0960907317809081,-0.3956296443939191,14572
B1,0.0960907317809081,0.27002882051468013,6101
B1,0.0960907317809081,0.9356872854232794,495
B1,0.0960907317809081,1.6013457503318804,159
B1,0.0960907317809081,2.2670042152404797,55
B1,0.0960907317809081,2.9326626801490807,5
B1,0.4764669982037155,-1.7269465742111194,7
B1,0.4764669982037155,-1.0612881093025202,148
B1,0.4764669982037155,-0.3956296443939191,19874
B1,0.4764669982037155,0.27002882051468013,7620
B1,0.4764669982037155,0.9356872854232794,615
B1,0.4764669982037155,1.6013457503318804,173
B1,0.4764669982037155,2.2670042152404797,34
B1,0.4764669982037155,2.9326626801490807,1
B1,0.4764669982037155,3.59832114505768,1
B1,0.8568432646265265,-1.7269465742111194,1
B1,0.8568432646265265,-1.0612881093025202,29
B1,0.8568432646265265,-0.3956296443939191,17091
B1,0.8568432646265265,0.27002882051468013,8657
B1,0.8568432646265265,0.9356872854232794,868
B1,0.8568432646265265,1.6013457503318804,216
B1,0.8568432646265265,2.2670042152404797,29
B1,1.237219531049334,-1.0612881093025202,13
B1,1.237219531049334,-0.3956296443939191,8593
B1,1.237219531049334,0.27002882051468013,12208
B1,1.237219531049334,0.9356872854232794,1393
B1,1.237219531049334,1.6013457503318804,253
B1,1.237219531049334,2.2670042152404797,12
B1,1.237219531049334,2.9326626801490807,1
B1,1.6175957974721449,-1.0612881093025202,10
B1,1.6175957974721449,-0.3956296443939191,1696
B1,1.6175957974721449,0.27002882051468013,10848
B1,1.6175957974721449,0.9356872854232794,1490
B1,1.6175957974721449,1.6013457503318804,232
B1,1.6175957974721449,2.2670042152404797,6
B1,1.6175957974721449,2.9326626801490807,2
B1,1.9979720638949559,-1.0612881093025202,5
B1,1.9979720638949559,-0.3956296443939191,438
B1,1.9979720638949559,0.27002882051468013,5682
B1,1.9979720638949559,0.9356872854232794,1366
B1,1.9979720638949559,1.6013457503318804,207
B1,1.9979720638949559,2.2670042152404797,4
B1,1.9979720638949559,3.59832114505768,1
B1,2.3783483303177633,-1.0612881093025202,2
B1,2.3783483303177633,-0.3956296443939191,211
B1,2.3783483303177633,0.27002882051468013,2193
B1,2.3783483303177633,0.9356872854232794,1602
B1,2.3783483303177633,1.6013457503318804,152
B1,2.3783483303177633,2.2670042152404797,2
B1,2.7587245967405742,-1.7269465742111194,1
B1,2.7587245967405742,-1.0612881093025202,2
B1,2.7587245967405742,-0.3956296443939191,129
B1,2.7587245967405742,0.27002882051468013,760
B1,2.7587245967405742,0.9356872854232794,1461
B1,2.7587245967405742,1.6013457503318804,93
B1,3.139100863163385,-1.7269465742111194,1
B1,3.139100863163385,-0.3956296443939191,92
B1,3.139100863163385,0.27002882051468013,334
B1,3.139100863163385,0.9356872854232794,994
B1,3.139100863163385,1.6013457503318804,47
B1,3.5194771295861926,-1.0612881093025202,1
B1,3.5194771295861926,-0.3956296443939191,57
B1,3.5194771295861926,0.27002882051468013,209
B1,3.5194771295861926,0.9356872854232794,367
B1,3.5194771295861926,1.6013457503318804,44
B1,3.8998533960090036,-0.3956296443939191,44
B1,3.8998533960090036,0.27002882051468013,161
B1,3.8998533960090036,0.9356872854232794,236
B1,3.8998533960090036,1.6013457503318804,24
B1,3.8998533960090036,2.9326626801490807,1
B1,4.280229662431815,-1.0612881093025202,1
B1,4.280229662431815,-0.3956296443939191,32
B1,4.280229662431815,0.27002882051468013,177
B1,4.280229662431815,0.9356872854232794,147
B1,4.280229662431815,1.6013457503318804,29
B1,4.660605928854622,-0.3956296443939191,13
B1,4.660605928854622,0.27002882051468013,151
B1,4.660605928854622,0.9356872854232794,87
B1,4.660605928854622,1.6013457503318804,11
B1,4.660605928854622,2.9326626801490807,1
B1,5.040982195277433,-0.3956296443939191,22
B1,5.040982195277433,0.27002882051468013,180
B1,5.040982195277433,0.9356872854232794,61
B1,5.040982195277433,1.6013457503318804,4
B1,5.42135846170024,-0.3956296443939191,24
B1,5.42135846170024,0.27002882051468013,173
B1,5.42135846170024,0.9356872854232794,20
B1,5.801734728123051,-0.3956296443939191,15
B1,5.801734728123051,0.27002882051468013,174
B1,5.801734728123051,0.9356872854232794,6
B1,6.182110994545862,-0.3956296443939191,2
B1,6.182110994545862,0.27002882051468013,110
B1,6.56248726096867,-0.3956296443939191,3
B1,6.56248726096867,0.27002882051468013,83
B1,6.56248726096867,0.9356872854232794,1
B1,6.942863527391481,-0.3956296443939191,2
B1,6.942863527391481,0.27002882051468013,28
B1,7.323239793814288,0.27002882051468013,3
B1,7.323239793814288,2.9326626801490807,1
B1,-17.59140565687974,-1.3941173417568198,1
B1,-17.59140565687974,-0.0628004119396195,1
B1,-17.59140565687974,1.268516517877579,1
B1,-17.211029390456932,-2.72543427157402,1
B1,-17.211029390456932,-1.3941173417568198,2
B1,-16.83065312403412,-2.059775806665419,3
B1,-16.83065312403412,-0.7284588768482205,1
B1,-16.83065312403412,0.6028580529689798,1
B1,-16.83065312403412,1.268516517877579,1
B1,-16.450276857611314,-2.72543427157402,2
B1,-16.450276857611314,-2.059775806665419,4
B1,-16.450276857611314,-1.3941173417568198,2
B1,-16.450276857611314,-0.7284588768482205,2
B1,-16.450276857611314,1.93417498278618,2
B1,-16.069900591188503,-2.72543427157402,2
B1,-16.069900591188503,-2.059775806665419,1
B1,-16.069900591188503,-1.3941173417568198,3
B1,-16.069900591188503,-0.7284588768482205,2
B1,-16.069900591188503,1.268516517877579,2
B1,-16.069900591188503,2.5998334476947793,1
B1,-15.689524324765692,-4.05675120139122,1
B1,-15.689524324765692,-2.72543427157402,3
B1,-15.689524324765692,-2.059775806665419,3
B1,-15.689524324765692,-1.3941173417568198,5
B1,-15.689524324765692,-0.0628004119396195,2
B1,-15.689524324765692,0.6028580529689798,1
B1,-15.309148058342885,-3.3910927364826193,1
B1,-15.309148058342885,-2.72543427157402,2
B1,-15.309148058342885,-2.059775806665419,3
B1,-15.309148058342885,-1.3941173417568198,1
B1,-15.309148058342885,-0.7284588768482205,2
B1,-15.309148058342885,-0.0628004119396195,2
B1,-15.309148058342885,0.6028580529689798,1
B1,-15.309148058342885,1.268516517877579,1
B1,-14.928771791920074,-3.3910927364826193,2
B1,-14.928771791920074,-2.72543427157402,4
B1,-14.928771791920074,-2.059775806665419,6
B1,-14.928771791920074,-1.3941173417568198,1
B1,-14.928771791920074,-0.7284588768482205,1
B1,-14.928771791920074,-0.0628004119396195,3
B1,-14.928771791920074,1.268516517877579,2
B1,-14.928771791920074,2.5998334476947793,1
B1,-14.548395525497265,-2.72543427157402,3
B1,-14.548395525497265,-2.059775806665419,4
B1,-14.548395525497265,-1.3941173417568198,5
B1,-14.548395525497265,-0.7284588768482205,3
B1,-14.548395525497265,-0.0628004119396195,3
B1,-14.548395525497265,1.268516517877579,1
B1,-14.168019259074455,-3.3910927364826193,3
B1,-14.168019259074455,-2.72543427157402,1
B1,-14.168019259074455,-2.059775806665419,4
B1,-14.168019259074455,-1.3941173417568198,6
B1,-14.168019259074455,-0.7284588768482205,5
B1,-14.168019259074455,0.6028580529689798,2
B1,-14.168019259074455,1.268516517877579,2
B1,-13.787642992651644,-3.3910927364826193,1
B1,-13.787642992651644,-2.72543427157402,6
B1,-13.787642992651644,-2.059775806665419,6
B1,-13.787642992651644,-1.3941173417568198,3
B1,-13.787642992651644,-0.7284588768482205,4
B1,-13.787642992651644,-0.0628004119396195,2
B1,-13.787642992651644,0.6028580529689798,2
B1,-13.787642992651644,1.268516517877579,1
B1,-13.787642992651644,1.93417498278618,1
B1,-13.407266726228835,-2.72543427157402,1
B1,-13.407266726228835,-2.059775806665419,2
B1,-13.407266726228835,-1.3941173417568198,4
B1,-13.407266726228835,-0.7284588768482205,8
B1,-13.407266726228835,-0.0628004119396195,2
B1,-13.407266726228835,1.268516517877579,3
B1,-13.026890459806026,-2.059775806665419,5
B1,-13.026890459806026,-1.3941173417568198,7
B1,-13.026890459806026,-0.7284588768482205,9
B1,-13.026890459806026,-0.0628004119396195,2
B1,-13.026890459806026,0.6028580529689798,2
B1,-13.026890459806026,1.268516517877579,2
B1,-12.646514193383215,-3.3910927364826193,1
B1,-12.646514193383215,-2.72543427157402,7
B1,-12.646514193383215,-2.059775806665419,10
B1,-12.646514193383215,-1.3941173417568198,13
B1,-12.646514193383215,-0.7284588768482205,7
B1,-12.646514193383215,-0.0628004119396195,6
B1,-12.646514193383215,0.6028580529689798,5
B1,-12.646514193383215,1.268516517877579,1
B1,-12.646514193383215,1.93417498278618,1
B1,-12.266137926960408,-3.3910927364826193,1
B1,-12.266137926960408,-2.72543427157402,6
B1,-12.266137926960408,-2.059775806665419,9
B1,-12.266137926960408,-1.3941173417568198,7
B1,-12.266137926960408,-0.7284588768482205,15
B1,-12.266137926960408,-0.0628004119396195,2
B1,-12.266137926960408,0.6028580529689798,5
B1,-12.266137926960408,1.93417498278618,1
B1,-12.266137926960408,3.2654919126033786,1
B1,-11.885761660537597,-4.05675120139122,1
B1,-11.885761660537597,-3.3910927364826193,2
B1,-11.885761660537597,-2.72543427157402,4
B1,-11.885761660537597,-2.059775806665419,12
B1,-11.885761660537597,-1.3941173417568198,8
B1,-11.885761660537597,-0.7284588768482205,20
B1,-11.885761660537597,-0.0628004119396195,11
B1,-11.885761660537597,0.6028580529689798,1
B1,-11.885761660537597,1.268516517877579,4
B1,-11.885761660537597,1.93417498278618,2
B1,-11.505385394114787,-2.72543427157402,6
B1,-11.505385394114787,-2.059775806665419,10
B1,-11.505385394114787,-1.3941173417568198,10
B1,-11.505385394114787,-0.7284588768482205,17
B1,-11.505385394114787,-0.0628004119396195,9
B1,-11.505385394114787,0.6028580529689798,6
B1,-11.505385394114787,1.268516517877579,3
B1,-11.505385394114787,1.93417498278618,1
B1,-11.505385394114787,2.5998334476947793,1
B1,-11.125009127691978,-3.3910927364826193,2
B1,-11.125009127691978,-2.72543427157402,5
B1,-11.125009127691978,-2.059775806665419,19
B1,-11.125009127691978,-1.3941173417568198,8
B1,-11.125009127691978,-0.7284588768482205,18
B1,-11.125009127691978,-0.0628004119396195,12
B1,-11.125009127691978,0.6028580529689798,10
B1,-11.125009127691978,1.268516517877579,6
B1,-11.125009127691978,1.93417498278618,1
B1,-10.744632861269167,-4.05675120139122,1
B1,-10.744632861269167,-2.72543427157402,3
B1,-10.744632861269167,-2.059775806665419,17
B1,-10.744632861269167,-1.3941173417568198,20
B1,-10.744632861269167,-0.7284588768482205,25
B1,-10.744632861269167,-0.0628004119396195,10
B1,-10.744632861269167,0.6028580529689798,10
B1,-10.744632861269167,1.268516517877579,9
B1,-10.744632861269167,1.93417498278618,5
B1,-10.744632861269167,2.5998334476947793,1
B1,-10.744632861269167,3.2654919126033786,1
B1,-10.364256594846358,-2.72543427157402,4
B1,-10.364256594846358,-2.059775806665419,17
B1,-10.364256594846358,-1.3941173417568198,16
B1,-10.364256594846358,-0.7284588768482205,20
B1,-10.364256594846358,-0.0628004119396195,19
B1,-10.364256594846358,0.6028580529689798,13
B1,-10.364256594846358,1.268516517877579,17
B1,-10.364256594846358,1.93417498278618,9
B1,-10.364256594846358,2.5998334476947793,3
B1,-9.983880328423549,-4.05675120139122,3
B1,-9.983880328423549,-3.3910927364826193,2
B1,-9.983880328423549,-2.72543427157402,6
B1,-9.983880328423549,-2.059775806665419,17
B1,-9.983880328423549,-1.3941173417568198,24
B1,-9.983880328423549,-0.7284588768482205,20
B1,-9.983880328423549,-0.0628004119396195,20
B1,-9.983880328423549,0.6028580529689798,10
B1,-9.983880328423549,1.268516517877579,15
B1,-9.983880328423549,1.93417498278618,17
B1,-9.983880328423549,2.5998334476947793,1
B1,-9.60350406200074,-5.388068131208419,1
B1,-9.60350406200074,-4.05675120139122,1
B1,-9.60350406200074,-3.3910927364826193,4
B1,-9.60350406200074,-2.72543427157402,5
B1,-9.60350406200074,-2.059775806665419,7
B1,-9.60350406200074,-1.3941173417568198,31
B1,-9.60350406200074,-0.7284588768482205,23
B1,-9.60350406200074,-0.0628004119396195,35
B1,-9.60350406200074,0.6028580529689798,16
B1,-9.60350406200074,1.268516517877579,23
B1,-9.60350406200074,1.93417498278618,13
B1,-9.60350406200074,2.5998334476947793,5
B1,-9.223127795577929,-4.05675120139122,1
B1,-9.223127795577929,-3.3910927364826193,1
B1,-9.223127795577929,-2.72543427157402,8
B1,-9.223127795577929,-2.059775806665419,15
B1,-9.223127795577929,-1.3941173417568198,21
B1,-9.223127795577929,-0.7284588768482205,29
B1,-9.223127795577929,-0.0628004119396195,34
B1,-9.223127795577929,0.6028580529689798,18
B1,-9.223127795577929,1.268516517877579,31
B1,-9.223127795577929,1.93417498278618,33
B1,-9.223127795577929,2.5998334476947793,19
B1,-8.84275152915512,-3.3910927364826193,1
B1,-8.84275152915512,-2.72543427157402,11
B1,-8.84275152915512,-2.059775806665419,8
B1,-8.84275152915512,-1.3941173417568198,20
B1,-8.84275152915512,-0.7284588768482205,19
B1,-8.84275152915512,-0.0628004119396195,40
B1,-8.84275152915512,0.6028580529689798,21
B1,-8.84275152915512,1.268516517877579,50
B1,-8.84275152915512,1.93417498278618,52
B1,-8.84275152915512,2.5998334476947793,20
B1,-8.84275152915512,3.2654919126033786,3
B1,-8.46237526273231,-4.05675120139122,1
B1,-8.46237526273231,-3.3910927364826193,3
B1,-8.46237526273231,-2.72543427157402,5
B1,-8.46237526273231,-2.059775806665419,18
B1,-8.46237526273231,-1.3941173417568198,31
B1,-8.46237526273231,-0.7284588768482205,38
B1,-8.46237526273231,-0.0628004119396195,32
B1,-8.46237526273231,0.6028580529689798,27
B1,-8.46237526273231,1.268516517877579,44
B1,-8.46237526273231,1.93417498278618,71
B1,-8.46237526273231,2.5998334476947793,44
B1,-8.46237526273231,3.2654919126033786,3
B1,-8.081998996309501,-3.3910927364826193,4
B1,-8.081998996309501,-2.72543427157402,11
B1,-8.081998996309501,-2.059775806665419,11
B1,-8.081998996309501,-1.3941173417568198,28
B1,-8.081998996309501,-0.7284588768482205,33
B1,-8.081998996309501,-0.0628004119396195,34
B1,-8.081998996309501,0.6028580529689798,31
B1,-8.081998996309501,1.268516517877579,54
B1,-8.081998996309501,1.93417498278618,92
B1,-8.081998996309501,2.5998334476947793,64
B1,-8.081998996309501,3.2654919126033786,7
B1,-7.70162272988669,-3.3910927364826193,1
B1,-7.70162272988669,-2.72543427157402,7
B1,-7.70162272988669,-2.059775806665419,16
B1,-7.70162272988669,-1.3941173417568198,43
B1,-7.70162272988669,-0.7284588768482205,49
B1,-7.70162272988669,-0.0628004119396195,45
B1,-7.70162272988669,0.6028580529689798,51
B1,-7.70162272988669,1.268516517877579,62
B1,-7.70162272988669,1.93417498278618,123
B1,-7.70162272988669,2.5998334476947793,126
B1,-7.70162272988669,3.2654919126033786,9
B1,-7.321246463463881,-3.3910927364826193,6
B1,-7.321246463463881,-2.72543427157402,15
B1,-7.321246463463881,-2.059775806665419,13
B1,-7.321246463463881,-1.3941173417568198,56
B1,-7.321246463463881,-0.7284588768482205,44
B1,-7.321246463463881,-0.0628004119396195,44
B1,-7.321246463463881,0.6028580529689798,54
