condition,original_cluster,display_cluster,snv_cosine_similarity,best_other_target_snv_cosine_similarity,assigned_minus_best_other,iou,overlap_pixels,common_pixels,condition_overlap_pixels,condition_overlap_fraction
M00,1,1,1.0,0.9988415199487616,0.0011584800512384197,1.0,1317472,3902250,3902250,1.0
M00,2,2,0.9999999999999996,0.9853314104630226,0.014668589536976917,1.0,88159,3902250,3902250,1.0
M00,3,3,0.9999999999999994,0.9829652303567793,0.01703476964322015,1.0,88912,3902250,3902250,1.0
M00,4,4,1.0,0.9829652303567793,0.017034769643220704,1.0,139992,3902250,3902250,1.0
M00,5,5,1.0,0.9958418189209461,0.004158181079053858,1.0,525846,3902250,3902250,1.0
M00,6,6,0.9999999999999999,0.9988415199487616,0.0011584800512383087,1.0,872644,3902250,3902250,1.0
M00,7,7,1.0,0.9969135065410458,0.003086493458954176,1.0,585514,3902250,3902250,1.0
M00,8,8,1.0,0.9958418189209461,0.004158181079053858,1.0,283711,3902250,3902250,1.0
