condition,contrast,cluster,kind,wavelength_nm,difference,aggregation
B1,B1-M00,1,reflectance,913.1,-0.004945715917510696,difference of equal-sample representative means; not paired
B1,B1-M00,5,snv,2245.521803921569,0.06751815361213986,difference of equal-sample representative means; not paired
B1,B1-M00,5,snv,2250.982549019608,0.07453250755595642,difference of equal-sample representative means; not paired
B1,B1-M00,5,snv,2256.4432941176474,0.08690715242825764,difference of equal-sample representative means; not paired
B1,B1-M00,5,snv,2261.9040392156867,0.09804352973226638,difference of equal-sample representative means; not paired
B1,B1-M00,5,snv,2267.364784313726,0.10502309618937078,difference of equal-sample representative means; not paired
B1,B1-M00,5,snv,2272.825529411765,0.11807930362802699,difference of equal-sample representative means; not paired
B1,B1-M00,5,snv,2278.286274509804,0.1310122519644097,difference of equal-sample representative means; not paired
B1,B1-M00,5,snv,2283.7470196078434,0.13873912858508675,difference of equal-sample representative means; not paired
B1,B1-M00,5,snv,2289.2077647058827,0.14555446284307827,difference of equal-sample representative means; not paired
B1,B1-M00,5,snv,2294.668509803922,0.15653115198727785,difference of equal-sample representative means; not paired
B1,B1-M00,5,snv,2300.1292549019613,0.16926432062078112,difference of equal-sample representative means; not paired
B1,B1-M00,5,snv,2305.59,0.1776637780790964,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,913.1,-5.4751420112874954e-05,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,918.5607450980392,-5.4751420112874954e-05,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,924.0214901960785,-5.4751420112874954e-05,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,929.4822352941177,-5.475142011287516e-05,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,934.9429803921569,-2.2575982886403207e-05,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,940.4037254901962,-1.425066813884119e-05,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,945.8644705882353,-5.1190580684934236e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,951.3252156862745,-1.6664669490941989e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,956.7859607843137,-2.4756476354527795e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,962.246705882353,-1.4122735793957838e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,967.7074509803922,-1.7546386976591536e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,973.1681960784314,-2.715720062033804e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,978.6289411764706,-4.681980080472349e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,984.0896862745099,-7.075813806722468e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,989.550431372549,-7.647842380740288e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,995.0111764705882,-6.625577170545254e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1000.4719215686275,-4.806977307309722e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1005.9326666666667,-2.701049634972982e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1011.3934117647059,-1.784511307000715e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1016.8541568627452,-1.8405084306582432e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1022.3149019607844,-1.059526600857626e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1027.7756470588236,-5.788845213351351e-08,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1033.2363921568628,8.897000110817305e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1038.697137254902,1.3381103673727466e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1044.1578823529412,1.0302959040155129e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1049.6186274509805,5.840837199871525e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1055.0793725490196,6.306954454645097e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1060.5401176470589,5.103808993270416e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1066.0008627450982,6.626232126926893e-08,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1071.4616078431372,-8.970872149823874e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1076.9223529411765,-1.390968312250029e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1082.3830980392158,-4.6224588339669903e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1087.843843137255,1.4781897575474333e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1093.3045882352942,3.471171421689956e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1098.7653333333333,5.7284375880554345e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1104.2260784313726,8.106114668712693e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1109.6868235294119,1.0907359195572594e-05,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1115.1475686274512,1.2946985748400354e-05,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1120.6083137254902,1.2244219082220749e-05,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1126.0690588235295,7.969028945037974e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1131.5298039215686,2.2718896696707543e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1136.990549019608,-1.3166117327108047e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1142.4512941176472,-2.006357011495648e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1147.9120392156863,-1.3719104102269034e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1153.3727843137256,-1.3042884977708896e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1158.8335294117649,-2.4936413218567616e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1164.294274509804,-3.7261988081915878e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1169.7550196078432,-3.0038125145919704e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1175.2157647058825,-1.5311932295249541e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1180.6765098039216,-1.321637655409037e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1186.137254901961,-3.4324040363365027e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1191.598,-6.459175025283597e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1197.0587450980393,-8.631517294720784e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1202.5194901960786,-8.59797803543722e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1207.9802352941178,-6.793674115116468e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1213.440980392157,-6.008936336765959e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1218.9017254901962,-6.136530636269273e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1224.3624705882353,-5.800394595058701e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1229.8232156862746,-4.699180216297755e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1235.2839607843139,-2.4004700571949034e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1240.7447058823532,1.9397956901260307e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1246.2054509803922,1.2617203917948643e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1251.6661960784315,1.5003598710338778e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1257.1269411764706,2.222131325168913e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1262.58768627451,1.322454230065091e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1268.0484313725492,4.4908336552396767e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1273.5091764705883,-2.21465631705663e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1278.9699215686276,-3.9328276537790985e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1284.4306666666666,4.6880622807092615e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1289.891411764706,2.517612434141027e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1295.3521568627452,3.8021739224019475e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1300.8129019607845,5.795105588596966e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1306.2736470588236,7.036752390082561e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1311.734392156863,7.972875504021684e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1317.195137254902,8.525363384546545e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1322.6558823529413,8.570291977791114e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1328.1166274509806,8.609304171960824e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1333.5773725490199,8.16590300266374e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1339.038117647059,5.755027447069938e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1344.4988627450982,2.291720737727052e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1349.9596078431373,-6.585234290925365e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1355.4203529411766,-3.1688428374865987e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1360.8810980392159,-4.929210508810458e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1366.341843137255,-5.3989326919656084e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1371.8025882352943,-4.305176152567061e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1377.2633333333333,-1.176247935595093e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1382.7240784313726,5.791825604580923e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1388.184823529412,9.190830175404371e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1393.6455686274512,8.74155606061993e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1399.1063137254903,5.739908900765828e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1404.5670588235296,1.8558041736650791e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1410.0278039215686,-1.767917827966629e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1415.488549019608,-5.544411833185665e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1420.9492941176472,-9.009522806097332e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1426.4100392156865,-1.1005580990437083e-05,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1431.8707843137256,-1.109958305637145e-05,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1437.3315294117647,-9.950377873704276e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1442.792274509804,-8.251569124781264e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1448.2530196078433,-5.599335696219031e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1453.7137647058826,-2.3083396602201962e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1459.1745098039219,-8.250701645000473e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1464.635254901961,-6.927195437396338e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1470.096,-1.7638662428977214e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1475.5567450980393,-2.6380105565659406e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1481.0174901960786,-2.4634382025262195e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1486.478235294118,-1.6160528294561683e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1491.938980392157,-1.2400924955962229e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1497.3997254901963,-3.4996161240531555e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1502.8604705882353,-3.609671589336269e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1508.3212156862746,-7.4691869069461e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1513.781960784314,-7.917306055248427e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1519.2427058823532,-2.0113132761422795e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1524.7034509803923,6.711310091152443e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1530.1641960784316,1.0059837240060216e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1535.6249411764707,4.60853713107559e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1541.08568627451,4.5694250241971037e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1546.5464313725493,-5.344564802889835e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1552.0071764705885,-3.871184911485788e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1557.4679215686276,-9.712389119715427e-08,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1562.9286666666667,-1.8617194526379888e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1568.389411764706,-3.438637705005036e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1573.8501568627453,-4.842428490325794e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1579.3109019607846,-1.8659746100496484e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1584.7716470588239,-2.270577899605262e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1590.232392156863,-2.6690720978768776e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1595.693137254902,-2.912111231521893e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1601.1538823529413,-2.761499044349806e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1606.6146274509806,-2.221860948954302e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1612.07537254902,-1.3687599536982245e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1617.536117647059,-1.0141555577050338e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1622.9968627450983,1.4524983123115013e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1628.4576078431373,1.1376453046315646e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1633.9183529411766,1.8613700390433163e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1639.379098039216,2.7514066578130224e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1644.8398431372552,3.5678730115598344e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1650.3005882352943,3.93892022849625e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1655.7613333333334,4.319461429938713e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1661.2220784313727,3.478818745024421e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1666.682823529412,1.2874377145262192e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1672.1435686274513,-1.2201713525668828e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1677.6043137254906,-2.351452970291794e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1683.0650588235296,-1.5913437517172263e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1688.5258039215687,4.3381162812710854e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1693.986549019608,2.3845156757009943e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1699.4472941176473,2.8270246170701915e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1704.9080392156866,1.3214643151242684e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1710.3687843137257,5.680823842594389e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1715.829529411765,-2.7530842834691993e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1721.290274509804,-8.93972725042597e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1726.7510196078433,-4.4918617127261734e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1732.2117647058826,6.921395027662083e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1737.672509803922,1.1366796473514643e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1743.133254901961,2.207814109359034e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1748.594,1.7490065177750465e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1754.0547450980393,4.89730105272593e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1759.5154901960786,-1.8870946917282684e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1764.976235294118,-9.139903554253915e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1770.4369803921572,-1.6939011992612065e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1775.8977254901963,-1.3898930139718805e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1781.3584705882354,-1.2020424520003633e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1786.8192156862747,-2.1321950983725813e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1792.279960784314,-1.137936765348898e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1797.7407058823533,-6.989007213020305e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1803.2014509803923,-1.954335812200884e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1808.6621960784316,-1.7375235022028616e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1814.1229411764707,-5.754057717509325e-08,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1819.58368627451,7.042738943392008e-08,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1825.0444313725493,7.025620710058378e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1830.5051764705886,7.703687016011758e-08,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1835.9659215686277,-1.3138432456833693e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1841.4266666666667,5.882187942801383e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1846.887411764706,4.078893155650554e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1852.3481568627453,5.448420616959861e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1857.8089019607846,5.510277371009827e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1863.269647058824,5.882141797766524e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1868.730392156863,7.627030668556548e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1874.191137254902,8.543654916383592e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1879.6518823529414,5.882694284748042e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1885.1126274509807,-5.858033758238416e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1890.57337254902,-6.730961420135356e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1896.034117647059,-8.232674984756427e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1901.4948627450983,-4.84905553485469e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1906.9556078431374,-1.7242610209792169e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1912.4163529411767,-1.0460042155758219e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1917.877098039216,-1.982892360028138e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1923.3378431372553,-2.3360740010250065e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1928.7985882352943,-2.2616378272744876e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1934.2593333333336,-1.919163481864974e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1939.7200784313727,-1.740504498961372e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1945.180823529412,-2.291154542395383e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1950.6415686274513,-3.036010351979625e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1956.1023137254906,-2.4820593208722205e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1961.5630588235294,-2.807803240096717e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1967.0238039215687,-2.4070132543920424e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1972.484549019608,-1.7106121559612133e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1977.9452941176473,-2.0521069640382085e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1983.4060392156866,-2.3232786749021e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1988.866784313726,-7.598593969869448e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1994.3275294117648,-1.9514604336813167e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,1999.788274509804,-6.025984911374799e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2005.2490196078434,1.4588788066883685e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2010.7097647058827,3.963411431548257e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2016.170509803922,4.7328649157219236e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2021.6312549019613,3.268184256361291e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2027.092,1.5974891388919254e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2032.5527450980394,-3.6116719305266844e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2038.0134901960787,1.5967094668246473e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2043.474235294118,3.3767327038518313e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2048.9349803921573,2.5416916052530016e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2054.3957254901966,1.103248170026808e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2059.8564705882354,-8.252645866112838e-08,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2065.3172156862747,-1.4832351255776306e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2070.777960784314,-6.142891989589948e-08,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2076.2387058823533,1.2593372789978818e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2081.6994509803926,9.460214867813457e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2087.1601960784315,7.988462927910488e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2092.6209411764708,-1.656114873410574e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2098.08168627451,-1.7091316604759007e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2103.5424313725493,-1.3777574099903583e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2109.0031764705886,6.951760760275046e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2114.463921568628,1.2905412740036992e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2119.924666666667,4.855075567827505e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2125.385411764706,-7.221100105044894e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2130.8461568627454,-9.739160414521015e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2136.3069019607847,-8.850302027974443e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2141.767647058824,7.782565939168787e-08,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2147.2283921568633,7.312029976925524e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2152.689137254902,-9.382190688370133e-08,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2158.1498823529414,-7.892032659261148e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2163.6106274509807,5.053699129826001e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2169.07137254902,1.7306971332431856e-08,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2174.5321176470593,-4.068544077063397e-08,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2179.992862745098,-1.3747669578135763e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2185.4536078431374,-2.6148775983574136e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2190.9143529411767,-1.8147805003698721e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2196.375098039216,1.1221119412510265e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2201.8358431372553,3.1257847841414626e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2207.2965882352946,6.699868188276441e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2212.7573333333335,-2.894762617812758e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2218.2180784313728,1.3501977630766453e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2223.678823529412,8.381017435223946e-07,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2229.1395686274514,1.560602306242755e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2234.6003137254907,1.5240921455145608e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2240.06105882353,-3.481952765744544e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2245.521803921569,-5.0591293460440685e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2250.982549019608,-2.4497542367468055e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2256.4432941176474,-5.960266324661269e-06,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2261.9040392156867,-1.156024843829243e-05,difference of equal-sample representative means; not paired
B1,B1-M00,5,second_derivative,2267.364784313726,-1.3315482479074492e-05,difference of equal-sample representative means; not paired
