sample_id,condition,cluster,pixels,pseudoabsorbance_pixels,pseudoabsorbance_excluded_pixels,pseudoabsorbance_defined
KYOw16662,B1,1,14971,14971,0,True
KYOw16662,B1,6,1768,1768,0,True
KYOw16662,B1,4,2303,2303,0,True
KYOw16662,B1,5,11540,11540,0,True
KYOw16662,B1,3,5663,5663,0,True
KYOw16662,B1,7,135,135,0,True
KYOw16662,B1,2,12274,12274,0,True
KYOw16662,B1,8,271,271,0,True
KYOw16666,B1,1,175,175,0,True
KYOw16666,B1,6,19836,19836,0,True
KYOw16666,B1,4,1961,1961,0,True
KYOw16666,B1,5,8,8,0,True
KYOw16666,B1,3,1164,1164,0,True
KYOw16666,B1,7,244,244,0,True
KYOw16666,B1,2,29419,29419,0,True
KYOw16666,B1,8,5531,5531,0,True
KYOw16700,B1,1,9801,9801,0,True
KYOw16700,B1,6,1257,1257,0,True
KYOw16700,B1,4,1563,1563,0,True
KYOw16700,B1,5,1045,1045,0,True
KYOw16700,B1,3,1534,1534,0,True
KYOw16700,B1,7,1882,1882,0,True
KYOw16700,B1,2,36280,36280,0,True
KYOw16700,B1,8,1676,1676,0,True
KYOw16702,B1,1,6,6,0,True
KYOw16702,B1,6,170,170,0,True
KYOw16702,B1,4,10069,10069,0,True
KYOw16702,B1,5,20,20,0,True
KYOw16702,B1,3,2716,2716,0,True
KYOw16702,B1,7,8234,8234,0,True
KYOw16702,B1,2,5062,5062,0,True
KYOw16702,B1,8,7662,7662,0,True
KYOw16711,B1,1,12378,12378,0,True
KYOw16711,B1,6,1049,1049,0,True
KYOw16711,B1,4,24624,24624,0,True
KYOw16711,B1,5,3174,3174,0,True
KYOw16711,B1,3,3415,3415,0,True
KYOw16711,B1,7,9876,9876,0,True
KYOw16711,B1,2,26316,26316,0,True
KYOw16711,B1,8,1180,1180,0,True
KYOw16714,B1,1,10781,10781,0,True
KYOw16714,B1,6,2374,2374,0,True
KYOw16714,B1,4,1857,1857,0,True
KYOw16714,B1,5,6217,6217,0,True
KYOw16714,B1,3,4834,4834,0,True
KYOw16714,B1,7,867,867,0,True
KYOw16714,B1,2,16646,16646,0,True
KYOw16714,B1,8,2551,2551,0,True
KYOw16716,B1,1,33280,33280,0,True
KYOw16716,B1,6,2603,2603,0,True
KYOw16716,B1,4,2967,2967,0,True
KYOw16716,B1,5,7641,7641,0,True
KYOw16716,B1,3,5268,5268,0,True
KYOw16716,B1,7,855,855,0,True
KYOw16716,B1,2,26323,26322,1,True
KYOw16716,B1,8,1119,1119,0,True
KYOw16719,B1,1,13339,13339,0,True
KYOw16719,B1,6,218,218,0,True
KYOw16719,B1,4,2183,2183,0,True
KYOw16719,B1,5,43428,43428,0,True
KYOw16719,B1,3,20677,20677,0,True
KYOw16719,B1,7,96,96,0,True
KYOw16719,B1,2,1402,1402,0,True
KYOw16719,B1,8,154,154,0,True
KYOw16737,B1,1,2277,2277,0,True
KYOw16737,B1,6,394,394,0,True
KYOw16737,B1,4,9688,9688,0,True
KYOw16737,B1,5,2360,2360,0,True
KYOw16737,B1,3,24834,24834,0,True
KYOw16737,B1,7,11974,11974,0,True
KYOw16737,B1,2,11548,11548,0,True
KYOw16737,B1,8,2618,2618,0,True
KYOw16744,B1,1,1975,1975,0,True
KYOw16744,B1,6,15335,15335,0,True
KYOw16744,B1,4,10778,10778,0,True
KYOw16744,B1,5,2194,2194,0,True
KYOw16744,B1,3,12629,12629,0,True
KYOw16744,B1,7,13068,13068,0,True
KYOw16744,B1,2,32611,32611,0,True
KYOw16744,B1,8,20273,20273,0,True
KYOw16750,B1,1,14885,14885,0,True
KYOw16750,B1,6,1223,1223,0,True
KYOw16750,B1,4,1644,1644,0,True
KYOw16750,B1,5,4971,4971,0,True
KYOw16750,B1,3,4736,4736,0,True
KYOw16750,B1,7,2352,2352,0,True
KYOw16750,B1,2,28092,28092,0,True
KYOw16750,B1,8,836,836,0,True
