feature_index,mean,pc1,pc2
65,0.07439177103389845,-0.05265557293553016,0.0750284022440381
66,0.07535947947843682,-0.0532697618396937,0.07742953713071814
67,0.07662124946912914,-0.053336784111344696,0.08134991429156571
68,0.07807575213943511,-0.05349701914613134,0.08521863131992985
69,0.07954290302724558,-0.053618821952883595,0.08955624963522933
70,0.08087972736884973,-0.05405212413667222,0.09327587037308664
71,0.08181217096798997,-0.054846783253496616,0.09584412081991088
72,0.08203731651898885,-0.05580005719650209,0.09760215429511822
73,0.08160011297705026,-0.0574192421386526,0.09785104289042067
74,0.08044795339075642,-0.05947023042699321,0.09620502154006272
75,0.0786416179933217,-0.06208407178755149,0.09246170499667021
76,0.07598633895239411,-0.06485171936632812,0.08717212722110683
77,0.07245910516543777,-0.06785906151029894,0.07997671040736827
78,0.06804337668342335,-0.07104616575315179,0.07080541818833762
79,0.06286729842806185,-0.07427413234324085,0.06001330196801168
80,0.057390365732857745,-0.07757317526534048,0.048122739495456965
81,0.05239390915208585,-0.08072266431249121,0.03625870936545719
82,0.047943373811000216,-0.083379308965922,0.024608939760548284
83,0.04359925730213083,-0.08507976970603227,0.014124767054058256
84,0.0397330941293944,-0.08593800448702964,0.006581259049651654
85,0.03652860357429211,-0.08633296203525177,0.0015169571110863677
86,0.03365877655280327,-0.08653929936763471,-0.003272585373063861
87,0.03020457131591767,-0.08634004922584418,-0.01013030034685193
88,0.02478088263653591,-0.0846364807915715,-0.019221094015634405
89,0.017804629728504197,-0.08152189334832842,-0.029996315834408305
90,0.009689093394974783,-0.07691172168333238,-0.04082392168194642
91,0.0009936825944117315,-0.07085227700699337,-0.04967571772301821
92,-0.007610080041547132,-0.06389531047943511,-0.055595948848399745
93,-0.015438506120117856,-0.05681770365386932,-0.05841963096210522
94,-0.02196978857800528,-0.050314001513733386,-0.05866334939704077
95,-0.027016959797707657,-0.04476816176364082,-0.057478030119590615
96,-0.03043922328978679,-0.040798342011287174,-0.056168058968073996
97,-0.032841990586753085,-0.03810780621567329,-0.05569017671286096
98,-0.03455098290339689,-0.03618528498507872,-0.05539089824277311
99,-0.03581360011107245,-0.03469395425680564,-0.05530903967534647
100,-0.036770843004868686,-0.033600722031975706,-0.05568702192009373
101,-0.037505740407942904,-0.032900273037720945,-0.05653353710151963
102,-0.03807433141074505,-0.03242869256220407,-0.057525362436204514
103,-0.038377789069288445,-0.0322225732599533,-0.058761353675280945
104,-0.03838113750777837,-0.03228531604516981,-0.05933363127312786
105,-0.038055661096062544,-0.033149841983711695,-0.06123879431543678
106,-0.03755186564877452,-0.03418761860754285,-0.06299081257262007
107,-0.03688184619889853,-0.035333510904122255,-0.06445007995677782
108,-0.036077668759782855,-0.036639728132855334,-0.06595174003630411
109,-0.035205123662691636,-0.03810406417960184,-0.06763302379126117
110,-0.03424560909481998,-0.039795676820440905,-0.06924036614010132
111,-0.03328271612692559,-0.041146057179406205,-0.06991244677389068
112,-0.03239133762128138,-0.04271801545741137,-0.07118271777181276
113,-0.0317066286451459,-0.04390904998818315,-0.07191693260891666
114,-0.03115477310245816,-0.0448854660831856,-0.07240578208909275
115,-0.030660473152549342,-0.04577516462588458,-0.07290473134462293
116,-0.030165130782362565,-0.046516459750085525,-0.07301928250980572
117,-0.029616171946146373,-0.047071008846529525,-0.07228307379938502
118,-0.02905322001087155,-0.04816529070685676,-0.07370537814324295
119,-0.02842824338974476,-0.04896479675424166,-0.0740075609442834
120,-0.027916235802278835,-0.04965568338265824,-0.07436103742508363
121,-0.027416550908266762,-0.050365796417567346,-0.07461295822320894
122,-0.026912728553021695,-0.051018342829738515,-0.0746627017523872
123,-0.02637717763848831,-0.05163309833810354,-0.07456977807102828
124,-0.025719781243473662,-0.052397195119365844,-0.0744998302762855
125,-0.024816273887695875,-0.053462357321458875,-0.07455268345021704
126,-0.023466112049541493,-0.05485157985201428,-0.0741131580201142
127,-0.021931812309152636,-0.05620461334579708,-0.07313495136137467
128,-0.020254477278487417,-0.05749849810182671,-0.07162538591537874
129,-0.01857594825739464,-0.05873624628532127,-0.06986223764305866
130,-0.016992271964337485,-0.05986314432603487,-0.06785797566858984
131,-0.015586345892723261,-0.06077514930590598,-0.06556345353499354
132,-0.014450978839170656,-0.06137008724291049,-0.06308233415779264
133,-0.013473364142543291,-0.0616063482821958,-0.06003097980254603
134,-0.012864790353424567,-0.06148159623013425,-0.05741370318264703
135,-0.012962964317576547,-0.060252826047842385,-0.05275775467062483
136,-0.013553538523947722,-0.05890005060564709,-0.04744528210359946
137,-0.014392239847520518,-0.05788605412941642,-0.041827213638622
138,-0.015376624800483879,-0.05720870813029252,-0.03615225306702779
139,-0.016431558459388332,-0.056656647724769076,-0.03097744427529949
140,-0.01719630511483114,-0.056070030895895684,-0.02670437688224607
141,-0.017425975359685958,-0.05569872833203326,-0.02467036689674371
142,-0.017627487444933768,-0.055245522906818764,-0.02373546535527509
143,-0.018199602212883897,-0.05465927816658411,-0.02346224234725389
144,-0.01872953050271841,-0.05422852007844648,-0.023691730298574215
145,-0.019089175225830868,-0.053936109294387566,-0.02472627149715138
146,-0.019344747145499847,-0.053617099026704064,-0.026464729037817793
147,-0.01951313111168831,-0.05318314784572347,-0.027953221356278493
148,-0.019978036307540806,-0.052257959737725415,-0.029033302125084003
149,-0.02047926335260496,-0.051459193338037286,-0.029433593085986712
150,-0.02068622155225085,-0.050951385479198544,-0.029312275020007515
151,-0.020750718863446174,-0.050938990551920985,-0.029514617004330217
152,-0.02094810572801828,-0.05099014543822246,-0.029994062024226855
153,-0.021315293203900854,-0.050765669513436196,-0.030553341504153363
154,-0.021700934080061796,-0.05035589033813536,-0.03149735571773973
155,-0.022124320342571793,-0.05008732882451595,-0.033708446459707976
156,-0.02257509398037376,-0.04940923054260212,-0.03506698018191888
157,-0.02312979302874364,-0.048596417146557394,-0.036178631453795455
158,-0.02350634536452237,-0.047830993548153664,-0.03683162428628209
159,-0.02381417224091154,-0.04718589679109058,-0.03773348897351771
160,-0.024035649241327478,-0.04663836080227431,-0.038626430981823716
161,-0.02409709527879581,-0.04618508867663389,-0.03909629582856709
162,-0.023956493955556733,-0.045986431447534476,-0.03948187958511573
163,-0.02339200451226109,-0.04652158503960541,-0.04046149636975337
164,-0.022995861820987458,-0.0470233915593168,-0.041912056765629736
165,-0.02248229702419167,-0.04754187108078993,-0.042756383402124655
166,-0.022052520555796765,-0.04783695117629729,-0.04321257536386422
167,-0.021579144073843787,-0.048172571668690836,-0.04367619864874924
168,-0.02102131564592692,-0.04862288907294066,-0.044163146621665615
169,-0.020375921554800853,-0.04914630797294797,-0.04457553020942608
170,-0.019446227048766127,-0.04997597074548749,-0.04519290354248967
171,-0.018615821113573062,-0.05045390902948289,-0.045012722181056085
172,-0.018095441749563845,-0.05092582658518345,-0.04614563753198999
173,-0.018107999391121656,-0.05064174281533781,-0.04658383957218992
174,-0.018576402420622296,-0.04991859273398963,-0.047230712795219454
175,-0.019492881102446777,-0.04856532886160725,-0.04769498239496744
176,-0.02105790743551497,-0.04634622016091635,-0.04765509606944319
177,-0.02382535596590051,-0.04293645507959921,-0.047297428996160754
178,-0.028858139663021455,-0.0367087663338226,-0.04505995689161826
179,-0.0350996183120393,-0.027632988280196252,-0.03793509371421841
180,-0.04250987304843964,-0.015608086962796922,-0.025561394493971053
181,-0.05032320393651482,-0.0014524336445047466,-0.009790272830540372
182,-0.05772623471633496,0.013095413269038736,0.00757087677523869
183,-0.06408779893821846,0.026203820127230572,0.024197501558316167
184,-0.06894522066555946,0.03656307200376709,0.038282467239509295
185,-0.07205261183190134,0.04374543166587643,0.04942630449904429
186,-0.07400633456920183,0.04788666948878593,0.05618204349894266
187,-0.07480377253928426,0.049413314913384306,0.05917178100770171
188,-0.0747839171376979,0.04896313592813137,0.05878152487442077
189,-0.07416379601335746,0.04748742601406784,0.05712409827805765
190,-0.07311900047480377,0.045093550276632956,0.05387153707873993
191,-0.07173266493512352,0.04204227141555159,0.04946439452701406
192,-0.0700770537765117,0.03881323943698338,0.04513827581283779
193,-0.0683610192917854,0.035245834819645445,0.039923623029957125
194,-0.06668988779299537,0.032030111151935034,0.035611091557453144
195,-0.06498938729965584,0.02909775583557445,0.032069706222590914
196,-0.06315663570402955,0.026078220877505536,0.028905896661447925
197,-0.06137392363785769,0.023113906567892094,0.025862937170420913
198,-0.059729638044969106,0.02050142915639948,0.023413056769853398
199,-0.058257252175790156,0.01830910235694234,0.021701841805314714
200,-0.057005721117207614,0.016376612499756114,0.02030911882028743
201,-0.05596322165111305,0.015053992166310166,0.020368824788698475
202,-0.05538488356700408,0.0141119429246053,0.020092308283075243
203,-0.0551742859960824,0.014081964042098036,0.021603408345562007
204,-0.05545188149674084,0.014724068929800403,0.02357572440382061
205,-0.05606207019542425,0.016056124770426457,0.026324078634075914
206,-0.05700109888254013,0.018008957176810968,0.029762649885097584
207,-0.058222410710961306,0.020324785124886658,0.03331006463747361
208,-0.059389237926239236,0.022707748026702248,0.03672646846788179
209,-0.0608403402406334,0.02542547974394261,0.04014207730382891
210,-0.06204448013450013,0.027880275787576188,0.043288883696615744
211,-0.06330597181203951,0.030344990842149772,0.04627814248011402
212,-0.06439923703346846,0.03274169725970232,0.04906005102425945
213,-0.06529355460913316,0.03493146067900313,0.05162941609545723
214,-0.06598867775486,0.03682967872676494,0.05381390406282106
215,-0.06653298714155276,0.03839360169219334,0.05531022600681727
216,-0.06719586239104558,0.03950075266327142,0.05599662616129011
217,-0.06722772324085745,0.039750270487567706,0.055954843573243054
218,-0.06769825393939413,0.04005942627162177,0.05532482448115467
219,-0.0678637691528957,0.04024585863250878,0.05493682247148507
220,-0.06789693893167553,0.040128542031242755,0.05402898506012808
221,-0.06780729554259034,0.039813622403047914,0.05284080483550363
222,-0.06758415881373664,0.03937644110225729,0.05180135172347524
223,-0.06734570964910754,0.03870361947348582,0.05069750566991222
224,-0.06697811609392605,0.037900272796644,0.049386539458033445
225,-0.06669244301686988,0.036899513578758765,0.04891356935383629
226,-0.06610938637898213,0.03558712568867698,0.047733715980219076
227,-0.06560739641878245,0.03446187079431837,0.04637790032182994
228,-0.06509010950999698,0.03303907364897509,0.04434165222262443
229,-0.06450817780546009,0.03153988191077525,0.04191768820284623
230,-0.06385752864343552,0.030412944175626466,0.03967079883442002
231,-0.06308270105665581,0.02936210772336981,0.03732707814818159
232,-0.0625832054887571,0.02835485123640291,0.0346460726705426
233,-0.06194822633597247,0.027547430279840288,0.0328405238742897
234,-0.06147736470785735,0.02691067519860797,0.03149678799435385
235,-0.060904928430759946,0.026318579856887805,0.03112987622245323
236,-0.060469137322395505,0.0258178066472528,0.030952410142807977
237,-0.06018906119408965,0.02540002227110771,0.030781357965161377
238,-0.05983833507505266,0.02489140767054647,0.030702738829747955
239,-0.059468532645496744,0.02409498321280654,0.029576026857559373
240,-0.059140210564833755,0.023869666026263166,0.029792040122141008
241,-0.059714632957817114,0.024343944006247797,0.03080301624304388
242,-0.060563740399868074,0.025913556942544345,0.033520291394474336
243,-0.06191433611877481,0.02839800729535531,0.03750784948555316
244,-0.06369488545477703,0.032058047809523316,0.04404597143262093
245,-0.06600739705327924,0.03710795696068529,0.053673565309293535
246,-0.06904540042760937,0.04350107862693383,0.06593282648424999
247,-0.07213255094382949,0.051258298494951206,0.08243294692199314
248,-0.07504398137527694,0.057434039631639795,0.0966144194272254
249,-0.0773442241324727,0.06287998843059477,0.11088893916098634
250,-0.07899482485301669,0.06706400520951065,0.12110957725552446
251,-0.07971289089027778,0.07047034948829241,0.13158894012928393
252,-0.0799620757450644,0.07353614818425497,0.14272361360397928
253,-0.08019649008420342,0.07668661573106084,0.15373271247809084
254,-0.0803754737934079,0.08010225415270311,0.16504348415878367
255,-0.08107798711004903,0.08235393292825186,0.17086007560700492
