feature_index,mean,pc1,pc2
0,0.057805660789404835,0.16445400071750985,0.07526451246283387
1,0.06956376633907743,0.15797525498656295,0.0002523624791132724
2,0.07612134401664894,0.1619666499061983,-0.07710732666054476
3,0.07990283440353894,0.16408415325474815,-0.1160018394804927
4,0.0834083260996361,0.16367251037056743,-0.1373845552721329
5,0.0870902667785425,0.1620003204544189,-0.1524269599372431
6,0.08970530868930857,0.15894313193895754,-0.15328716240207965
7,0.09049165436346798,0.15455236390322374,-0.14746514295138338
8,0.09095455632598026,0.148619724618213,-0.1397553779568359
9,0.09025565558179337,0.1418885718289387,-0.13188901963669916
10,0.08920354038562454,0.1346085857981002,-0.12352829827593709
11,0.08804223383229316,0.1269533705158469,-0.11507370985396684
12,0.08706964841882302,0.11963216695310573,-0.1067540807682569
13,0.08648709101883229,0.11346736877441024,-0.09885484610504411
14,0.08618164181836756,0.10874461841842047,-0.09201801090334487
15,0.08647666002865753,0.10526647307613698,-0.08571365947662901
16,0.08716329959027191,0.10227653429777749,-0.07965952410497046
17,0.08816996420011114,0.09983537471452163,-0.07403611342136741
18,0.0892277460275651,0.09800380229914707,-0.06883415902700891
19,0.09035556119183576,0.09649092592885777,-0.06398212260298582
20,0.09164046897770638,0.09501651938115299,-0.05925485510072558
21,0.09301692485936586,0.0936005185956738,-0.05431947029472914
22,0.09434759830810661,0.09241737768886156,-0.04916656634529444
23,0.09548684005218729,0.09140918847098384,-0.043464563264820594
24,0.09660405945320329,0.09015544166073892,-0.03784475984249378
25,0.09765910886763866,0.08870497009234253,-0.03169670326810803
26,0.09873627647141264,0.08712220779443783,-0.025201806693203276
27,0.0998276345785402,0.08551038619461947,-0.018718094200477785
28,0.10085717812233637,0.08395958472069392,-0.012401419631672447
29,0.10199011818602155,0.08239853168197502,-0.006288321375738118
30,0.10311861375487581,0.08088961814686176,-0.0007908751892161652
31,0.10442347444863564,0.07923352907632226,0.004044412486947615
32,0.10566302203132039,0.07764292612163419,0.00875607043837877
33,0.10689180111296728,0.07583212540279367,0.013630162027590372
34,0.10799876629293725,0.07358252125680056,0.018859649866631113
35,0.1086884713581356,0.07083220445277594,0.024689925589853005
36,0.10870254770907066,0.06745369342465163,0.03145121283878473
37,0.1079017133036434,0.06244155977439601,0.038688670863962986
38,0.10614783467704611,0.05518196922791497,0.04631110586544911
39,0.10327961906015083,0.04575042789431266,0.05349374518461364
40,0.09972891190841468,0.03491805047876155,0.05997788510053408
41,0.09607463609757445,0.02408439624342552,0.06509340664094646
42,0.09267761712095941,0.014487523867002475,0.06813468337852546
43,0.08945133195592846,0.006497988968328635,0.06885636244208282
44,0.08589049407103393,-0.0004100436855602818,0.06742542441101868
45,0.0820789443270309,-0.007115325849688857,0.06492471446591842
46,0.07856811392070197,-0.013520718837871207,0.06290847298232975
47,0.07550906889291732,-0.019743063045615405,0.061614150279550445
48,0.07277672804410516,-0.02573819484905209,0.06066488068919307
49,0.07007352576233085,-0.031519286329276905,0.05951680257795265
50,0.06717190466592306,-0.0371131321252537,0.057781651907561384
51,0.06428865854571408,-0.04213188192034554,0.055339538212295446
52,0.06252688196109854,-0.04562838015198561,0.05296246458372837
53,0.06162537277138759,-0.04781604083914796,0.050843096393528416
54,0.06123515824949761,-0.049100813602774476,0.04954693168186628
55,0.06113178330682831,-0.04994218494240784,0.04877927993476911
56,0.06143882291307534,-0.050690369931589124,0.04854872736394282
57,0.06236137508714105,-0.05135324020080036,0.04931023249131324
58,0.06374550596447216,-0.051520217753687036,0.05143757315489419
59,0.06550305875247037,-0.051568037644210175,0.054296176947626354
60,0.06741732044432382,-0.051475668348253054,0.05792593856062887
61,0.06927207159743307,-0.0515038226603856,0.061745928104814565
62,0.07090685509383571,-0.05166954904447597,0.06534544704687154
63,0.0722903794254932,-0.051985424578532384,0.06867372311370362
64,0.07344255160316203,-0.05236344517737518,0.07188933485405766
