condition,cluster,kind,wavelength_nm,mean,q25,q75,sample_count,pixel_count,sample_ids
M11,2,second_derivative,1874.191137254902,0.00013256854233330517,9.883448039538787e-05,0.0001703268168233552,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1879.6518823529414,0.0001558277116013409,0.00013759872889683444,0.0001961925681053865,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1885.1126274509807,0.00014423132413404424,0.00011642157203206995,0.00018415889016219203,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1890.57337254902,9.731545722359022e-05,6.816302509548688e-05,0.00012458109173084549,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1896.034117647059,3.811106830177842e-05,1.426927277535647e-05,5.3060297960358816e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1901.4948627450983,-1.3299059825835145e-05,-3.565736740369788e-05,3.900479776436285e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1906.9556078431374,-7.570910120491938e-05,-0.00010819075625798005,-6.263748358134721e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1912.4163529411767,-0.0001226618831853963,-0.00016229993547168132,-9.825630630237031e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1917.877098039216,-0.0001408418764855601,-0.00017778804943869003,-0.00011553657791562536,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1923.3378431372553,-0.00013553482385895212,-0.00017001388617243329,-0.00010996236427684904,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1928.7985882352943,-0.00012005561202153339,-0.00014943610021567882,-0.00010062155965075321,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1934.2593333333336,-9.965271512968269e-05,-0.0001251699620329347,-7.772339322021076e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1939.7200784313727,-8.33716469684277e-05,-0.00010623029891308321,-6.586454063743814e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1945.180823529412,-6.79538011830668e-05,-8.629561834655203e-05,-5.305152870262522e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1950.6415686274513,-4.867370831488406e-05,-5.901337556372e-05,-4.2164611347047555e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1956.1023137254906,-3.180626151099445e-05,-4.212497301882062e-05,-2.3293051477624865e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1961.5630588235294,-1.7931999874438042e-05,-2.5565678580319502e-05,-1.0117813614074142e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1967.0238039215687,-1.1380119742652183e-05,-1.7692193751180606e-05,-4.717938780077549e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1972.484549019608,-6.4564593226622565e-06,-1.2151602423278972e-05,3.264339760580999e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1977.9452941176473,-5.859243570007405e-06,-1.5503559670363484e-05,1.634259821827605e-08,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1983.4060392156866,-2.018875633612571e-06,-1.049670703664584e-05,8.92085555705309e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1988.866784313726,8.133196090194695e-06,4.0626152435436005e-07,1.881376483636038e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1994.3275294117648,2.2887249421795873e-05,1.474358103685557e-05,3.568979120390078e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,1999.788274509804,3.3584977843023176e-05,2.264197311762934e-05,4.235838201165423e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2005.2490196078434,4.13361947482989e-05,2.990824562177632e-05,4.9833438661346825e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2010.7097647058827,4.760853148919416e-05,3.447580351946143e-05,5.652484383858892e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2016.170509803922,4.712686561496727e-05,3.801260509673577e-05,6.168205762620803e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2021.6312549019613,4.597508392124579e-05,3.794856218011962e-05,6.114313796115167e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2027.092,4.6688411107011766e-05,3.728220139702799e-05,6.001393179407965e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2032.5527450980394,4.3453420529875935e-05,3.402749767300508e-05,4.698117581771952e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2038.0134901960787,3.5738671682021264e-05,2.58960832811685e-05,4.7734622078634496e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2043.474235294118,1.6749523031226797e-05,9.905489291819891e-06,2.26002472293119e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2048.9349803921573,-1.143348060475118e-06,-6.164243921350475e-06,4.292526410225664e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2054.3957254901966,-1.2268672595579443e-05,-2.736722565396029e-05,-2.8199080003149524e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2059.8564705882354,-1.556563349839861e-05,-2.024214290555649e-05,-8.484420148313718e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2065.3172156862747,-1.696961285468832e-05,-3.093086351657788e-05,-4.295231194583089e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2070.777960784314,-1.1689997147280586e-05,-2.655780268335465e-05,-4.451892310874429e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2076.2387058823533,-8.369437908483022e-06,-1.9934294746391454e-05,-8.198518683145539e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2081.6994509803926,-1.2176181048419788e-05,-1.930226980686664e-05,-2.56039972604781e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2087.1601960784315,-7.723872437533789e-06,-1.659738247725617e-05,4.956804868876813e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2092.6209411764708,-4.322621702259148e-06,-1.391048112335579e-05,9.673198250142838e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2098.08168627451,-6.230956030817101e-06,-1.31270430267145e-05,4.0799625929642536e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2103.5424313725493,-8.175666776224834e-06,-1.2925497692312712e-05,4.719227735073238e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2109.0031764705886,-7.299260290627252e-06,-2.2111043340559446e-05,-7.071910136081071e-07,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2114.463921568628,-1.8353052567833067e-05,-2.6587552608539882e-05,-1.3867751682384612e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2119.924666666667,-1.8666478783823284e-05,-2.742295364417018e-05,-7.988246844741267e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2125.385411764706,-1.1182710049062677e-05,-1.8673847168736504e-05,-5.516488644796182e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2130.8461568627454,-1.5036335233339382e-05,-2.406292540660295e-05,-6.572327029045165e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2136.3069019607847,-6.1238981540733545e-06,-1.4775886691271046e-05,-1.39701521435125e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2141.767647058824,7.318879688398879e-06,-8.539533906914455e-06,1.0817675245892826e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2147.2283921568633,1.1147793963737722e-05,-1.9820214285869685e-06,1.56698956073004e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2152.689137254902,5.0171354740468514e-06,-5.023506421778911e-06,1.4836057882993813e-05,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
M11,2,second_derivative,2158.1498823529414,-6.10268647274654e-06,-1.6925335823978968e-05,5.905989689704381e-06,29,89704,KYOw02707|KYOw02708|KYOw02709|KYOw02716|KYOw02717|KYOw02720|KYOw02752|KYOw02756|KYOw02758|KYOw02759|KYOw02760|KYOw02762|KYOw02763|KYOw02764|KYOw02766|KYOw02768|KYOw02769|KYOw02770|KYOw02771|KYOw02772|KYOw02774|KYOw02777|KYOw02783|KYOw02787|KYOw16662|KYOw16702|KYOw16711|KYOw16716|KYOw16744
