sample_id,condition,cluster,pixels,pseudoabsorbance_pixels,pseudoabsorbance_excluded_pixels,pseudoabsorbance_defined
KYOw02702,M11,1,4905,4905,0,True
KYOw02702,M11,2,0,0,0,False
KYOw02702,M11,3,675,675,0,True
KYOw02702,M11,4,0,0,0,False
KYOw02702,M11,5,3131,3131,0,True
KYOw02702,M11,7,2801,2801,0,True
KYOw02702,M11,6,50281,50281,0,True
KYOw02702,M11,8,1021,1021,0,True
KYOw02707,M11,1,3170,3170,0,True
KYOw02707,M11,2,29,29,0,True
KYOw02707,M11,3,1094,1094,0,True
KYOw02707,M11,4,27,27,0,True
KYOw02707,M11,5,894,894,0,True
KYOw02707,M11,7,20888,20888,0,True
KYOw02707,M11,6,85799,85799,0,True
KYOw02707,M11,8,3177,3177,0,True
KYOw02708,M11,1,59291,59291,0,True
KYOw02708,M11,2,1381,1381,0,True
KYOw02708,M11,3,367,367,0,True
KYOw02708,M11,4,2,2,0,True
KYOw02708,M11,5,3127,3127,0,True
KYOw02708,M11,7,11893,11893,0,True
KYOw02708,M11,6,25243,25243,0,True
KYOw02708,M11,8,3343,3343,0,True
KYOw02709,M11,1,0,0,0,False
KYOw02709,M11,2,186,186,0,True
KYOw02709,M11,3,1557,1557,0,True
KYOw02709,M11,4,5,5,0,True
KYOw02709,M11,5,779,779,0,True
KYOw02709,M11,7,791,791,0,True
KYOw02709,M11,6,31415,31415,0,True
KYOw02709,M11,8,5372,5372,0,True
KYOw02715,M11,1,52277,52277,0,True
KYOw02715,M11,2,0,0,0,False
KYOw02715,M11,3,1083,1083,0,True
KYOw02715,M11,4,36,36,0,True
KYOw02715,M11,5,11358,11358,0,True
KYOw02715,M11,7,1,1,0,True
KYOw02715,M11,6,281,281,0,True
KYOw02715,M11,8,88,88,0,True
KYOw02716,M11,1,113,113,0,True
KYOw02716,M11,2,5,5,0,True
KYOw02716,M11,3,1487,1487,0,True
KYOw02716,M11,4,0,0,0,False
KYOw02716,M11,5,877,877,0,True
KYOw02716,M11,7,426,426,0,True
KYOw02716,M11,6,57535,57535,0,True
KYOw02716,M11,8,2356,2356,0,True
KYOw02717,M11,1,60920,60920,0,True
KYOw02717,M11,2,9,9,0,True
KYOw02717,M11,3,1032,1032,0,True
KYOw02717,M11,4,38,38,0,True
KYOw02717,M11,5,8572,8572,0,True
KYOw02717,M11,7,766,766,0,True
KYOw02717,M11,6,8829,8829,0,True
KYOw02717,M11,8,1878,1878,0,True
KYOw02719,M11,1,61302,61302,0,True
KYOw02719,M11,2,0,0,0,False
KYOw02719,M11,3,633,633,0,True
KYOw02719,M11,4,0,0,0,False
KYOw02719,M11,5,4692,4692,0,True
KYOw02719,M11,7,178,178,0,True
KYOw02719,M11,6,8829,8829,0,True
KYOw02719,M11,8,1193,1193,0,True
KYOw02720,M11,1,103146,103146,0,True
KYOw02720,M11,2,10,10,0,True
KYOw02720,M11,3,555,555,0,True
KYOw02720,M11,4,0,0,0,False
KYOw02720,M11,5,14112,14112,0,True
KYOw02720,M11,7,5829,5829,0,True
KYOw02720,M11,6,7417,7417,0,True
KYOw02720,M11,8,105,105,0,True
KYOw02751,M11,1,27043,27043,0,True
KYOw02751,M11,2,0,0,0,False
KYOw02751,M11,3,581,581,0,True
KYOw02751,M11,4,1025,1025,0,True
KYOw02751,M11,5,37121,37121,0,True
KYOw02751,M11,7,7,7,0,True
KYOw02751,M11,6,1151,1151,0,True
KYOw02751,M11,8,4541,4541,0,True
KYOw02752,M11,1,31610,31610,0,True
KYOw02752,M11,2,7,7,0,True
KYOw02752,M11,3,1093,1093,0,True
KYOw02752,M11,4,0,0,0,False
KYOw02752,M11,5,14561,14561,0,True
KYOw02752,M11,7,4571,4571,0,True
KYOw02752,M11,6,60954,60954,0,True
KYOw02752,M11,8,4397,4396,1,True
KYOw02754,M11,1,22756,22756,0,True
KYOw02754,M11,2,0,0,0,False
KYOw02754,M11,3,1118,1118,0,True
KYOw02754,M11,4,0,0,0,False
KYOw02754,M11,5,16959,16959,0,True
KYOw02754,M11,7,5,5,0,True
KYOw02754,M11,6,5286,5286,0,True
KYOw02754,M11,8,1118,1118,0,True
KYOw02756,M11,1,59102,59102,0,True
KYOw02756,M11,2,39,39,0,True
KYOw02756,M11,3,2666,2666,0,True
KYOw02756,M11,4,7,7,0,True
KYOw02756,M11,5,24179,24179,0,True
KYOw02756,M11,7,3904,3904,0,True
KYOw02756,M11,6,9481,9481,0,True
KYOw02756,M11,8,1729,1729,0,True
KYOw02758,M11,1,2501,2501,0,True
KYOw02758,M11,2,1160,1160,0,True
KYOw02758,M11,3,1027,1027,0,True
KYOw02758,M11,4,1284,1284,0,True
KYOw02758,M11,5,2792,2792,0,True
KYOw02758,M11,7,11262,11262,0,True
KYOw02758,M11,6,46083,46083,0,True
KYOw02758,M11,8,6170,6170,0,True
KYOw02759,M11,1,33345,33345,0,True
KYOw02759,M11,2,5106,5106,0,True
KYOw02759,M11,3,1173,1173,0,True
KYOw02759,M11,4,0,0,0,False
KYOw02759,M11,5,3910,3910,0,True
KYOw02759,M11,7,9610,9610,0,True
KYOw02759,M11,6,18659,18659,0,True
KYOw02759,M11,8,2663,2663,0,True
KYOw02760,M11,1,4079,4079,0,True
KYOw02760,M11,2,24,24,0,True
KYOw02760,M11,3,376,376,0,True
KYOw02760,M11,4,0,0,0,False
KYOw02760,M11,5,843,843,0,True
KYOw02760,M11,7,19574,19574,0,True
KYOw02760,M11,6,24474,24474,0,True
KYOw02760,M11,8,758,757,1,True
KYOw02762,M11,1,8,8,0,True
KYOw02762,M11,2,10239,10239,0,True
KYOw02762,M11,3,1760,1760,0,True
KYOw02762,M11,4,19,19,0,True
KYOw02762,M11,5,90,90,0,True
KYOw02762,M11,7,13109,13106,3,True
KYOw02762,M11,6,18122,18122,0,True
KYOw02762,M11,8,24531,24531,0,True
KYOw02763,M11,1,45598,45598,0,True
KYOw02763,M11,2,3,3,0,True
KYOw02763,M11,3,650,650,0,True
KYOw02763,M11,4,750,750,0,True
KYOw02763,M11,5,2297,2297,0,True
KYOw02763,M11,7,28232,28229,3,True
KYOw02763,M11,6,22680,22680,0,True
KYOw02763,M11,8,2252,2252,0,True
KYOw02764,M11,1,8145,8145,0,True
KYOw02764,M11,2,58808,58805,3,True
KYOw02764,M11,3,846,846,0,True
KYOw02764,M11,4,0,0,0,False
KYOw02764,M11,5,1053,1053,0,True
KYOw02764,M11,7,9939,9938,1,True
KYOw02764,M11,6,26122,26122,0,True
KYOw02764,M11,8,803,803,0,True
KYOw02766,M11,1,4725,4725,0,True
KYOw02766,M11,2,88,88,0,True
KYOw02766,M11,3,2373,2373,0,True
KYOw02766,M11,4,1532,1532,0,True
KYOw02766,M11,5,2464,2464,0,True
KYOw02766,M11,7,9830,9829,1,True
KYOw02766,M11,6,12939,12939,0,True
KYOw02766,M11,8,12225,12225,0,True
KYOw02767,M11,1,26592,26592,0,True
KYOw02767,M11,2,0,0,0,False
KYOw02767,M11,3,2297,2297,0,True
KYOw02767,M11,4,48,48,0,True
KYOw02767,M11,5,97964,97964,0,True
KYOw02767,M11,7,16468,16468,0,True
KYOw02767,M11,6,5134,5134,0,True
KYOw02767,M11,8,3640,3640,0,True
KYOw02768,M11,1,107,107,0,True
KYOw02768,M11,2,6,6,0,True
KYOw02768,M11,3,19922,19922,0,True
KYOw02768,M11,4,1098,1097,1,True
KYOw02768,M11,5,206,206,0,True
KYOw02768,M11,7,16254,16254,0,True
KYOw02768,M11,6,766,766,0,True
KYOw02768,M11,8,27533,27533,0,True
KYOw02769,M11,1,102927,102927,0,True
KYOw02769,M11,2,34,34,0,True
KYOw02769,M11,3,1372,1372,0,True
KYOw02769,M11,4,90,90,0,True
KYOw02769,M11,5,7243,7243,0,True
KYOw02769,M11,7,36292,36292,0,True
KYOw02769,M11,6,10682,10682,0,True
KYOw02769,M11,8,3094,3094,0,True
KYOw02770,M11,1,148,148,0,True
KYOw02770,M11,2,3644,3644,0,True
KYOw02770,M11,3,998,998,0,True
KYOw02770,M11,4,3,3,0,True
KYOw02770,M11,5,391,391,0,True
KYOw02770,M11,7,5363,5363,0,True
KYOw02770,M11,6,19531,19531,0,True
KYOw02770,M11,8,3325,3325,0,True
KYOw02771,M11,1,92563,92563,0,True
KYOw02771,M11,2,9,9,0,True
KYOw02771,M11,3,397,397,0,True
KYOw02771,M11,4,0,0,0,False
KYOw02771,M11,5,12732,12732,0,True
KYOw02771,M11,7,7450,7450,0,True
KYOw02771,M11,6,548,548,0,True
KYOw02771,M11,8,397,397,0,True
KYOw02772,M11,1,9910,9910,0,True
KYOw02772,M11,2,2623,2623,0,True
KYOw02772,M11,3,6768,6768,0,True
KYOw02772,M11,4,129,129,0,True
KYOw02772,M11,5,2049,2049,0,True
KYOw02772,M11,7,19250,19249,1,True
KYOw02772,M11,6,25615,25615,0,True
KYOw02772,M11,8,6867,6867,0,True
KYOw02773,M11,1,12802,12802,0,True
KYOw02773,M11,2,0,0,0,False
KYOw02773,M11,3,357,357,0,True
KYOw02773,M11,4,0,0,0,False
KYOw02773,M11,5,469,469,0,True
KYOw02773,M11,7,29695,29695,0,True
