sample_id,condition,cluster,pixels,pseudoabsorbance_pixels,pseudoabsorbance_excluded_pixels,pseudoabsorbance_defined
KYOw02773,M11,6,7814,7814,0,True
KYOw02773,M11,8,1481,1481,0,True
KYOw02774,M11,1,8507,8507,0,True
KYOw02774,M11,2,6037,6035,2,True
KYOw02774,M11,3,993,993,0,True
KYOw02774,M11,4,0,0,0,False
KYOw02774,M11,5,4469,4469,0,True
KYOw02774,M11,7,7603,7603,0,True
KYOw02774,M11,6,10544,10544,0,True
KYOw02774,M11,8,774,774,0,True
KYOw02775,M11,1,8136,8136,0,True
KYOw02775,M11,2,0,0,0,False
KYOw02775,M11,3,2014,2014,0,True
KYOw02775,M11,4,0,0,0,False
KYOw02775,M11,5,5591,5591,0,True
KYOw02775,M11,7,11660,11660,0,True
KYOw02775,M11,6,19370,19370,0,True
KYOw02775,M11,8,4934,4934,0,True
KYOw02776,M11,1,13968,13968,0,True
KYOw02776,M11,2,0,0,0,False
KYOw02776,M11,3,7256,7256,0,True
KYOw02776,M11,4,10,10,0,True
KYOw02776,M11,5,64752,64752,0,True
KYOw02776,M11,7,536,536,0,True
KYOw02776,M11,6,2172,2172,0,True
KYOw02776,M11,8,2781,2781,0,True
KYOw02777,M11,1,32799,32799,0,True
KYOw02777,M11,2,1,1,0,True
KYOw02777,M11,3,2391,2391,0,True
KYOw02777,M11,4,639,639,0,True
KYOw02777,M11,5,79968,79968,0,True
KYOw02777,M11,7,1449,1449,0,True
KYOw02777,M11,6,1214,1214,0,True
KYOw02777,M11,8,3226,3226,0,True
KYOw02780,M11,1,10163,10163,0,True
KYOw02780,M11,2,0,0,0,False
KYOw02780,M11,3,267,267,0,True
KYOw02780,M11,4,0,0,0,False
KYOw02780,M11,5,18167,18167,0,True
KYOw02780,M11,7,12753,12752,1,True
KYOw02780,M11,6,14619,14618,1,True
KYOw02780,M11,8,495,495,0,True
KYOw02783,M11,1,31609,31609,0,True
KYOw02783,M11,2,5,5,0,True
KYOw02783,M11,3,623,623,0,True
KYOw02783,M11,4,1,1,0,True
KYOw02783,M11,5,17713,17713,0,True
KYOw02783,M11,7,21650,21650,0,True
KYOw02783,M11,6,11967,11967,0,True
KYOw02783,M11,8,650,650,0,True
KYOw02784,M11,1,61392,61391,1,True
KYOw02784,M11,2,0,0,0,False
KYOw02784,M11,3,288,288,0,True
KYOw02784,M11,4,0,0,0,False
KYOw02784,M11,5,15247,15247,0,True
KYOw02784,M11,7,13429,13429,0,True
KYOw02784,M11,6,26970,26970,0,True
KYOw02784,M11,8,223,223,0,True
KYOw02787,M11,1,85997,85997,0,True
KYOw02787,M11,2,5,5,0,True
KYOw02787,M11,3,764,764,0,True
KYOw02787,M11,4,1,1,0,True
KYOw02787,M11,5,7571,7571,0,True
KYOw02787,M11,7,6161,6161,0,True
KYOw02787,M11,6,5837,5837,0,True
KYOw02787,M11,8,348,348,0,True
KYOw02788,M11,1,0,0,0,False
KYOw02788,M11,2,0,0,0,False
KYOw02788,M11,3,5039,5039,0,True
KYOw02788,M11,4,7460,7460,0,True
KYOw02788,M11,5,31,31,0,True
KYOw02788,M11,7,429,429,0,True
KYOw02788,M11,6,10,10,0,True
KYOw02788,M11,8,99325,99325,0,True
KYOw02789,M11,1,0,0,0,False
KYOw02789,M11,2,0,0,0,False
KYOw02789,M11,3,345,345,0,True
KYOw02789,M11,4,125551,125551,0,True
KYOw02789,M11,5,0,0,0,False
KYOw02789,M11,7,1,1,0,True
KYOw02789,M11,6,0,0,0,False
KYOw02789,M11,8,49,49,0,True
KYOw02790,M11,1,1,1,0,True
KYOw02790,M11,2,0,0,0,False
KYOw02790,M11,3,2598,2598,0,True
KYOw02790,M11,4,296,296,0,True
KYOw02790,M11,5,3238,3238,0,True
KYOw02790,M11,7,746,746,0,True
KYOw02790,M11,6,4982,4982,0,True
KYOw02790,M11,8,14388,14388,0,True
KYOw16662,M11,1,25975,25975,0,True
KYOw16662,M11,2,173,173,0,True
KYOw16662,M11,3,571,571,0,True
KYOw16662,M11,4,370,370,0,True
KYOw16662,M11,5,7985,7985,0,True
KYOw16662,M11,7,6254,6254,0,True
KYOw16662,M11,6,6407,6407,0,True
KYOw16662,M11,8,1190,1190,0,True
KYOw16666,M11,1,0,0,0,False
KYOw16666,M11,2,0,0,0,False
KYOw16666,M11,3,664,664,0,True
KYOw16666,M11,4,0,0,0,False
KYOw16666,M11,5,165,165,0,True
KYOw16666,M11,7,2122,2122,0,True
KYOw16666,M11,6,52606,52606,0,True
KYOw16666,M11,8,2781,2781,0,True
KYOw16700,M11,1,25818,25818,0,True
KYOw16700,M11,2,0,0,0,False
KYOw16700,M11,3,283,283,0,True
KYOw16700,M11,4,0,0,0,False
KYOw16700,M11,5,791,791,0,True
KYOw16700,M11,7,18384,18384,0,True
KYOw16700,M11,6,9052,9052,0,True
KYOw16700,M11,8,710,710,0,True
KYOw16702,M11,1,28,28,0,True
KYOw16702,M11,2,16,16,0,True
KYOw16702,M11,3,642,642,0,True
KYOw16702,M11,4,804,804,0,True
KYOw16702,M11,5,1218,1218,0,True
KYOw16702,M11,7,7548,7548,0,True
KYOw16702,M11,6,19676,19676,0,True
KYOw16702,M11,8,4007,4007,0,True
KYOw16711,M11,1,25102,25102,0,True
KYOw16711,M11,2,3,3,0,True
KYOw16711,M11,3,1259,1259,0,True
KYOw16711,M11,4,2,2,0,True
KYOw16711,M11,5,1517,1517,0,True
KYOw16711,M11,7,21423,21423,0,True
KYOw16711,M11,6,19154,19154,0,True
KYOw16711,M11,8,13552,13552,0,True
KYOw16714,M11,1,18222,18222,0,True
KYOw16714,M11,2,0,0,0,False
KYOw16714,M11,3,539,539,0,True
KYOw16714,M11,4,0,0,0,False
KYOw16714,M11,5,2069,2069,0,True
KYOw16714,M11,7,7583,7583,0,True
KYOw16714,M11,6,16914,16914,0,True
KYOw16714,M11,8,800,800,0,True
KYOw16716,M11,1,54092,54092,0,True
KYOw16716,M11,2,58,58,0,True
KYOw16716,M11,3,686,686,0,True
KYOw16716,M11,4,7,7,0,True
KYOw16716,M11,5,3722,3722,0,True
KYOw16716,M11,7,11121,11120,1,True
KYOw16716,M11,6,9176,9176,0,True
KYOw16716,M11,8,1194,1194,0,True
KYOw16719,M11,1,38397,38397,0,True
KYOw16719,M11,2,0,0,0,False
KYOw16719,M11,3,890,890,0,True
KYOw16719,M11,4,9,9,0,True
KYOw16719,M11,5,40673,40673,0,True
KYOw16719,M11,7,254,254,0,True
KYOw16719,M11,6,487,487,0,True
KYOw16719,M11,8,787,787,0,True
KYOw16737,M11,1,10858,10858,0,True
KYOw16737,M11,2,0,0,0,False
KYOw16737,M11,3,1811,1811,0,True
KYOw16737,M11,4,155,155,0,True
KYOw16737,M11,5,23218,23218,0,True
KYOw16737,M11,7,10291,10291,0,True
KYOw16737,M11,6,16722,16722,0,True
KYOw16737,M11,8,2638,2638,0,True
KYOw16744,M11,1,186,186,0,True
KYOw16744,M11,2,1,1,0,True
KYOw16744,M11,3,2258,2258,0,True
KYOw16744,M11,4,130,130,0,True
KYOw16744,M11,5,1399,1399,0,True
KYOw16744,M11,7,5918,5918,0,True
KYOw16744,M11,6,91944,91944,0,True
KYOw16744,M11,8,7027,7027,0,True
KYOw16750,M11,1,31386,31386,0,True
KYOw16750,M11,2,0,0,0,False
KYOw16750,M11,3,270,270,0,True
KYOw16750,M11,4,0,0,0,False
KYOw16750,M11,5,2781,2781,0,True
KYOw16750,M11,7,17774,17774,0,True
KYOw16750,M11,6,6030,6030,0,True
KYOw16750,M11,8,498,498,0,True
