condition,reference_cluster,original_target_cluster,display_target_cluster,snv_cosine_similarity,iou,pixel_count,assigned
M11,1,1,1,0.9999980946471745,0.8764522881545244,1228042,True
M11,2,1,1,0.9750882420732332,5.714808211036438e-06,8,False
M11,3,1,1,0.9057270801666085,0.0,0,False
M11,4,1,1,0.8699950989852916,0.0,0,False
M11,5,1,1,0.9909250917425649,0.007502674239520847,13684,False
M11,6,1,1,0.9987854174427844,0.004869398007158038,10585,False
M11,7,1,1,0.9969481361765613,0.03215720793895522,59109,False
M11,8,1,1,0.9810613035917062,0.000183683052072578,293,False
M11,1,2,2,0.9773064110085238,5.045803099970862e-05,71,False
M11,2,2,2,0.9996127683851845,0.9410275437600942,86232,True
M11,3,2,2,0.8042883048052947,0.0,0,False
M11,4,2,2,0.770797952701338,0.0,0,False
M11,5,2,2,0.9422585203944343,3.5741381859299175e-05,22,False
M11,6,2,2,0.9689223046006059,0.0026975381447939283,2589,False
M11,7,2,2,0.9876628504627248,0.001165416488122686,786,False
M11,8,2,2,0.9232118961397804,2.41021287535718e-05,9,False
M11,1,3,3,0.9037519852115196,0.0,0,False
M11,2,3,3,0.798964878345218,0.0,0,False
M11,3,3,3,0.999985851394256,0.9380255578361915,85002,True
M11,4,3,3,0.9830442283807401,0.0010597898083546764,240,False
M11,5,3,3,0.9516546935143793,0.0010606221553999394,649,False
M11,6,3,3,0.9178771561468249,2.08474487934539e-06,2,False
M11,7,3,3,0.8716925468930261,0.0,0,False
M11,8,3,3,0.9649260039361589,0.0022050627157714745,815,False
M11,1,4,4,0.882737832711427,0.0,0,False
M11,2,4,4,0.790393807507335,0.0,0,False
M11,3,4,4,0.9837391525079113,0.002178838735490717,501,False
M11,4,4,4,0.9994129184494502,0.9819490009997043,139478,True
M11,5,4,4,0.9275128743251798,2.9968293545428937e-06,2,False
M11,6,4,4,0.8979486414351525,0.0,0,False
M11,7,4,4,0.8545723872796662,1.3754382490120915e-06,1,False
M11,8,4,4,0.9515820611980566,0.003648868402357367,1546,False
M11,1,5,5,0.9922636087691302,0.023666819932148957,43803,False
M11,2,5,5,0.9424996260711707,1.5030632428890078e-06,1,False
M11,3,5,5,0.9503864862864795,0.0022148994116673437,1472,False
M11,4,5,5,0.9153653250956779,0.0,0,False
M11,5,5,5,0.9999534415282939,0.8417646273043013,504116,True
M11,6,5,5,0.9955685590000034,0.01825677763730861,25994,False
M11,7,5,5,0.9804857383914887,2.1502805255973696e-05,25,False
M11,8,5,5,0.9953518917710256,0.0020241595489348427,1739,False
M11,1,6,7,0.9962940770506121,0.0001399228409485873,250,False
M11,2,6,7,0.9863078310875311,0.0033286192887190392,1850,False
M11,3,6,7,0.8705902508123287,1.7908694312915035e-06,1,False
M11,4,6,7,0.8371656533079199,2.2971343249296503e-05,14,False
M11,5,6,7,0.9769383061888716,1.9089644972792232e-05,19,False
M11,6,6,7,0.9934466634189678,0.0007374367325513074,989,False
M11,7,6,7,0.9999661026135742,0.7702795219701114,459045,True
M11,8,6,7,0.966000111643964,0.009799176542039661,7309,False
M11,1,7,6,0.9991326110006313,0.02050333780002525,45306,False
M11,2,7,6,0.9683186639622796,6.532665766393822e-05,67,False
M11,3,7,6,0.9164206936455555,0.0,0,False
M11,4,7,6,0.8828982658231457,0.0,0,False
M11,5,7,6,0.9937379148024661,0.0025231453888027973,3683,False
M11,6,7,6,0.9999579807870542,0.8206448108866526,815922,True
M11,7,7,6,0.9952538573054438,0.045538514767272074,66336,False
M11,8,7,6,0.9867539173275015,0.005110182918046954,6209,False
M11,1,8,8,0.9816878201132376,0.0,0,False
M11,2,8,8,0.9214923032470412,2.6553936355525343e-06,1,False
M11,3,8,8,0.9658816180750236,0.005157028315708159,1936,False
M11,4,8,8,0.9432653051273914,0.0006072411167631246,260,False
M11,5,8,8,0.9961923947451077,0.004528693858568064,3671,False
M11,6,8,8,0.9885372809498634,0.014471632088701327,16563,False
M11,7,8,8,0.9683902696755217,0.00024263621963613723,212,False
M11,8,8,8,0.999985897752019,0.8675943516324253,265791,True
