sample_id,condition,cluster,pixels,fraction,sample_pixels,valid_pixels,used_clusters,max_occupancy,single_cluster,cluster_counts
KYOw02702,M11,1,4905,0.07808768745820996,62814,62814,6,0.8004744165313465,False,"[4905, 0, 675, 0, 3131, 50281, 2801, 1021]"
KYOw02702,M11,2,0,0.0,62814,62814,6,0.8004744165313465,False,"[4905, 0, 675, 0, 3131, 50281, 2801, 1021]"
KYOw02702,M11,3,675,0.01074601203553348,62814,62814,6,0.8004744165313465,False,"[4905, 0, 675, 0, 3131, 50281, 2801, 1021]"
KYOw02702,M11,4,0,0.0,62814,62814,6,0.8004744165313465,False,"[4905, 0, 675, 0, 3131, 50281, 2801, 1021]"
KYOw02702,M11,5,3131,0.04984557582704493,62814,62814,6,0.8004744165313465,False,"[4905, 0, 675, 0, 3131, 50281, 2801, 1021]"
KYOw02702,M11,7,2801,0.044591969943006335,62814,62814,6,0.8004744165313465,False,"[4905, 0, 675, 0, 3131, 50281, 2801, 1021]"
KYOw02702,M11,6,50281,0.8004744165313465,62814,62814,6,0.8004744165313465,False,"[4905, 0, 675, 0, 3131, 50281, 2801, 1021]"
KYOw02702,M11,8,1021,0.01625433820485879,62814,62814,6,0.8004744165313465,False,"[4905, 0, 675, 0, 3131, 50281, 2801, 1021]"
KYOw02707,M11,1,3170,0.027546533655433705,115078,115078,8,0.7455725681711535,False,"[3170, 29, 1094, 27, 894, 85799, 20888, 3177]"
KYOw02707,M11,2,29,0.0002520029892768383,115078,115078,8,0.7455725681711535,False,"[3170, 29, 1094, 27, 894, 85799, 20888, 3177]"
KYOw02707,M11,3,1094,0.009506595526512453,115078,115078,8,0.7455725681711535,False,"[3170, 29, 1094, 27, 894, 85799, 20888, 3177]"
KYOw02707,M11,4,27,0.0002346234727749874,115078,115078,8,0.7455725681711535,False,"[3170, 29, 1094, 27, 894, 85799, 20888, 3177]"
KYOw02707,M11,5,894,0.007768643876327361,115078,115078,8,0.7455725681711535,False,"[3170, 29, 1094, 27, 894, 85799, 20888, 3177]"
KYOw02707,M11,7,20888,0.181511670345331,115078,115078,8,0.7455725681711535,False,"[3170, 29, 1094, 27, 894, 85799, 20888, 3177]"
KYOw02707,M11,6,85799,0.7455725681711535,115078,115078,8,0.7455725681711535,False,"[3170, 29, 1094, 27, 894, 85799, 20888, 3177]"
KYOw02707,M11,8,3177,0.027607361963190184,115078,115078,8,0.7455725681711535,False,"[3170, 29, 1094, 27, 894, 85799, 20888, 3177]"
KYOw02708,M11,1,59291,0.5665809817768307,104647,104647,8,0.5665809817768307,False,"[59291, 1381, 367, 2, 3127, 25243, 11893, 3343]"
KYOw02708,M11,2,1381,0.013196747159498123,104647,104647,8,0.5665809817768307,False,"[59291, 1381, 367, 2, 3127, 25243, 11893, 3343]"
KYOw02708,M11,3,367,0.003507028390684874,104647,104647,8,0.5665809817768307,False,"[59291, 1381, 367, 2, 3127, 25243, 11893, 3343]"
KYOw02708,M11,4,2,1.9111871338882147e-05,104647,104647,8,0.5665809817768307,False,"[59291, 1381, 367, 2, 3127, 25243, 11893, 3343]"
KYOw02708,M11,5,3127,0.029881410838342237,104647,104647,8,0.5665809817768307,False,"[59291, 1381, 367, 2, 3127, 25243, 11893, 3343]"
KYOw02708,M11,7,11893,0.11364874291666269,104647,104647,8,0.5665809817768307,False,"[59291, 1381, 367, 2, 3127, 25243, 11893, 3343]"
KYOw02708,M11,6,25243,0.241220484103701,104647,104647,8,0.5665809817768307,False,"[59291, 1381, 367, 2, 3127, 25243, 11893, 3343]"
KYOw02708,M11,8,3343,0.03194549294294151,104647,104647,8,0.5665809817768307,False,"[59291, 1381, 367, 2, 3127, 25243, 11893, 3343]"
KYOw02709,M11,1,0,0.0,40105,40105,7,0.7833187881810248,False,"[0, 186, 1557, 5, 779, 31415, 791, 5372]"
KYOw02709,M11,2,186,0.004637825707517766,40105,40105,7,0.7833187881810248,False,"[0, 186, 1557, 5, 779, 31415, 791, 5372]"
KYOw02709,M11,3,1557,0.038823089390350334,40105,40105,7,0.7833187881810248,False,"[0, 186, 1557, 5, 779, 31415, 791, 5372]"
KYOw02709,M11,4,5,0.00012467273407305821,40105,40105,7,0.7833187881810248,False,"[0, 186, 1557, 5, 779, 31415, 791, 5372]"
KYOw02709,M11,5,779,0.019424011968582473,40105,40105,7,0.7833187881810248,False,"[0, 186, 1557, 5, 779, 31415, 791, 5372]"
KYOw02709,M11,7,791,0.01972322653035781,40105,40105,7,0.7833187881810248,False,"[0, 186, 1557, 5, 779, 31415, 791, 5372]"
KYOw02709,M11,6,31415,0.7833187881810248,40105,40105,7,0.7833187881810248,False,"[0, 186, 1557, 5, 779, 31415, 791, 5372]"
KYOw02709,M11,8,5372,0.13394838548809376,40105,40105,7,0.7833187881810248,False,"[0, 186, 1557, 5, 779, 31415, 791, 5372]"
KYOw02715,M11,1,52277,0.8027301762790984,65124,65124,7,0.8027301762790984,False,"[52277, 0, 1083, 36, 11358, 281, 1, 88]"
KYOw02715,M11,2,0,0.0,65124,65124,7,0.8027301762790984,False,"[52277, 0, 1083, 36, 11358, 281, 1, 88]"
KYOw02715,M11,3,1083,0.016629813893495486,65124,65124,7,0.8027301762790984,False,"[52277, 0, 1083, 36, 11358, 281, 1, 88]"
KYOw02715,M11,4,36,0.000552791597567717,65124,65124,7,0.8027301762790984,False,"[52277, 0, 1083, 36, 11358, 281, 1, 88]"
KYOw02715,M11,5,11358,0.17440574903261472,65124,65124,7,0.8027301762790984,False,"[52277, 0, 1083, 36, 11358, 281, 1, 88]"
KYOw02715,M11,7,1,1.5355322154658806e-05,65124,65124,7,0.8027301762790984,False,"[52277, 0, 1083, 36, 11358, 281, 1, 88]"
KYOw02715,M11,6,281,0.0043148455254591244,65124,65124,7,0.8027301762790984,False,"[52277, 0, 1083, 36, 11358, 281, 1, 88]"
KYOw02715,M11,8,88,0.0013512683496099747,65124,65124,7,0.8027301762790984,False,"[52277, 0, 1083, 36, 11358, 281, 1, 88]"
KYOw02716,M11,1,113,0.0017993917100590773,62799,62799,7,0.9161770091880443,False,"[113, 5, 1487, 0, 877, 57535, 426, 2356]"
KYOw02716,M11,2,5,7.961910221500343e-05,62799,62799,7,0.9161770091880443,False,"[113, 5, 1487, 0, 877, 57535, 426, 2356]"
KYOw02716,M11,3,1487,0.023678720998742016,62799,62799,7,0.9161770091880443,False,"[113, 5, 1487, 0, 877, 57535, 426, 2356]"
KYOw02716,M11,4,0,0.0,62799,62799,7,0.9161770091880443,False,"[113, 5, 1487, 0, 877, 57535, 426, 2356]"
KYOw02716,M11,5,877,0.0139651905285116,62799,62799,7,0.9161770091880443,False,"[113, 5, 1487, 0, 877, 57535, 426, 2356]"
KYOw02716,M11,7,426,0.0067835475087182915,62799,62799,7,0.9161770091880443,False,"[113, 5, 1487, 0, 877, 57535, 426, 2356]"
KYOw02716,M11,6,57535,0.9161770091880443,62799,62799,7,0.9161770091880443,False,"[113, 5, 1487, 0, 877, 57535, 426, 2356]"
KYOw02716,M11,8,2356,0.03751652096370961,62799,62799,7,0.9161770091880443,False,"[113, 5, 1487, 0, 877, 57535, 426, 2356]"
KYOw02717,M11,1,60920,0.7425283993954463,82044,82044,8,0.7425283993954463,False,"[60920, 9, 1032, 38, 8572, 8829, 766, 1878]"
KYOw02717,M11,2,9,0.00010969723562966213,82044,82044,8,0.7425283993954463,False,"[60920, 9, 1032, 38, 8572, 8829, 766, 1878]"
KYOw02717,M11,3,1032,0.012578616352201259,82044,82044,8,0.7425283993954463,False,"[60920, 9, 1032, 38, 8572, 8829, 766, 1878]"
KYOw02717,M11,4,38,0.00046316610599190676,82044,82044,8,0.7425283993954463,False,"[60920, 9, 1032, 38, 8572, 8829, 766, 1878]"
KYOw02717,M11,5,8572,0.10448052264638487,82044,82044,8,0.7425283993954463,False,"[60920, 9, 1032, 38, 8572, 8829, 766, 1878]"
KYOw02717,M11,7,766,0.00933645361025791,82044,82044,8,0.7425283993954463,False,"[60920, 9, 1032, 38, 8572, 8829, 766, 1878]"
KYOw02717,M11,6,8829,0.10761298815269855,82044,82044,8,0.7425283993954463,False,"[60920, 9, 1032, 38, 8572, 8829, 766, 1878]"
KYOw02717,M11,8,1878,0.022890156501389498,82044,82044,8,0.7425283993954463,False,"[60920, 9, 1032, 38, 8572, 8829, 766, 1878]"
KYOw02719,M11,1,61302,0.7979226053340622,76827,76827,6,0.7979226053340622,False,"[61302, 0, 633, 0, 4692, 8829, 178, 1193]"
KYOw02719,M11,2,0,0.0,76827,76827,6,0.7979226053340622,False,"[61302, 0, 633, 0, 4692, 8829, 178, 1193]"
KYOw02719,M11,3,633,0.008239290874302004,76827,76827,6,0.7979226053340622,False,"[61302, 0, 633, 0, 4692, 8829, 178, 1193]"
KYOw02719,M11,4,0,0.0,76827,76827,6,0.7979226053340622,False,"[61302, 0, 633, 0, 4692, 8829, 178, 1193]"
KYOw02719,M11,5,4692,0.06107227927681674,76827,76827,6,0.7979226053340622,False,"[61302, 0, 633, 0, 4692, 8829, 178, 1193]"
KYOw02719,M11,7,178,0.0023168938003566455,76827,76827,6,0.7979226053340622,False,"[61302, 0, 633, 0, 4692, 8829, 178, 1193]"
KYOw02719,M11,6,8829,0.11492053574915069,76827,76827,6,0.7979226053340622,False,"[61302, 0, 633, 0, 4692, 8829, 178, 1193]"
KYOw02719,M11,8,1193,0.015528394965311674,76827,76827,6,0.7979226053340622,False,"[61302, 0, 633, 0, 4692, 8829, 178, 1193]"
KYOw02720,M11,1,103146,0.7863296080015857,131174,131174,7,0.7863296080015857,False,"[103146, 10, 555, 0, 14112, 7417, 5829, 105]"
KYOw02720,M11,2,10,7.623461966548249e-05,131174,131174,7,0.7863296080015857,False,"[103146, 10, 555, 0, 14112, 7417, 5829, 105]"
KYOw02720,M11,3,555,0.004231021391434278,131174,131174,7,0.7863296080015857,False,"[103146, 10, 555, 0, 14112, 7417, 5829, 105]"
KYOw02720,M11,4,0,0.0,131174,131174,7,0.7863296080015857,False,"[103146, 10, 555, 0, 14112, 7417, 5829, 105]"
KYOw02720,M11,5,14112,0.10758229527192889,131174,131174,7,0.7863296080015857,False,"[103146, 10, 555, 0, 14112, 7417, 5829, 105]"
KYOw02720,M11,7,5829,0.044437159803009746,131174,131174,7,0.7863296080015857,False,"[103146, 10, 555, 0, 14112, 7417, 5829, 105]"
KYOw02720,M11,6,7417,0.056543217405888364,131174,131174,7,0.7863296080015857,False,"[103146, 10, 555, 0, 14112, 7417, 5829, 105]"
KYOw02720,M11,8,105,0.0008004635064875661,131174,131174,7,0.7863296080015857,False,"[103146, 10, 555, 0, 14112, 7417, 5829, 105]"
KYOw02751,M11,1,27043,0.37838783248681246,71469,71469,7,0.5194000195889127,False,"[27043, 0, 581, 1025, 37121, 1151, 7, 4541]"
KYOw02751,M11,2,0,0.0,71469,71469,7,0.5194000195889127,False,"[27043, 0, 581, 1025, 37121, 1151, 7, 4541]"
KYOw02751,M11,3,581,0.00812939876030167,71469,71469,7,0.5194000195889127,False,"[27043, 0, 581, 1025, 37121, 1151, 7, 4541]"
KYOw02751,M11,4,1025,0.014341882494508108,71469,71469,7,0.5194000195889127,False,"[27043, 0, 581, 1025, 37121, 1151, 7, 4541]"
KYOw02751,M11,5,37121,0.5194000195889127,71469,71469,7,0.5194000195889127,False,"[27043, 0, 581, 1025, 37121, 1151, 7, 4541]"
KYOw02751,M11,7,7,9.794456337712854e-05,71469,71469,7,0.5194000195889127,False,"[27043, 0, 581, 1025, 37121, 1151, 7, 4541]"
KYOw02751,M11,6,1151,0.016104884635296423,71469,71469,7,0.5194000195889127,False,"[27043, 0, 581, 1025, 37121, 1151, 7, 4541]"
KYOw02751,M11,8,4541,0.06353803747079154,71469,71469,7,0.5194000195889127,False,"[27043, 0, 581, 1025, 37121, 1151, 7, 4541]"
KYOw02752,M11,1,31610,0.26972600752604675,117193,117193,7,0.5201163892041334,False,"[31610, 7, 1093, 0, 14561, 60954, 4571, 4397]"
KYOw02752,M11,2,7,5.973052998045958e-05,117193,117193,7,0.5201163892041334,False,"[31610, 7, 1093, 0, 14561, 60954, 4571, 4397]"
KYOw02752,M11,3,1093,0.009326495609806047,117193,117193,7,0.5201163892041334,False,"[31610, 7, 1093, 0, 14561, 60954, 4571, 4397]"
KYOw02752,M11,4,0,0.0,117193,117193,7,0.5201163892041334,False,"[31610, 7, 1093, 0, 14561, 60954, 4571, 4397]"
KYOw02752,M11,5,14561,0.12424803529221029,117193,117193,7,0.5201163892041334,False,"[31610, 7, 1093, 0, 14561, 60954, 4571, 4397]"
KYOw02752,M11,7,4571,0.03900403607724011,117193,117193,7,0.5201163892041334,False,"[31610, 7, 1093, 0, 14561, 60954, 4571, 4397]"
KYOw02752,M11,6,60954,0.5201163892041334,117193,117193,7,0.5201163892041334,False,"[31610, 7, 1093, 0, 14561, 60954, 4571, 4397]"
KYOw02752,M11,8,4397,0.03751930576058297,117193,117193,7,0.5201163892041334,False,"[31610, 7, 1093, 0, 14561, 60954, 4571, 4397]"
KYOw02754,M11,1,22756,0.4816900215909572,47242,47242,6,0.4816900215909572,False,"[22756, 0, 1118, 0, 16959, 5286, 5, 1118]"
KYOw02754,M11,2,0,0.0,47242,47242,6,0.4816900215909572,False,"[22756, 0, 1118, 0, 16959, 5286, 5, 1118]"
KYOw02754,M11,3,1118,0.023665382498624106,47242,47242,6,0.4816900215909572,False,"[22756, 0, 1118, 0, 16959, 5286, 5, 1118]"
KYOw02754,M11,4,0,0.0,47242,47242,6,0.4816900215909572,False,"[22756, 0, 1118, 0, 16959, 5286, 5, 1118]"
