condition,contrast,cluster,kind,wavelength_nm,difference,aggregation
M11,M11-M00,3,snv,1655.7613333333334,0.005808238412081473,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1661.2220784313727,0.005618916889175235,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1666.682823529412,0.00538131504126152,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1672.1435686274513,0.005183433730264753,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1677.6043137254906,0.00497796322858525,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1683.0650588235296,0.005000490010329345,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1688.5258039215687,0.004906931973088377,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1693.986549019608,0.004884994431182774,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1699.4472941176473,0.0048320611631226945,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1704.9080392156866,0.004768362425243561,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1710.3687843137257,0.004757741604248258,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1715.829529411765,0.004757633990241761,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1721.290274509804,0.004704585772027432,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1726.7510196078433,0.004740878129332028,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1732.2117647058826,0.004686247775714469,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1737.672509803922,0.00454137422293216,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1743.133254901961,0.004539745844698042,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1748.594,0.004671968705488621,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1754.0547450980393,0.004697183957797493,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1759.5154901960786,0.004583640788418407,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1764.976235294118,0.004744978802779346,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1770.4369803921572,0.004727301140910718,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1775.8977254901963,0.004692438025234296,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1781.3584705882354,0.004630626172085726,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1786.8192156862747,0.004573485455238863,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1792.279960784314,0.00453803435714949,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1797.7407058823533,0.004482344796451314,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1803.2014509803923,0.00442211154547229,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1808.6621960784316,0.004627745482870574,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1814.1229411764707,0.004657580118490952,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1819.58368627451,0.004667448142966895,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1825.0444313725493,0.004660805534345058,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1830.5051764705886,0.00465876374097262,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1835.9659215686277,0.0047083348755202065,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1841.4266666666667,0.00477212100395602,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1846.887411764706,0.004622044925899585,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1852.3481568627453,0.004914187648138488,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1857.8089019607846,0.005080582601008313,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1863.269647058824,0.005140502635544386,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1868.730392156863,0.004961890584101139,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1874.191137254902,0.004692929429278653,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1879.6518823529414,0.004694589763773842,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1885.1126274509807,0.004522286949828647,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1890.57337254902,0.003928794432787097,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1896.034117647059,0.003106803509231093,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1901.4948627450983,0.0021248874388731798,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1906.9556078431374,0.0012605853640453857,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1912.4163529411767,0.0006193331910779865,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1917.877098039216,8.14470261791822e-05,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1923.3378431372553,-0.0005215226696342334,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1928.7985882352943,-0.0009673171622501808,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1934.2593333333336,-0.001094094707699167,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1939.7200784313727,-0.001241901137803092,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1945.180823529412,-0.0010944114451878484,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1950.6415686274513,-0.0009157189015107647,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1956.1023137254906,-0.0008256958746630794,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1961.5630588235294,-0.0006457484034334549,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1967.0238039215687,-0.00040325637050053764,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1972.484549019608,-0.00019858669781402938,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1977.9452941176473,-0.00020206086000862378,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1983.4060392156866,-0.0001467643638495275,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1988.866784313726,-7.613057889788166e-05,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1994.3275294117648,-3.7050705180563526e-05,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,1999.788274509804,-4.734472751177776e-05,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2005.2490196078434,-0.00010146013450607061,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2010.7097647058827,-0.00013148203255208823,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2016.170509803922,-0.00033041828801760875,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2021.6312549019613,-0.00038400404432181734,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2027.092,-0.0004761695003626665,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2032.5527450980394,-0.0006405436630658734,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2038.0134901960787,-0.0009179123932736566,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2043.474235294118,-0.0012837748495324597,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2048.9349803921573,-0.0015648742921972048,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2054.3957254901966,-0.0018257068751219574,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2059.8564705882354,-0.0020061291483139954,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2065.3172156862747,-0.0021200484777563755,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2070.777960784314,-0.002277476597542183,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2076.2387058823533,-0.002523614504676308,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2081.6994509803926,-0.0027363504690665064,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2087.1601960784315,-0.0027843897633132997,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2092.6209411764708,-0.0028592798905187067,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2098.08168627451,-0.0030795036897028893,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2103.5424313725493,-0.00284680376977664,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2109.0031764705886,-0.0029496935393278356,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2114.463921568628,-0.002996101375960958,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2119.924666666667,-0.0029261520769681137,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2125.385411764706,-0.0028763070934412216,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2130.8461568627454,-0.002820237078687615,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2136.3069019607847,-0.002564781506111391,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2141.767647058824,-0.00260219011607421,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2147.2283921568633,-0.0024418031563941955,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2152.689137254902,-0.002351333808261913,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2158.1498823529414,-0.002162589876691934,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2163.6106274509807,-0.001950088605736644,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2169.07137254902,-0.0018793409075028578,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2174.5321176470593,-0.001838492487620691,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2179.992862745098,-0.0017340230001274826,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2185.4536078431374,-0.0015074904621084073,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2190.9143529411767,-0.001383707975779691,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2196.375098039216,-0.0014256345871521692,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2201.8358431372553,-0.001440497610333047,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2207.2965882352946,-0.0014211960311574234,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2212.7573333333335,-0.0013839160985706922,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2218.2180784313728,-0.000995381820758423,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2223.678823529412,-0.0014312478104800963,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2229.1395686274514,-0.0012993598292827535,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2234.6003137254907,-0.0013958044538684433,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2240.06105882353,-0.001550405164780999,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2245.521803921569,-0.0019516765168547945,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2250.982549019608,-0.0026262791014350917,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2256.4432941176474,-0.0033442690882712345,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2261.9040392156867,-0.004341666684408718,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2267.364784313726,-0.005116446905212735,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2272.825529411765,-0.00593575900536325,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2278.286274509804,-0.00669181439897204,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2283.7470196078434,-0.0073968166924871515,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2289.2077647058827,-0.008161712709595204,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2294.668509803922,-0.009155554111389463,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2300.1292549019613,-0.010447522874292181,difference of equal-sample representative means; not paired
M11,M11-M00,3,snv,2305.59,-0.011659784079305346,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,913.1,1.29587508326153e-06,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,918.5607450980392,1.29587508326153e-06,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,924.0214901960785,1.29587508326153e-06,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,929.4822352941177,1.295875083261557e-06,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,934.9429803921569,9.635727524671554e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,940.4037254901962,6.489279130404227e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,945.8644705882353,4.2021725062579336e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,951.3252156862745,2.471270259441112e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,956.7859607843137,1.4701659423563978e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,962.246705882353,1.0732765439810417e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,967.7074509803922,1.1375631078071682e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,973.1681960784314,3.0662488942281654e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,978.6289411764706,2.054644915637985e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,984.0896862745099,1.8408725026174142e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,989.550431372549,1.328505450612245e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,995.0111764705882,8.10787495398258e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1000.4719215686275,2.8053530702024702e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1005.9326666666667,6.6738836716985e-11,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1011.3934117647059,1.4915469214139834e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1016.8541568627452,-1.193845557803444e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1022.3149019607844,-1.932313039627419e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1027.7756470588236,-3.3991612714875134e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1033.2363921568628,1.0066714169503105e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1038.697137254902,1.0294188527639416e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1044.1578823529412,3.242381774832523e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1049.6186274509805,-2.8880033825548107e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1055.0793725490196,-8.522923649663999e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1060.5401176470589,-2.066947027322601e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1066.0008627450982,-3.573688468843249e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1071.4616078431372,-5.117717473476681e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1076.9223529411765,-3.2824949647639384e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1082.3830980392158,-2.322924611934106e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1087.843843137255,-3.256040212599766e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1093.3045882352942,-7.798072141611402e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1098.7653333333333,-1.3256686063133587e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1104.2260784313726,-1.4607191017371812e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1109.6868235294119,-1.4080957570761481e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1115.1475686274512,-1.5628854740336953e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1120.6083137254902,-1.076566997499151e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1126.0690588235295,5.055762577598627e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1131.5298039215686,1.1037469772509477e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1136.990549019608,-1.6726470024223737e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1142.4512941176472,-1.4570986524149316e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1147.9120392156863,-1.8086631834202792e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1153.3727843137256,-8.997219524261652e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1158.8335294117649,3.922506742183391e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1164.294274509804,6.92888661962071e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1169.7550196078432,1.5153917563674057e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1175.2157647058825,-2.0272764346160478e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1180.6765098039216,1.716413395685981e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1186.137254901961,8.868797107436376e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1191.598,1.4469147327835742e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1197.0587450980393,1.3214169087201894e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1202.5194901960786,1.3617962229994755e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1207.9802352941178,1.8657510307562653e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1213.440980392157,1.8366787643716003e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1218.9017254901962,1.12499872098685e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1224.3624705882353,5.266819677182635e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1229.8232156862746,-4.285219286625154e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1235.2839607843139,-5.793636215922979e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1240.7447058823532,4.104767481121557e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1246.2054509803922,4.506541098445673e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1251.6661960784315,-3.3877150757766813e-10,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1257.1269411764706,5.717925123751934e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1262.58768627451,6.239059020154936e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1268.0484313725492,-1.0439704074227156e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1273.5091764705883,-5.5707014622928763e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1278.9699215686276,-8.280135032100886e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1284.4306666666666,-1.1168020352858223e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1289.891411764706,-6.515778322969552e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1295.3521568627452,-8.020775196964726e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1300.8129019607845,-5.66120891967282e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1306.2736470588236,-3.756140883395142e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1311.734392156863,-5.997409478214821e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1317.195137254902,-1.151412618725689e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1322.6558823529413,-1.6951977257885042e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1328.1166274509806,-2.3369633442833315e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1333.5773725490199,-2.1368021584413702e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1339.038117647059,-1.797950271749117e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1344.4988627450982,-5.946424501580121e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1349.9596078431373,4.1369857954990225e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1355.4203529411766,8.677047515823878e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1360.8810980392159,8.231901320416742e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1366.341843137255,5.398062762354326e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1371.8025882352943,2.0622867015030076e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1377.2633333333333,-5.478268498568225e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1382.7240784313726,-1.828538957646426e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1388.184823529412,-3.1659691901318916e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1393.6455686274512,-3.719833886357951e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1399.1063137254903,-3.6941135881652634e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1404.5670588235296,-2.946088095782861e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1410.0278039215686,-8.968614061497586e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1415.488549019608,2.0626403509046663e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1420.9492941176472,5.237959118392174e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1426.4100392156865,5.26314408315519e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1431.8707843137256,4.740061308328706e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1437.3315294117647,2.731349407650394e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1442.792274509804,7.914507833479322e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1448.2530196078433,6.525791574578111e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1453.7137647058826,1.3281682635490815e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1459.1745098039219,4.745441855007887e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1464.635254901961,2.835469080292847e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1470.096,2.3750984066886715e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1475.5567450980393,1.2543931897214417e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1481.0174901960786,1.1926885615631862e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1486.478235294118,7.758758974997111e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1491.938980392157,2.8027949219423082e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1497.3997254901963,-3.1121284744907167e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1502.8604705882353,-7.238787259131665e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1508.3212156862746,-6.016528361961755e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1513.781960784314,-1.4817015515655325e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1519.2427058823532,-7.261724159979263e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1524.7034509803923,9.777606766626579e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1530.1641960784316,9.569147154922195e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1535.6249411764707,1.876478275032609e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1541.08568627451,8.02949520148991e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1546.5464313725493,-1.3342855681175032e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1552.0071764705885,-1.5776378975041808e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1557.4679215686276,-6.863173759973194e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1562.9286666666667,-4.399461963867638e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1568.389411764706,1.4334943323297475e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1573.8501568627453,8.44985321090976e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1579.3109019607846,8.01675717503906e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1584.7716470588239,5.45226215633674e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1590.232392156863,5.9346498669197865e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1595.693137254902,7.878837714296526e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1601.1538823529413,9.20155406285647e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1606.6146274509806,1.0252472410610843e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1612.07537254902,2.3723154603638675e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1617.536117647059,-1.0293017355599113e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1622.9968627450983,-4.926649345764089e-09,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1628.4576078431373,-4.2964242363150915e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1633.9183529411766,-4.1180896022172646e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1639.379098039216,-5.473197114904362e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1644.8398431372552,-1.0425648558348163e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1650.3005882352943,-1.3514456943525125e-07,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1655.7613333333334,3.723186539701632e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1661.2220784313727,2.1950706261511762e-09,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1666.682823529412,6.48899831768899e-09,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1672.1435686274513,-6.915892708308789e-09,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1677.6043137254906,-4.910746168485573e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1683.0650588235296,-5.353259020653739e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1688.5258039215687,-3.5087031728837925e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1693.986549019608,-1.8573237426648712e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1699.4472941176473,-1.2723529944095314e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1704.9080392156866,6.19281678382166e-09,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1710.3687843137257,-4.903465154695495e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1715.829529411765,-5.1388399511474494e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1721.290274509804,3.269046163473773e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1726.7510196078433,6.466069397936493e-08,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1732.2117647058826,-7.139418876729872e-09,difference of equal-sample representative means; not paired
M11,M11-M00,3,second_derivative,1737.672509803922,-1.0116636862502122e-07,difference of equal-sample representative means; not paired
